#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T14:45+0000 #
#####################################################################
#
# seed = 224.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.8253338191255637 2 12.273377003403452 11.040075478220857 1.0 0.21146265694278288 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.8253338191255637 2 12.273377003403452 11.040075478220857 1.0 0.21146265694278288 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.109 0.105 2.58e-05 0.105 0.00508 74.9 41.2 2.27e+03 41.2 47.6 0.109 0.0818 0.00148 0.0818 0.0385
2.8253338191255635 2 12.273377003403452 11.040075478220857 1.0 0.21146265694278288 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.109 0.105 2.58e-05 0.105 0.00508 67.4 37.5 1.79e+03 37.5 42.3 0.109 0.0818 0.00148 0.0818 0.0385
3.8253338191255635 5 16.620454705614456 11.517622858982149 3.0 0.22840750428764742 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.109 0.103 1.06e-05 0.102 0.00325 67.4 15.0 870 0.00 29.5 0.109 0.0939 0.000492 0.102 0.0222
4.8253338191255635 5 16.620454705614456 11.517622858982149 3.0 0.22840750428764742 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.109 0.103 1.06e-05 0.102 0.00325 14.3 4.75 45.2 0.00 6.72 0.154 0.107 0.000799 0.102 0.0283
5.8253338191255635 5 16.620454705614456 11.517622858982149 3.0 0.22840750428764742 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.109 0.103 1.06e-05 0.102 0.00325 35.9 25.8 181 35.3 13.5 0.154 0.107 0.000799 0.102 0.0283
6.8253338191255635 5 16.620454705614456 11.517622858982149 3.0 0.22840750428764742 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.109 0.103 1.06e-05 0.102 0.00325 35.9 25.8 181 35.3 13.5 0.154 0.107 0.000799 0.102 0.0283
7.011406147687894 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.109 0.103 7.04e-06 0.102 0.00265 35.9 16.2 282 11.2 16.8 0.154 0.105 0.000465 0.102 0.0216
8.011406147687893 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.114 0.104 2.36e-05 0.102 0.00486 35.9 16.2 282 11.2 16.8 0.158 0.113 0.000794 0.102 0.0282
9.011406147687893 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.114 0.104 2.36e-05 0.102 0.00486 35.9 16.2 282 11.2 16.8 0.182 0.117 0.00122 0.102 0.0349
10.011406147687893 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.114 0.104 2.36e-05 0.102 0.00486 20.5 11.5 42.0 11.7 6.48 0.182 0.119 0.00108 0.102 0.0329
11.011406147687893 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.114 0.104 2.36e-05 0.102 0.00486 18.5 11.1 34.1 11.7 5.84 0.182 0.119 0.00108 0.102 0.0329
12.011406147687893 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.114 0.104 2.36e-05 0.102 0.00486 18.5 11.1 34.1 11.7 5.84 0.182 0.119 0.00108 0.102 0.0329
13.011406147687893 8 19.36998587435549 12.437992036891004 5.0 0.09139971572686398 3.0 6.0 3.8 2.2 4.0 1.5 3.00 0.875 1.84 0.00 1.36 0.114 0.104 2.36e-05 0.102 0.00486 18.5 11.1 34.1 11.7 5.84 0.182 0.119 0.00108 0.102 0.0329
14.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 18.5 8.04 50.5 5.96 7.11 0.698 0.168 0.0316 0.102 0.178
15.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 18.5 8.04 50.5 5.96 7.11 0.698 0.215 0.0398 0.102 0.200
16.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 18.5 8.04 50.5 5.96 7.11 0.698 0.223 0.0400 0.102 0.200
17.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 19.7 7.29 50.4 4.37 7.10 0.698 0.227 0.0390 0.102 0.197
18.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 334 46.3 9.36e+03 13.4 96.8 0.698 0.227 0.0390 0.102 0.197
19.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 334 46.3 9.36e+03 13.4 96.8 0.698 0.227 0.0390 0.102 0.197
20.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 334 46.3 9.36e+03 13.4 96.8 0.698 0.227 0.0390 0.102 0.197
21.011406147687893 11 21.110377342483414 14.039125298266056 7.0 0.05660874536089624 4.0 6.0 3.8 3.4 4.0 1.8 3.00 0.909 1.89 0.00 1.38 0.698 0.157 0.0321 0.102 0.179 334 46.3 9.36e+03 13.4 96.8 0.698 0.227 0.0390 0.102 0.197
22.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 334 36.4 7.59e+03 8.60 87.1 7.27 0.982 4.13 0.202 2.03
23.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 334 36.4 7.59e+03 8.60 87.1 8.99 1.57 8.68 0.202 2.95
24.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 334 36.4 7.59e+03 8.60 87.1 8.99 2.02 9.03 0.202 3.01
25.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 334 36.4 7.59e+03 8.60 87.1 8.99 2.10 8.82 0.236 2.97
26.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 1.61e+03 175 1.80e+05 36.2 425 8.99 2.14 8.68 0.502 2.95
27.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 2.90e+06 3.16e+05 6.90e+11 161 8.31e+05 8.99 2.14 8.68 0.502 2.95
28.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 2.90e+06 3.16e+05 6.90e+11 161 8.31e+05 8.99 2.14 8.68 0.502 2.95
29.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 2.90e+06 3.16e+05 6.90e+11 161 8.31e+05 8.99 2.14 8.68 0.502 2.95
30.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 2.90e+06 3.16e+05 6.90e+11 161 8.31e+05 8.99 2.14 8.68 0.502 2.95
31.011406147687893 14 21.591693846757078 16.413216977180515 9.0 0.049450269653519174 5.0 6.0 3.7 2.5 4.0 1.6 3.00 0.929 1.92 0.00 1.38 7.27 0.927 4.21 0.102 2.05 2.90e+06 3.16e+05 6.90e+11 161 8.31e+05 8.99 2.14 8.68 0.502 2.95
32.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 2.90e+06 2.60e+05 5.76e+11 60.5 7.59e+05 66.8 12.3 522 1.33 22.8
33.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 2.90e+06 2.60e+05 5.76e+11 60.5 7.59e+05 178 22.3 2.14e+03 1.33 46.2
34.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 2.90e+06 2.60e+05 5.76e+11 60.5 7.59e+05 178 30.4 3.01e+03 1.33 54.9
35.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 2.90e+06 2.60e+05 5.76e+11 60.5 7.59e+05 178 36.5 3.00e+03 1.33 54.8
36.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 2.90e+06 2.60e+05 5.76e+11 60.5 7.59e+05 178 37.5 2.94e+03 3.64 54.2
37.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 2.90e+06 2.62e+05 5.75e+11 160 7.58e+05 178 38.0 2.91e+03 9.45 53.9
38.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 3.07e+11 4.47e+10 1.03e+22 2.44e+03 1.01e+11 178 38.0 2.91e+03 9.45 53.9
39.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 3.07e+11 4.47e+10 1.03e+22 2.44e+03 1.01e+11 178 38.0 2.91e+03 9.45 53.9
40.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 3.07e+11 4.47e+10 1.03e+22 2.44e+03 1.01e+11 178 38.0 2.91e+03 9.45 53.9
41.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 3.07e+11 4.47e+10 1.03e+22 2.44e+03 1.01e+11 178 38.0 2.91e+03 9.45 53.9
42.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 3.07e+11 4.47e+10 1.03e+22 2.44e+03 1.01e+11 178 38.0 2.91e+03 9.45 53.9
43.01140614768789 17 20.888873774496723 18.520792515200753 11.0 0.04631554247742623 6.0 6.0 3.8 2.1 4.0 1.4 3.00 0.941 1.93 0.00 1.39 66.8 11.3 540 0.109 23.2 3.07e+11 4.47e+10 1.03e+22 2.44e+03 1.01e+11 178 38.0 2.91e+03 9.45 53.9
44.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 361 9.44e+10 278 51.3 5.38e+03 22.8 73.4
45.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 361 9.44e+10 380 67.0 1.08e+04 22.8 104
46.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 361 9.44e+10 492 82.7 1.94e+04 22.8 139
47.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 361 9.44e+10 492 95.2 2.42e+04 22.8 156
48.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 361 9.44e+10 492 105 2.45e+04 22.8 156
49.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 361 9.44e+10 492 106 2.42e+04 38.9 156
50.01140614768789 20 19.763739513072515 19.78804450547305 13.0 0.05109009047669672 7.0 6.0 3.8 2.5 4.0 1.6 3.00 0.950 1.94 0.00 1.39 278 28.6 4.12e+03 0.226 64.2 3.07e+11 3.80e+10 8.92e+21 198 9.44e+10 492 107 2.41e+04 38.9 155
