#####################################################################
# Alchemist log file - simulation started at: 2025-03-04T17:02+0000 #
#####################################################################
#
# seed = 111.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.05397327754629133 2 12.289417663850658 8.995725754363583 1.0 1.0 1.0 1.0 0.22 0.22 0.0 0.22 0.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.0539732775462913 2 12.289417663850658 8.995725754363583 1.0 1.0 1.0 1.0 0.22 0.22 0.0 0.22 0.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.46e-06 0.101 0.00121 68.9 38.2 1.88e+03 38.2 43.4 0.100 0.0752 0.00125 0.0752 0.0353
2.0539732775462913 2 12.289417663850658 8.995725754363583 1.0 1.0 1.0 1.0 0.22 0.22 0.0 0.22 0.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.46e-06 0.101 0.00121 62.0 34.8 1.48e+03 34.8 38.5 0.100 0.0752 0.00125 0.0752 0.0353
3.0539732775462913 5 14.086126894446613 7.063972671802782 3.0 2.0 2.0 2.0 0.54 0.24 0.044 0.16 0.21 4.0 2.4 0.80 2.0 0.89 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.53e-07 0.100 0.000808 62.0 13.9 733 0.00 27.1 0.100 0.0901 0.000498 0.100 0.0223
4.053973277546291 5 14.086126894446613 7.063972671802782 3.0 2.0 2.0 2.0 0.54 0.24 0.044 0.16 0.21 4.0 2.4 0.80 2.0 0.89 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.53e-07 0.100 0.000808 15.0 4.91 49.0 0.00 7.00 0.150 0.105 0.000749 0.100 0.0274
5.053973277546291 5 14.086126894446613 7.063972671802782 3.0 2.0 2.0 2.0 0.54 0.24 0.044 0.16 0.21 4.0 2.4 0.80 2.0 0.89 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.53e-07 0.100 0.000808 37.0 26.8 196 36.9 14.0 0.150 0.105 0.000749 0.100 0.0274
6.053973277546291 5 14.086126894446613 7.063972671802782 3.0 2.0 2.0 2.0 0.54 0.24 0.044 0.16 0.21 4.0 2.4 0.80 2.0 0.89 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.53e-07 0.100 0.000808 37.0 26.8 196 36.9 14.0 0.150 0.105 0.000749 0.100 0.0274
7.053973277546291 8 11.613330190404087 5.376620656959557 5.0 3.0 3.0 3.0 0.87 0.25 0.080 0.13 0.28 5.0 3.0 1.1 3.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.21e-07 0.100 0.000649 37.0 16.7 304 11.5 17.4 0.150 0.103 0.000435 0.100 0.0208
8.05397327754629 8 11.613330190404087 5.376620656959557 5.0 3.0 3.0 3.0 0.87 0.25 0.080 0.13 0.28 5.0 3.0 1.1 3.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.21e-07 0.100 0.000649 37.0 16.7 304 11.5 17.4 0.150 0.109 0.000702 0.100 0.0265
9.05397327754629 8 11.613330190404087 5.376620656959557 5.0 3.0 3.0 3.0 0.87 0.25 0.080 0.13 0.28 5.0 3.0 1.1 3.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.21e-07 0.100 0.000649 37.0 16.9 301 12.3 17.4 0.175 0.114 0.000956 0.100 0.0309
10.05397327754629 8 11.613330190404087 5.376620656959557 5.0 3.0 3.0 3.0 0.87 0.25 0.080 0.13 0.28 5.0 3.0 1.1 3.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.21e-07 0.100 0.000649 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
11.05397327754629 8 11.613330190404087 5.376620656959557 5.0 3.0 3.0 3.0 0.87 0.25 0.080 0.13 0.28 5.0 3.0 1.1 3.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.21e-07 0.100 0.000649 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
12.05397327754629 8 11.613330190404087 5.376620656959557 5.0 3.0 3.0 3.0 0.87 0.25 0.080 0.13 0.28 5.0 3.0 1.1 3.0 1.1 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.21e-07 0.100 0.000649 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
13.05397327754629 11 9.563076788043384 4.338189587828924 7.0 4.0 4.0 4.0 1.2 0.27 0.12 0.12 0.34 6.0 3.5 2.5 3.0 1.6 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.63 43.2 5.74 6.57 0.175 0.110 0.000713 0.100 0.0267
14.05397327754629 11 9.563076788043384 4.338189587828924 7.0 4.0 4.0 4.0 1.2 0.27 0.12 0.12 0.34 6.0 3.5 2.5 3.0 1.6 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.63 43.2 5.74 6.57 0.175 0.115 0.000838 0.100 0.0289
15.05397327754629 11 9.563076788043384 4.338189587828924 7.0 4.0 4.0 4.0 1.2 0.27 0.12 0.12 0.34 6.0 3.5 2.5 3.0 1.6 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.63 43.2 5.74 6.57 0.175 0.117 0.00107 0.100 0.0327
16.05397327754629 11 9.563076788043384 4.338189587828924 7.0 4.0 4.0 4.0 1.2 0.27 0.12 0.12 0.34 6.0 3.5 2.5 3.0 1.6 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.94 46.4 5.74 6.81 0.188 0.119 0.00120 0.100 0.0346
