#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T14:45+0000 #
#####################################################################
#
# seed = 125.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.5274985709369628 2 11.849459358390083 11.682111792260947 1.0 0.1607201602399245 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.5274985709369628 2 11.849459358390083 11.682111792260947 1.0 0.1607201602399245 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.133 0.117 0.000475 0.117 0.0218 91.0 49.3 3.48e+03 49.3 59.0 0.133 0.0996 0.00219 0.0996 0.0468
2.527498570936963 2 11.849459358390083 11.682111792260947 1.0 0.1607201602399245 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.133 0.117 0.000475 0.117 0.0218 81.9 44.7 2.76e+03 44.7 52.6 0.133 0.0996 0.00219 0.0996 0.0468
3.527498570936963 5 13.406353155518001 11.77969242746433 3.0 0.09677279118923023 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.69 0.426 0.502 0.102 0.709 81.9 17.9 1.29e+03 0.00 35.9 1.69 0.419 0.508 0.100 0.713
4.527498570936963 5 13.406353155518001 11.77969242746433 3.0 0.09677279118923023 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.69 0.426 0.502 0.102 0.709 70.4 16.0 943 0.00 30.7 1.69 0.672 0.456 0.490 0.675
5.527498570936963 5 13.406353155518001 11.77969242746433 3.0 0.09677279118923023 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.69 0.426 0.502 0.102 0.709 2.90e+03 664 1.57e+06 172 1.25e+03 1.69 0.672 0.456 0.490 0.675
6.527498570936963 5 13.406353155518001 11.77969242746433 3.0 0.09677279118923023 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 1.69 0.426 0.502 0.102 0.709 2.90e+03 664 1.57e+06 172 1.25e+03 1.69 0.672 0.456 0.490 0.675
7.527498570936963 8 12.41872286112268 15.85074669159042 5.0 0.08808004931023641 3.0 4.0 2.8 1.1 3.0 1.0 3.00 0.875 1.84 0.00 1.36 28.1 8.92 151 0.913 12.3 2.90e+03 415 1.02e+06 36.4 1.01e+03 28.1 9.07 148 1.34 12.2
8.527498570936963 8 12.41872286112268 15.85074669159042 5.0 0.08808004931023641 3.0 4.0 2.8 1.1 3.0 1.0 3.00 0.875 1.84 0.00 1.36 28.1 8.92 151 0.913 12.3 2.90e+03 415 1.02e+06 36.4 1.01e+03 69.2 17.5 575 8.16 24.0
