#####################################################################
# Alchemist log file - simulation started at: 2025-03-05T17:53+0000 #
#####################################################################
#
# seed = 136.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter[max] network-diameter[mean] network-diameter[median] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 Infinity 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.47220560970672554 2 12.131919785539608 8.694274903348813 1.0 0.1796169810693126 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.4722056097067255 2 12.131919785539608 8.694274903348813 1.0 0.1796169810693126 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.58e-06 0.101 0.00126 68.8 38.2 1.88e+03 38.2 43.3 0.100 0.0751 0.00125 0.0751 0.0353
2.4722056097067258 2 12.131919785539608 8.694274903348813 1.0 0.1796169810693126 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.58e-06 0.101 0.00126 61.9 34.8 1.48e+03 34.8 38.5 0.100 0.0751 0.00125 0.0751 0.0353
3.4722056097067258 5 15.207807442308061 9.750581210829289 3.0 0.11093323055547696 2.0 2.0 2.0 4.0 2.8 0.70 3.0 0.84 3.00 0.800 1.70 0.00 1.30 0.113 0.103 2.93e-05 0.100 0.00541 61.9 13.9 732 0.00 27.1 0.113 0.0927 0.000595 0.100 0.0244
4.472205609706726 5 15.207807442308061 9.750581210829289 3.0 0.11093323055547696 2.0 2.0 2.0 4.0 2.8 0.70 3.0 0.84 3.00 0.800 1.70 0.00 1.30 0.113 0.103 2.93e-05 0.100 0.00541 15.7 5.03 52.2 0.00 7.23 0.157 0.110 0.000841 0.100 0.0290
5.472205609706726 5 15.207807442308061 9.750581210829289 3.0 0.11093323055547696 2.0 2.0 2.0 4.0 2.8 0.70 3.0 0.84 3.00 0.800 1.70 0.00 1.30 0.113 0.103 2.93e-05 0.100 0.00541 43.3 28.8 247 38.5 15.7 0.157 0.110 0.000841 0.100 0.0290
6.472205609706726 5 15.207807442308061 9.750581210829289 3.0 0.11093323055547696 2.0 2.0 2.0 4.0 2.8 0.70 3.0 0.84 3.00 0.800 1.70 0.00 1.30 0.113 0.103 2.93e-05 0.100 0.00541 43.3 28.8 247 38.5 15.7 0.157 0.110 0.000841 0.100 0.0290
7.472205609706726 8 15.58918395398854 12.282364713525602 5.0 0.08930011167421519 3.0 3.0 3.0 6.0 3.3 1.6 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.861 0.228 0.0686 0.107 0.262 43.3 18.0 364 11.8 19.1 0.861 0.232 0.0679 0.135 0.261
8.472205609706727 8 15.58918395398854 12.282364713525602 5.0 0.08930011167421519 3.0 3.0 3.0 6.0 3.3 1.6 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.861 0.228 0.0686 0.107 0.262 43.3 18.0 364 11.8 19.1 0.861 0.301 0.0870 0.181 0.295
9.472205609706727 8 15.58918395398854 12.282364713525602 5.0 0.08930011167421519 3.0 3.0 3.0 6.0 3.3 1.6 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.861 0.228 0.0686 0.107 0.262 43.3 20.3 374 20.8 19.3 0.861 0.353 0.0773 0.231 0.278
10.472205609706727 8 15.58918395398854 12.282364713525602 5.0 0.08930011167421519 3.0 3.0 3.0 6.0 3.3 1.6 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.861 0.228 0.0686 0.107 0.262 1.22e+03 246 1.73e+05 39.8 416 0.861 0.353 0.0773 0.231 0.278
11.472205609706727 8 15.58918395398854 12.282364713525602 5.0 0.08930011167421519 3.0 3.0 3.0 6.0 3.3 1.6 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.861 0.228 0.0686 0.107 0.262 1.22e+03 246 1.73e+05 39.8 416 0.861 0.353 0.0773 0.231 0.278
12.472205609706727 8 15.58918395398854 12.282364713525602 5.0 0.08930011167421519 3.0 3.0 3.0 6.0 3.3 1.6 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.861 0.228 0.0686 0.107 0.262 1.22e+03 246 1.73e+05 39.8 416 0.861 0.353 0.0773 0.231 0.278
13.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.22e+03 179 1.34e+05 11.3 367 10.4 3.04 21.3 0.432 4.61
14.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.22e+03 179 1.34e+05 11.3 367 27.0 5.42 71.9 0.432 8.48
15.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.22e+03 179 1.34e+05 11.3 367 27.0 6.62 75.3 0.432 8.68
16.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.22e+03 195 1.32e+05 12.8 363 27.0 7.52 67.4 7.05 8.21
17.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.61e+07 4.29e+06 5.38e+13 472 7.33e+06 27.0 7.52 67.4 7.05 8.21
18.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.61e+07 4.29e+06 5.38e+13 472 7.33e+06 27.0 7.52 67.4 7.05 8.21
19.472205609706727 11 15.474854052357067 14.939931668708288 7.0 0.08325166786225342 4.0 4.0 4.0 6.0 3.5 1.9 3.0 1.4 3.00 0.909 1.89 0.00 1.38 10.4 2.95 21.8 0.204 4.67 1.61e+07 4.29e+06 5.38e+13 472 7.33e+06 27.0 7.52 67.4 7.05 8.21
