#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T14:45+0000 #
#####################################################################
#
# seed = 418.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.01836637770717764 2 10.378563131821137 7.528828222234283 1.0 0.5344766701715586 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.0183663777071776 2 10.378563131821137 7.528828222234283 1.0 0.5344766701715586 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.72e-06 0.101 0.00131 68.8 38.2 1.87e+03 38.2 43.3 0.100 0.0751 0.00125 0.0751 0.0353
2.018366377707178 2 10.378563131821137 7.528828222234283 1.0 0.5344766701715586 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.72e-06 0.101 0.00131 61.9 34.7 1.48e+03 34.7 38.4 0.100 0.0751 0.00125 0.0751 0.0353
3.018366377707178 5 11.5392115034673 4.53941777684506 3.0 0.09831565559172459 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.79e-07 0.100 0.000824 61.9 13.9 731 0.00 27.0 0.100 0.0900 0.000499 0.100 0.0223
4.018366377707178 5 11.5392115034673 4.53941777684506 3.0 0.09831565559172459 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.79e-07 0.100 0.000824 15.1 4.91 49.1 0.00 7.01 0.150 0.105 0.000748 0.100 0.0274
5.018366377707178 5 11.5392115034673 4.53941777684506 3.0 0.09831565559172459 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.79e-07 0.100 0.000824 37.0 26.8 197 37.0 14.0 0.150 0.105 0.000748 0.100 0.0274
6.018366377707178 5 11.5392115034673 4.53941777684506 3.0 0.09831565559172459 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.79e-07 0.100 0.000824 37.0 26.8 197 37.0 14.0 0.150 0.105 0.000748 0.100 0.0274
7.018366377707178 8 13.791152582475906 6.9397014262448575 5.0 0.06715695011083848 3.0 4.0 2.8 0.79 2.5 0.89 3.00 0.875 1.84 0.00 1.36 0.113 0.102 2.06e-05 0.100 0.00454 37.0 16.8 305 11.5 17.5 0.150 0.105 0.000443 0.100 0.0210
8.018366377707178 8 13.791152582475906 6.9397014262448575 5.0 0.06715695011083848 3.0 4.0 2.8 0.79 2.5 0.89 3.00 0.875 1.84 0.00 1.36 0.113 0.102 2.06e-05 0.100 0.00454 37.0 16.8 305 11.5 17.5 0.157 0.112 0.000770 0.101 0.0278
