#####################################################################
# Alchemist log file - simulation started at: 2025-03-05T17:39+0000 #
#####################################################################
#
# seed = 215.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter[max] network-diameter[mean] network-diameter[median] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 Infinity 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.9990204778469225 2 12.304033971999822 10.970271846376432 1.0 0.22365967839008352 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.0417376403452696 2 12.304033971999822 10.970271846376432 1.0 0.22365967839008352 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.108 0.105 1.80e-05 0.105 0.00425 5.40 2.70 14.6 2.70 3.82 0.108 0.105 1.80e-05 0.105 0.00425
2.0417376403452696 2 12.304033971999822 10.970271846376432 1.0 0.22365967839008352 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.108 0.105 1.80e-05 0.105 0.00425 66.7 37.1 1.75e+03 37.1 41.8 0.108 0.0810 0.00145 0.0810 0.0381
3.0417376403452696 5 15.9778907925651 12.571653665036019 3.0 0.0792369245654505 2.0 2.0 2.0 4.0 2.4 1.3 2.0 1.1 3.00 0.800 1.70 0.00 1.30 0.108 0.107 7.21e-06 0.108 0.00269 66.7 14.9 851 0.00 29.2 0.108 0.0971 0.000580 0.108 0.0241
4.04173764034527 5 15.9778907925651 12.571653665036019 3.0 0.0792369245654505 2.0 2.0 2.0 4.0 2.4 1.3 2.0 1.1 3.00 0.800 1.70 0.00 1.30 0.362 0.156 0.0133 0.107 0.115 66.7 14.9 851 0.00 29.2 0.362 0.182 0.0180 0.107 0.134
5.04173764034527 5 15.9778907925651 12.571653665036019 3.0 0.0792369245654505 2.0 2.0 2.0 4.0 2.4 1.3 2.0 1.1 3.00 0.800 1.70 0.00 1.30 0.362 0.156 0.0133 0.107 0.115 255 86.9 9.64e+03 71.4 98.2 0.362 0.200 0.0139 0.144 0.118
6.04173764034527 5 15.9778907925651 12.571653665036019 3.0 0.0792369245654505 2.0 2.0 2.0 4.0 2.4 1.3 2.0 1.1 3.00 0.800 1.70 0.00 1.30 0.362 0.156 0.0133 0.107 0.115 229 78.9 7.71e+03 64.3 87.8 0.362 0.200 0.0139 0.144 0.118
7.04173764034527 5 15.9778907925651 12.571653665036019 3.0 0.0792369245654505 2.0 2.0 2.0 4.0 2.4 1.3 2.0 1.1 3.00 0.800 1.70 0.00 1.30 0.362 0.156 0.0133 0.107 0.115 229 78.9 7.71e+03 64.3 87.8 0.362 0.200 0.0139 0.144 0.118
8.04173764034527 8 15.217085414479158 15.580398559705873 5.0 0.07236478128539084 3.0 3.0 3.0 5.0 3.0 1.4 3.0 1.2 3.00 0.875 1.84 0.00 1.36 7.29 2.28 10.0 0.235 3.17 229 49.3 6.07e+03 16.4 77.9 7.29 2.31 9.91 0.325 3.15
9.04173764034527 8 15.217085414479158 15.580398559705873 5.0 0.07236478128539084 3.0 3.0 3.0 5.0 3.0 1.4 3.0 1.2 3.00 0.875 1.84 0.00 1.36 7.29 2.28 10.0 0.235 3.17 229 49.3 6.07e+03 16.4 77.9 11.0 4.32 16.7 4.46 4.08
10.04173764034527 8 15.217085414479158 15.580398559705873 5.0 0.07236478128539084 3.0 3.0 3.0 5.0 3.0 1.4 3.0 1.2 3.00 0.875 1.84 0.00 1.36 7.29 2.28 10.0 0.235 3.17 3.75e+03 504 1.72e+06 24.4 1.31e+03 11.0 4.65 14.4 4.46 3.79
11.04173764034527 8 15.217085414479158 15.580398559705873 5.0 0.07236478128539084 3.0 3.0 3.0 5.0 3.0 1.4 3.0 1.2 3.00 0.875 1.84 0.00 1.36 7.29 2.28 10.0 0.235 3.17 7.00e+05 2.09e+05 9.64e+10 1.78e+03 3.10e+05 11.0 4.65 14.4 4.46 3.79
12.04173764034527 8 15.217085414479158 15.580398559705873 5.0 0.07236478128539084 3.0 3.0 3.0 5.0 3.0 1.4 3.0 1.2 3.00 0.875 1.84 0.00 1.36 7.29 2.28 10.0 0.235 3.17 7.00e+05 2.09e+05 9.64e+10 1.78e+03 3.10e+05 11.0 4.65 14.4 4.46 3.79
13.04173764034527 8 15.217085414479158 15.580398559705873 5.0 0.07236478128539084 3.0 3.0 3.0 5.0 3.0 1.4 3.0 1.2 3.00 0.875 1.84 0.00 1.36 7.29 2.28 10.0 0.235 3.17 7.00e+05 2.09e+05 9.64e+10 1.78e+03 3.10e+05 11.0 4.65 14.4 4.46 3.79
14.04173764034527 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 7.00e+05 1.52e+05 7.70e+10 35.7 2.78e+05 80.3 15.2 550 6.93 23.4
15.04173764034527 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 7.00e+05 1.52e+05 7.70e+10 35.7 2.78e+05 130 26.3 1.72e+03 6.93 41.5
16.041737640345268 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 7.00e+05 1.52e+05 7.70e+10 35.7 2.78e+05 130 36.9 1.95e+03 18.3 44.2
17.041737640345268 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 7.00e+05 1.52e+05 7.71e+10 12.8 2.78e+05 130 38.7 1.85e+03 22.4 43.1
18.041737640345268 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 2.42e+08 2.81e+07 5.27e+15 258 7.26e+07 130 38.7 1.85e+03 22.4 43.1
19.041737640345268 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 2.42e+08 2.81e+07 5.27e+15 258 7.26e+07 130 38.7 1.85e+03 22.4 43.1
20.041737640345268 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 2.42e+08 2.81e+07 5.27e+15 258 7.26e+07 130 38.7 1.85e+03 22.4 43.1
21.041737640345268 11 14.623515004258197 18.006342119189842 7.0 0.06897063219109253 4.0 4.0 4.0 6.0 3.3 2.2 3.0 1.5 3.00 0.909 1.89 0.00 1.38 80.3 13.5 588 3.26 24.2 2.42e+08 2.81e+07 5.27e+15 258 7.26e+07 130 38.7 1.85e+03 22.4 43.1
22.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 2.42e+08 2.21e+07 4.20e+15 105 6.48e+07 321 61.0 7.37e+03 26.9 85.8
23.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 2.42e+08 2.21e+07 4.20e+15 105 6.48e+07 428 85.9 1.71e+04 26.9 131
24.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 2.42e+08 2.21e+07 4.20e+15 105 6.48e+07 478 111 2.81e+04 26.9 168
25.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 2.42e+08 2.21e+07 4.20e+15 105 6.48e+07 478 134 3.03e+04 26.9 174
26.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 2.42e+08 2.21e+07 4.20e+15 82.2 6.48e+07 478 138 2.95e+04 54.6 172
27.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 6.27e+27 4.48e+26 2.81e+54 58.7 1.68e+27 478 138 2.95e+04 54.6 172
28.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 6.27e+27 4.48e+26 2.81e+54 58.7 1.68e+27 478 138 2.95e+04 54.6 172
29.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 6.27e+27 4.48e+26 2.81e+54 58.7 1.68e+27 478 138 2.95e+04 54.6 172
30.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 6.27e+27 4.48e+26 2.81e+54 58.7 1.68e+27 478 138 2.95e+04 54.6 172
31.041737640345268 14 13.78345955688766 19.710494820981086 9.0 0.05582090539002386 5.0 5.0 5.0 7.0 3.7 3.5 4.5 1.9 3.00 0.929 1.92 0.00 1.38 321 41.2 7.46e+03 7.11 86.4 6.27e+27 4.48e+26 2.81e+54 58.7 1.68e+27 478 138 2.95e+04 54.6 172
32.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 6.27e+27 3.69e+26 2.31e+54 28.5 1.52e+27 478 159 2.67e+04 100 163
33.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 6.27e+27 3.69e+26 2.31e+54 28.5 1.52e+27 759 184 4.69e+04 100 217
34.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 6.27e+27 3.69e+26 2.31e+54 28.5 1.52e+27 867 210 7.16e+04 100 268
35.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 6.27e+27 3.69e+26 2.31e+54 28.5 1.52e+27 917 236 9.76e+04 100 312
36.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 6.27e+27 3.69e+26 2.31e+54 28.5 1.52e+27 917 261 1.04e+05 100 323
37.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 6.27e+27 3.69e+26 2.31e+54 27.2 1.52e+27 917 265 1.03e+05 148 321
38.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 1.95e+89 1.22e+88 2.22e+177 15.5 4.71e+88 917 265 1.03e+05 148 321
39.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 1.95e+89 1.22e+88 2.22e+177 15.5 4.71e+88 917 265 1.03e+05 148 321
40.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 1.95e+89 1.22e+88 2.22e+177 15.5 4.71e+88 917 265 1.03e+05 148 321
41.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 1.95e+89 1.22e+88 2.22e+177 15.5 4.71e+88 917 265 1.03e+05 148 321
42.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 1.95e+89 1.22e+88 2.22e+177 15.5 4.71e+88 917 265 1.03e+05 148 321
43.04173764034527 17 14.117154262369455 22.193047660600577 11.0 0.056788381272105684 6.0 6.0 6.0 7.0 3.8 2.4 4.0 1.6 3.00 0.941 1.93 0.00 1.39 321 78.6 1.36e+04 7.49 117 1.95e+89 1.22e+88 2.22e+177 15.5 4.71e+88 917 265 1.03e+05 148 321
