#####################################################################
# Alchemist log file - simulation started at: 2025-03-05T17:53+0000 #
#####################################################################
#
# seed = 490.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter[max] network-diameter[mean] network-diameter[median] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 Infinity 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.6622087333789954 2 11.313030106853768 7.872571519769564 1.0 0.17899477392359167 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.6622087333789954 2 11.313030106853768 7.872571519769564 1.0 0.17899477392359167 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.71e-06 0.101 0.00131 68.8 38.2 1.87e+03 38.2 43.3 0.100 0.0751 0.00125 0.0751 0.0353
2.6622087333789954 2 11.313030106853768 7.872571519769564 1.0 0.17899477392359167 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.71e-06 0.101 0.00131 61.9 34.7 1.48e+03 34.7 38.4 0.100 0.0751 0.00125 0.0751 0.0353
3.6622087333789954 5 14.033829489269163 4.4465005599655445 3.0 0.0810483445647522 2.0 2.0 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.91e-07 0.100 0.000831 61.9 13.9 731 0.00 27.0 0.100 0.0900 0.000498 0.100 0.0223
4.662208733378995 5 14.033829489269163 4.4465005599655445 3.0 0.0810483445647522 2.0 2.0 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.91e-07 0.100 0.000831 15.0 4.91 49.1 0.00 7.00 0.150 0.105 0.000748 0.100 0.0273
5.662208733378995 5 14.033829489269163 4.4465005599655445 3.0 0.0810483445647522 2.0 2.0 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.91e-07 0.100 0.000831 37.0 26.8 196 37.0 14.0 0.150 0.105 0.000748 0.100 0.0273
6.662208733378995 5 14.033829489269163 4.4465005599655445 3.0 0.0810483445647522 2.0 2.0 2.0 4.0 2.8 1.2 3.0 1.1 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.91e-07 0.100 0.000831 37.0 26.8 196 37.0 14.0 0.150 0.105 0.000748 0.100 0.0273
7.662208733378995 8 16.924273453837706 4.335989748887182 5.0 0.07613874621740506 3.0 3.0 3.0 6.0 3.3 1.9 3.0 1.4 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 37.0 16.7 305 11.5 17.5 0.150 0.103 0.000434 0.100 0.0208
8.662208733378996 8 16.924273453837706 4.335989748887182 5.0 0.07613874621740506 3.0 3.0 3.0 6.0 3.3 1.9 3.0 1.4 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 37.0 16.7 305 11.5 17.5 0.150 0.109 0.000702 0.100 0.0265
9.662208733378996 8 16.924273453837706 4.335989748887182 5.0 0.07613874621740506 3.0 3.0 3.0 6.0 3.3 1.9 3.0 1.4 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 37.0 17.0 301 12.3 17.4 0.175 0.114 0.000956 0.100 0.0309
10.662208733378996 8 16.924273453837706 4.335989748887182 5.0 0.07613874621740506 3.0 3.0 3.0 6.0 3.3 1.9 3.0 1.4 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
11.662208733378996 8 16.924273453837706 4.335989748887182 5.0 0.07613874621740506 3.0 3.0 3.0 6.0 3.3 1.9 3.0 1.4 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
12.662208733378996 8 16.924273453837706 4.335989748887182 5.0 0.07613874621740506 3.0 3.0 3.0 6.0 3.3 1.9 3.0 1.4 3.00 0.875 1.84 0.00 1.36 0.102 0.100 4.33e-07 0.100 0.000658 15.7 10.5 27.4 11.7 5.23 0.175 0.114 0.000956 0.100 0.0309
13.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.64 43.2 5.74 6.57 0.175 0.110 0.000711 0.100 0.0267
14.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.64 43.2 5.74 6.57 0.175 0.115 0.000838 0.100 0.0289
15.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.64 43.2 5.74 6.57 0.175 0.117 0.00107 0.100 0.0328
16.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 15.7 7.94 46.4 5.74 6.81 0.188 0.119 0.00120 0.100 0.0346
17.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 12.8 6.00 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
18.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 12.8 6.00 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
19.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 12.8 6.00 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
20.662208733378996 11 18.031030662984154 6.036455523396063 7.0 0.08076215107199641 4.0 4.0 4.0 6.0 3.1 2.9 3.0 1.7 3.00 0.909 1.89 0.00 1.38 0.102 0.100 3.09e-07 0.100 0.000556 12.8 6.00 15.5 5.65 3.93 0.188 0.119 0.00120 0.100 0.0346
21.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 12.8 5.50 17.1 4.47 4.13 0.188 0.121 0.00117 0.100 0.0341
22.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 12.8 5.50 17.1 4.47 4.13 0.188 0.119 0.00132 0.100 0.0363
23.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 12.8 5.50 17.1 4.47 4.13 0.188 0.118 0.00126 0.100 0.0355
24.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 12.8 5.50 17.1 4.47 4.13 0.188 0.118 0.00120 0.100 0.0346
25.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 14.2 5.76 21.4 4.47 4.63 0.184 0.117 0.00116 0.100 0.0341
26.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 14.2 4.20 21.9 2.48 4.68 0.184 0.117 0.00116 0.100 0.0341
27.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 14.2 4.20 21.9 2.48 4.68 0.184 0.117 0.00116 0.100 0.0341
28.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 14.2 4.20 21.9 2.48 4.68 0.184 0.117 0.00116 0.100 0.0341
29.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 14.2 4.20 21.9 2.48 4.68 0.184 0.117 0.00116 0.100 0.0341
30.662208733378996 12 17.873455851203108 6.734886598693543 7.0 0.06746945949210537 5.0 5.0 5.0 6.0 3.0 2.7 3.0 1.7 3.00 0.917 1.72 0.00 1.31 0.149 0.104 0.000200 0.100 0.0141 14.2 4.20 21.9 2.48 4.68 0.184 0.117 0.00116 0.100 0.0341
31.662208733378996 13 17.667783271375956 7.703617863371178 7.0 0.053161897901653245 6.0 6.0 6.0 6.0 2.9 2.6 3.0 1.6 3.00 0.923 1.58 0.00 1.26 2.24 0.269 0.352 0.100 0.593 14.2 3.88 21.4 1.89 4.63 2.24 0.281 0.348 0.100 0.590
32.662208733378996 13 17.667783271375956 7.703617863371178 7.0 0.053161897901653245 6.0 6.0 6.0 6.0 2.9 2.6 3.0 1.6 3.00 0.923 1.58 0.00 1.26 2.24 0.269 0.352 0.100 0.593 14.2 3.88 21.4 1.89 4.63 2.24 0.360 0.407 0.100 0.638
33.662208733378996 13 17.667783271375956 7.703617863371178 7.0 0.053161897901653245 6.0 6.0 6.0 6.0 2.9 2.6 3.0 1.6 3.00 0.923 1.58 0.00 1.26 2.24 0.269 0.352 0.100 0.593 14.2 3.88 21.4 1.89 4.63 2.24 0.399 0.403 0.100 0.635
