#####################################################################
# Alchemist log file - simulation started at: 2025-03-05T17:53+0000 #
#####################################################################
#
# seed = 432.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter[max] network-diameter[mean] network-diameter[median] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
0.0 1 10.0 10.0 1.0 Infinity 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.00 0.00 0.00 0.00 0.00 NaN NaN NaN NaN NaN 3.00 3.00 0.00 3.00 0.00 NaN NaN NaN NaN NaN
0.2854456211838732 2 7.798839749771487 8.814717943772898 1.0 0.19164462053403866 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.102 0.00 0.102 0.00 5.40 2.70 14.6 2.70 3.82 0.102 0.102 0.00 0.102 0.00
1.2854456211838732 2 7.798839749771487 8.814717943772898 1.0 0.19164462053403866 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.54e-06 0.101 0.00124 68.8 38.2 1.88e+03 38.2 43.3 0.100 0.0751 0.00125 0.0751 0.0353
2.2854456211838734 2 7.798839749771487 8.814717943772898 1.0 0.19164462053403866 1.0 1.0 1.0 1.0 1.0 0.0 1.0 0.0 1.00 0.500 0.500 0.500 0.707 0.102 0.101 1.54e-06 0.101 0.00124 62.0 34.8 1.48e+03 34.8 38.5 0.100 0.0751 0.00125 0.0751 0.0353
3.2854456211838734 5 4.791922725805559 6.531136988601139 3.0 0.07547317256347895 2.0 2.0 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.55e-07 0.100 0.000809 62.0 13.9 732 0.00 27.1 0.100 0.0901 0.000498 0.100 0.0223
4.285445621183873 5 4.791922725805559 6.531136988601139 3.0 0.07547317256347895 2.0 2.0 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.55e-07 0.100 0.000809 15.0 4.91 49.0 0.00 7.00 0.150 0.105 0.000749 0.100 0.0274
5.285445621183873 5 4.791922725805559 6.531136988601139 3.0 0.07547317256347895 2.0 2.0 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.55e-07 0.100 0.000809 37.0 26.8 196 37.0 14.0 0.150 0.105 0.000749 0.100 0.0274
6.285445621183873 5 4.791922725805559 6.531136988601139 3.0 0.07547317256347895 2.0 2.0 2.0 4.0 2.0 1.5 2.0 1.2 3.00 0.800 1.70 0.00 1.30 0.102 0.100 6.55e-07 0.100 0.000809 37.0 26.8 196 37.0 14.0 0.150 0.105 0.000749 0.100 0.0274
7.285445621183873 8 2.8733675166167014 7.892122600598219 5.0 0.057489630800074853 3.0 3.0 3.0 5.0 3.0 1.7 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.102 0.101 7.76e-07 0.100 0.000881 37.0 16.7 305 11.5 17.5 0.150 0.103 0.000433 0.100 0.0208
8.285445621183873 8 2.8733675166167014 7.892122600598219 5.0 0.057489630800074853 3.0 3.0 3.0 5.0 3.0 1.7 3.0 1.3 3.00 0.875 1.84 0.00 1.36 0.102 0.101 7.76e-07 0.100 0.000881 37.0 16.7 305 11.5 17.5 0.151 0.110 0.000710 0.100 0.0267
