#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:51+0000 #
#####################################################################
#
# seed = 292.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.852784138593796 2 10.142726296867721 7.504077484339222 1.0 1.4035726845072167 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.852784138593796 3 8.428649639194957 8.312568820515986 2.0 0.11371526352216545 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.000892 5.89e-07 0.00134 0.000768 0.00 0.00 0.00 0.00 0.00 0.00134 0.000896 5.94e-07 0.00134 0.000771 262 175 2.29e+04 262 151
2.0123701193417554 5 7.925936616092751 7.847666603998585 2.0 0.03503989961144135 4.0 2.0 1.6 0.30 2.0 0.55 1.00 0.200 0.200 0.00 0.447 0.0108 0.00257 2.12e-05 0.000755 0.00461 3.19e+04 8.02e+03 2.54e+08 65.5 1.59e+04 0.0108 0.00257 2.12e-05 0.000755 0.00461 3.19e+04 6.47e+03 2.03e+08 131 1.42e+04
3.0111895852691246 8 8.981059951021125 10.803853539370532 4.0 0.0336689281497613 4.0 3.0 2.0 0.57 2.0 0.76 2.00 0.500 0.571 0.00 0.756 0.947 0.131 0.109 0.00604 0.330 482 81.4 3.22e+04 0.632 179 0.947 0.133 0.109 0.0111 0.329 482 115 3.22e+04 0.948 179
4.011189585269125 13 7.9560390058248025 12.727176141673965 8.0 0.037495151440335134 6.0 4.0 2.3 1.1 2.0 1.0 3.00 0.538 0.936 0.00 0.967 0.947 0.175 0.121 0.0108 0.348 86.7 31.6 1.28e+03 20.2 35.8 0.985 0.257 0.164 0.0516 0.405 262 57.4 5.90e+03 25.2 76.8
5.009174038956119 15 8.762242569487693 13.21425884726123 8.0 0.0372445197407231 6.0 5.0 2.5 1.7 2.0 1.3 3.00 0.733 1.21 0.00 1.10 8.61 0.835 4.87 0.0108 2.21 61.6 11.2 499 0.0497 22.3 9.56 1.58 9.57 0.240 3.09 262 41.0 6.68e+03 0.0973 81.7
6.009174038956119 17 8.95590207490236 14.059817476823993 9.0 0.03446522307857828 7.0 5.0 2.8 2.3 2.0 1.5 3.00 0.941 1.43 0.00 1.20 71.1 4.97 294 0.0379 17.2 61.5 12.7 381 2.22 19.5 71.1 6.96 289 1.28 17.0 262 45.2 5.54e+03 3.65 74.4
7.009174038956119 22 9.0635798495317 15.029105295847783 10.0 0.04460205339580719 6.0 7.0 3.7 3.8 3.5 2.0 4.00 0.727 1.26 0.00 1.12 71.1 4.46 229 0.0723 15.1 58.5 9.92 283 0.0784 16.8 81.7 12.5 713 0.791 26.7 262 33.7 4.58e+03 0.587 67.6
8.009174038956118 24 9.249176653005524 15.973409457809723 13.0 0.047022103365151016 7.0 7.0 3.7 3.9 3.5 2.0 6.00 1.00 2.26 0.500 1.50 71.1 9.64 518 0.101 22.8 59.3 7.65 220 0.848 14.8 91.0 21.1 1.14e+03 1.34 33.8 262 31.3 4.34e+03 1.38 65.9
