#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:52+0000 #
#####################################################################
#
# seed = 464.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.3842297470754359 2 12.442065189917543 9.464913457286585 1.0 0.38263855037381345 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.384229747075436 3 11.290080025712854 11.275316843216155 2.0 0.08525308761001231 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.000983 3.73e-07 0.00134 0.000611 0.00 0.00 0.00 0.00 0.00 0.00161 0.00117 5.94e-07 0.00161 0.000771 262 175 2.29e+04 262 151
2.3842297470754357 6 9.358400336437116 10.410143202125704 3.0 0.048219575597205175 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.112 0.0373 0.00321 0.00134 0.0566 761 223 1.32e+05 65.5 364 0.112 0.0735 0.00323 0.109 0.0568 761 236 7.99e+04 197 283
3.3842297470754357 9 7.515364101016477 11.92543691422228 4.0 0.03945914818562319 5.0 3.0 1.8 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 1.82 0.233 0.355 0.00134 0.596 177 43.9 4.43e+03 0.223 66.6 1.82 0.270 0.345 0.0559 0.587 262 77.9 1.04e+04 0.447 102
4.384229747075436 11 8.24015346673297 12.377151154377838 5.0 0.04263330638526628 5.0 4.0 2.2 1.4 2.0 1.2 3.00 0.727 1.02 0.00 1.01 1.82 0.229 0.293 0.00223 0.541 123 19.7 1.73e+03 0.124 41.6 2.04 0.594 0.793 0.0559 0.891 262 53.9 9.04e+03 0.249 95.1
5.384229747075436 13 9.6354673032976 13.633927683651697 6.0 0.02939418394455807 6.0 4.0 2.2 1.3 2.0 1.1 4.00 0.846 1.64 0.00 1.28 25.3 2.15 48.8 0.0395 6.99 67.4 16.4 759 0.0135 27.6 25.3 2.50 47.9 0.0559 6.92 262 52.3 7.89e+03 0.0270 88.8
6.384229747075436 16 9.828863874246528 15.410823161333163 8.0 0.030421525465776204 6.0 5.0 2.6 1.7 3.0 1.3 4.00 0.750 1.27 0.00 1.13 116 10.6 859 0.0821 29.3 85.1 14.0 794 0.223 28.2 116 12.5 863 0.312 29.4 262 44.0 7.05e+03 0.462 84.0
7.384229747075436 19 10.153874331162221 16.613619655484516 9.0 0.03612556149060924 6.0 6.0 2.9 2.5 3.0 1.6 4.00 0.789 1.51 0.00 1.23 116 13.2 921 0.112 30.4 55.2 11.6 374 0.456 19.3 141 25.0 1.76e+03 1.23 42.0 262 40.5 6.15e+03 0.504 78.4
8.384229747075436 21 9.893279829908375 17.332792049031024 10.0 0.03946732232362903 6.0 6.0 3.1 2.2 3.0 1.5 4.00 0.857 1.43 0.00 1.20 116 16.1 1.10e+03 0.417 33.1 52.4 8.83 257 0.157 16.0 188 38.6 3.62e+03 1.23 60.2 262 38.9 5.91e+03 0.245 76.9
