#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:52+0000 #
#####################################################################
#
# seed = 479.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.21379813726455943 2 12.157022290534085 11.26382547772194 1.0 0.18341221896109755 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.2137981372645594 3 9.932887756213423 11.558350694391356 2.0 0.13442241299521987 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0101 0.00427 2.59e-05 0.00134 0.00509 0.00 0.00 0.00 0.00 0.00 0.0115 0.0110 5.94e-07 0.0115 0.000771 262 175 2.29e+04 262 151
2.2137981372645594 6 10.004723243255837 10.125219096242686 3.0 0.08182329107229139 4.0 3.0 2.3 0.67 2.5 0.82 2.00 0.667 1.07 0.00 1.03 0.0101 0.00343 1.69e-05 0.00134 0.00411 148 69.8 6.55e+03 65.5 80.9 0.0184 0.00912 6.61e-05 0.00854 0.00813 262 134 1.38e+04 140 117
3.2137981372645594 11 10.001121676273517 10.207275634571896 5.0 0.046497020100526705 5.0 5.0 3.1 2.1 3.0 1.4 3.00 0.455 0.873 0.00 0.934 0.123 0.0130 0.00135 0.000335 0.0367 188 36.3 3.36e+03 17.7 57.9 0.123 0.0147 0.00134 0.000335 0.0365 262 64.8 7.78e+03 35.5 88.2
4.213798137264559 16 11.399922058432953 11.893214867155567 8.0 0.038382426220671687 7.0 6.0 3.4 3.9 3.5 2.0 5.00 0.750 1.80 0.00 1.34 3.92 0.277 0.950 0.000812 0.975 50.8 12.2 338 0.00917 18.4 3.92 0.294 0.942 0.000980 0.971 262 38.0 4.90e+03 0.252 70.0
5.213798137264559 21 10.464551210381302 13.349098404507654 11.0 0.03418514013965357 8.0 6.0 3.4 3.2 3.0 1.8 6.00 0.810 1.96 0.00 1.40 35.2 1.92 58.7 0.00693 7.66 66.9 10.9 587 0.0194 24.2 35.2 2.15 58.6 0.0543 7.65 262 33.0 5.44e+03 0.0391 73.7
6.213798137264559 27 10.00106000270455 14.73338136394818 14.0 0.036276722291748886 9.0 7.0 4.0 3.7 4.0 1.9 6.00 0.741 1.81 0.00 1.35 183 8.80 1.26e+03 0.0124 35.5 40.1 8.63 188 0.171 13.7 183 10.6 1.28e+03 0.125 35.8 262 27.1 3.42e+03 0.413 58.5
7.213798137264559 32 8.974026921446384 15.992542917658385 18.0 0.033731680842063023 9.0 8.0 4.3 4.4 4.0 2.1 6.00 0.844 1.81 0.00 1.35 317 17.7 4.05e+03 0.0510 63.6 65.9 6.89 213 0.206 14.6 317 26.6 5.26e+03 0.543 72.5 262 25.8 3.74e+03 0.302 61.2
8.21379813726456 37 8.7131051008006 17.207917767634527 22.0 0.03411841963515093 10.0 9.0 4.4 5.3 4.0 2.3 6.00 0.838 1.86 0.00 1.36 317 26.5 5.06e+03 0.123 71.1 61.4 6.17 159 0.0525 12.6 500 50.6 1.22e+04 0.410 111 262 23.6 3.15e+03 0.105 56.2
9.21379813726456 43 8.569773691504214 18.687832155554602 25.0 0.03920206856081121 11.0 9.0 4.6 4.9 4.0 2.2 6.00 0.837 2.00 0.00 1.41 337 37.3 7.05e+03 0.208 84.0 44.6 5.20 104 0.208 10.2 645 79.8 2.65e+04 0.871 163 262 21.6 2.81e+03 0.258 53.0
10.21379813726456 45 8.578765748473938 19.482443999686996 25.0 0.04102542058689545 11.0 9.0 4.6 4.4 4.0 2.1 6.00 1.00 2.23 0.00 1.49 337 44.5 7.96e+03 0.321 89.2 50.3 4.94 103 0.0501 10.2 1.07e+03 124 5.79e+04 3.30 241 262 22.3 3.10e+03 0.100 55.7
