#####################################################################
# Alchemist log file - simulation started at: 2025-03-07T10:42+0000 #
#####################################################################
#
# seed = 107.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.029241525906728905 2 11.898077082071602 11.627053591777035 1.0 0.16190277813153856 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.029241525906729 3 10.189354022660686 12.357469346158856 2.0 0.11185396435518494 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0210 0.00788 0.000129 0.00134 0.0113 0.00 0.00 0.00 0.00 0.00 0.0223 0.0219 5.94e-07 0.0223 0.000771 262 175 2.29e+04 262 151
2.0292415259067287 6 8.556357251698792 12.648855629071784 3.0 0.0428962955657715 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.842 0.158 0.112 0.0289 0.335 139 67.6 6.10e+03 65.5 78.1 0.842 0.177 0.106 0.0523 0.326 262 132 1.37e+04 135 117
3.0292415259067287 11 8.458916989083246 13.990240966059764 5.0 0.034490269290245866 5.0 4.0 2.5 1.7 2.0 1.3 3.00 0.455 0.873 0.00 0.934 16.4 1.65 24.0 0.0454 4.90 179 35.3 3.07e+03 15.8 55.4 16.4 1.82 23.6 0.359 4.85 262 63.9 7.62e+03 31.7 87.3
4.029241525906729 14 9.593160399759808 15.210852584199456 6.0 0.029489523135653964 6.0 5.0 2.7 2.2 2.5 1.5 4.00 0.786 1.57 0.00 1.25 109 9.16 845 0.0558 29.1 44.9 14.6 401 4.28 20.0 109 10.6 838 0.383 29.0 262 46.0 6.39e+03 6.42 79.9
5.029241525906729 15 10.08828397396781 14.82561123148199 6.0 0.03159591764534354 6.0 5.0 2.8 2.2 2.0 1.5 4.00 1.00 1.29 1.00 1.13 109 8.55 790 0.0454 28.1 62.7 5.34 274 0.568 16.5 125 21.9 1.63e+03 1.02 40.3 262 31.9 6.36e+03 1.14 79.7
6.029241525906729 18 11.152208746926 15.702267576751852 8.0 0.03617647040958218 6.0 6.0 3.4 3.3 3.5 1.8 4.00 0.778 1.12 0.500 1.06 109 7.66 657 0.123 25.6 34.2 8.68 199 1.52 14.1 128 34.9 3.19e+03 0.423 56.5 262 32.6 4.43e+03 2.54 66.6
7.029241525906729 20 10.75651547034269 16.75763014945622 9.0 0.040196078232869095 7.0 6.0 3.4 3.1 3.0 1.8 4.00 0.900 1.25 1.00 1.12 109 13.7 980 0.269 31.3 52.1 6.47 203 0.180 14.2 130 39.2 2.99e+03 4.22 54.7 262 29.7 5.29e+03 0.392 72.7
8.029241525906729 24 10.078503258318763 18.68527842832923 11.0 0.039933574169883794 8.0 6.0 3.5 2.9 3.0 1.7 4.00 0.792 1.22 0.00 1.10 304 35.5 6.16e+03 0.601 78.5 76.2 9.30 367 0.177 19.2 304 63.4 8.20e+03 8.67 90.5 262 32.6 5.11e+03 0.522 71.5
