#####################################################################
# Alchemist log file - simulation started at: 2025-03-07T10:42+0000 #
#####################################################################
#
# seed = 342.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.30915168819176464 2 12.256165364440747 11.076901967821563 1.0 0.20578935497785664 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.3091516881917646 3 9.97189171609855 11.373742668738624 2.0 0.15291322194295598 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00698 0.00322 1.06e-05 0.00134 0.00326 0.00 0.00 0.00 0.00 0.00 0.00831 0.00787 5.94e-07 0.00831 0.000771 262 175 2.29e+04 262 151
2.309151688191765 6 10.726206831140914 10.67929782967177 3.0 0.043423665201100255 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.0816 0.0162 0.00104 0.00356 0.0322 156 71.8 6.98e+03 65.5 83.5 0.0816 0.0204 0.000927 0.0105 0.0305 262 135 1.38e+04 144 118
3.309151688191765 11 11.185242343545461 10.434106641426295 5.0 0.03427388795191778 6.0 3.0 2.2 0.76 2.0 0.87 3.00 0.455 0.873 0.00 0.934 0.264 0.0400 0.00652 0.00134 0.0808 193 36.8 3.49e+03 19.8 59.1 0.264 0.0560 0.00653 0.00583 0.0808 262 65.2 7.84e+03 39.6 88.5
4.309151688191765 14 12.079323929095624 12.25648236098001 7.0 0.03175526938384271 7.0 5.0 2.4 1.2 2.5 1.1 3.00 0.714 0.989 0.00 0.994 1.70 0.196 0.203 0.00639 0.451 61.5 15.1 703 0.0246 26.5 1.70 0.239 0.195 0.0874 0.442 262 46.5 7.04e+03 0.0587 83.9
5.309151688191765 18 10.990699881262318 13.218305000792363 8.0 0.034935284985649497 7.0 6.0 2.9 1.8 3.0 1.3 3.00 0.722 1.15 0.00 1.07 1.70 0.270 0.249 0.0436 0.499 64.5 10.4 313 0.0150 17.7 1.96 0.471 0.388 0.226 0.623 262 34.3 4.37e+03 0.0295 66.1
6.309151688191765 25 11.449211257061474 14.278243435931872 12.0 0.03487128437837402 8.0 7.0 3.8 3.1 4.0 1.8 4.00 0.680 1.23 0.00 1.11 9.46 0.718 3.94 0.0322 1.99 41.7 8.19 171 0.00409 13.1 9.46 1.08 3.94 0.352 1.98 262 27.3 3.73e+03 0.00819 61.0
7.309151688191765 32 11.76406316199985 16.331568068964472 18.0 0.03425741132010043 10.0 9.0 3.9 3.7 4.0 1.9 5.00 0.781 1.60 0.00 1.26 13.0 1.44 9.41 0.0943 3.07 30.3 5.61 69.6 0.0269 8.34 13.0 2.32 12.1 0.578 3.48 262 22.6 2.77e+03 0.0531 52.6
8.309151688191765 34 12.103942449696701 16.348033716352695 18.0 0.0363984995276067 10.0 9.0 4.0 3.8 4.0 1.9 6.00 0.971 2.09 0.00 1.45 13.0 1.52 9.46 0.0943 3.08 78.6 5.10 200 0.0601 14.2 24.2 4.02 31.5 1.48 5.61 262 20.0 2.93e+03 0.290 54.1
9.309151688191765 38 12.386810553955668 16.63492381675649 19.0 0.04068067594261925 10.0 9.0 4.4 3.6 4.0 1.9 5.00 0.921 1.70 0.00 1.30 14.3 1.77 12.9 0.0943 3.59 26.7 4.19 48.3 0.650 6.95 27.5 5.19 53.0 1.48 7.28 262 19.6 2.36e+03 0.684 48.6
10.309151688191765 41 11.96177765898804 17.259649275031684 20.0 0.04389230825387867 10.0 9.0 4.5 3.8 4.0 2.0 5.00 0.951 1.80 0.00 1.34 61.7 4.62 136 0.170 11.6 49.3 5.42 106 0.838 10.3 61.7 10.1 203 2.84 14.2 262 18.7 2.18e+03 1.84 46.7
11.309151688191765 46 12.569030794492368 18.24431629174131 22.0 0.04647775788928608 9.0 9.0 4.9 3.5 5.0 1.9 5.00 0.891 1.61 0.00 1.27 81.2 7.42 289 0.268 17.0 25.2 4.76 43.2 0.996 6.58 91.6 17.3 540 4.47 23.2 262 18.4 1.94e+03 1.18 44.1
12.309151688191765 46 12.569030794492368 18.24431629174131 23.0 0.04647775788928608 9.0 9.0 4.9 3.5 5.0 1.9 5.00 1.00 1.64 1.00 1.28 81.2 7.42 289 0.268 17.0 45.1 4.03 59.0 2.34 7.68 109 24.0 1.01e+03 11.6 31.8 262 16.3 1.84e+03 2.50 42.9
13.309151688191765 47 12.724923001122688 18.380440113355206 23.0 0.04748814393035752 9.0 9.0 4.9 3.6 5.0 1.9 5.00 0.957 1.65 0.00 1.28 81.2 7.38 282 0.272 16.8 28.2 3.78 39.0 0.610 6.24 258 33.9 2.43e+03 11.5 49.3 262 15.8 1.68e+03 1.30 41.0
14.309151688191765 49 12.559126409362927 18.817331076364127 22.0 0.04950891601250039 9.0 9.0 4.9 3.8 5.0 2.0 5.00 0.959 1.58 1.00 1.26 205 12.5 1.12e+03 0.385 33.5 30.0 4.95 61.2 0.355 7.82 259 41.8 3.18e+03 20.2 56.4 262 16.9 1.70e+03 0.784 41.2
15.309151688191765 51 12.252900688097279 18.936561208793112 22.0 0.05152968809464326 9.0 10 5.3 5.1 5.0 2.3 5.00 0.941 1.46 1.00 1.21 205 12.3 1.08e+03 0.421 32.8 29.9 4.36 46.3 0.536 6.81 313 52.5 5.59e+03 14.4 74.8 262 15.7 1.60e+03 0.947 40.1
16.309151688191765 52 12.140004098031016 18.98401678624932 24.0 0.0525400741357147 9.0 11 5.6 6.7 5.5 2.6 5.00 0.981 1.43 1.00 1.20 205 12.2 1.06e+03 0.702 32.5 27.2 4.12 52.1 0.294 7.22 546 66.5 1.10e+04 15.6 105 262 15.4 1.66e+03 0.534 40.7
