#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:52+0000 #
#####################################################################
#
# seed = 446.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.8420645011642844 2 12.498354723700146 10.090684478082927 1.0 2.206901478772491 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.8420645011642844 3 10.720372120724072 8.68772943583492 2.0 0.08908587224624165 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.00121 4.42e-08 0.00134 0.000210 0.00 0.00 0.00 0.00 0.00 0.00231 0.00186 5.94e-07 0.00231 0.000771 262 175 2.29e+04 262 151
2.0165165490140766 5 11.73288874138601 6.624728067240096 2.0 0.05558687503733155 4.0 2.0 1.6 0.30 2.0 0.55 1.00 0.200 0.200 0.00 0.447 0.00134 0.000465 4.11e-07 1.32e-05 0.000641 311 111 2.17e+04 65.5 147 0.00231 0.000659 1.02e-06 1.32e-05 0.00101 311 141 2.09e+04 131 144
3.0165165490140766 9 10.678047047854173 7.6501231844590984 6.0 0.06311317682593391 3.0 6.0 3.3 2.0 3.0 1.4 2.00 0.444 0.528 0.00 0.726 0.0447 0.00537 0.000217 1.32e-05 0.0147 412 83.9 1.94e+04 43.7 139 0.0447 0.00548 0.000216 1.32e-05 0.0147 412 113 2.09e+04 86.2 144
4.016516549014076 10 11.504036705342807 7.59556816895047 6.0 0.061327315262596216 4.0 6.0 3.4 1.8 3.0 1.3 3.00 0.800 1.29 0.00 1.14 0.0447 0.00484 0.000196 1.36e-05 0.0140 64.0 7.47 450 4.84e-05 21.2 0.0456 0.00954 0.000353 0.000690 0.0188 262 45.9 9.39e+03 0.00654 96.9
5.015949146745489 13 12.85769424685937 9.020697898933744 9.0 0.047412252412766816 5.0 6.0 3.4 1.9 3.0 1.4 6.00 0.769 2.86 0.00 1.69 0.0876 0.0139 0.000763 1.41e-05 0.0276 108 26.5 1.63e+03 2.47 40.4 0.0944 0.0211 0.00123 1.86e-05 0.0351 262 50.4 6.07e+03 3.31 77.9
6.015949146745489 14 12.687902660885836 9.714244764097357 8.0 0.0460991047746991 5.0 6.0 3.4 2.1 3.0 1.5 6.00 1.00 2.62 0.500 1.62 0.311 0.0351 0.00699 0.000496 0.0836 71.0 14.1 711 0.0629 26.7 0.443 0.0953 0.0286 0.000508 0.169 262 52.4 9.40e+03 1.23 96.9
7.015949146745489 15 13.104530955295445 9.96240311463584 8.0 0.04939189797289189 5.0 6.0 3.3 2.2 3.0 1.5 6.00 0.867 2.70 0.00 1.64 1.79 0.150 0.213 0.000971 0.461 111 12.6 1.02e+03 0.0842 31.9 2.23 0.325 0.494 0.00100 0.703 262 40.4 7.60e+03 0.248 87.2
8.015949146745488 18 13.421670747826786 11.72329715597556 9.0 0.049567968922041516 5.0 6.0 3.3 2.1 3.0 1.5 6.00 0.778 2.30 0.00 1.52 10.7 0.832 6.41 0.00135 2.53 137 13.2 1.21e+03 0.0444 34.7 10.7 1.08 6.50 0.00400 2.55 262 37.0 6.70e+03 0.0756 81.9
9.015949146745488 22 13.601503100786823 13.585671255966725 12.0 0.045221532506004226 6.0 7.0 3.6 2.6 3.5 1.6 6.00 0.773 1.99 0.00 1.41 32.9 2.60 52.7 0.0256 7.26 68.6 10.4 531 0.0251 23.0 32.9 3.95 61.6 0.154 7.85 262 33.4 5.66e+03 0.0377 75.3
10.015949146745488 26 12.435707640480603 14.792900476382943 14.0 0.041832511446247674 7.0 7.0 3.5 2.7 3.0 1.7 6.00 0.846 2.46 0.00 1.57 63.6 4.80 188 0.0936 13.7 56.1 8.03 292 0.00764 17.1 63.6 8.62 259 0.298 16.1 262 30.3 4.96e+03 0.0180 70.4
11.015949146745488 32 11.635335495046423 16.970881252522123 17.0 0.037933934816730984 8.0 7.0 3.6 3.0 3.0 1.7 6.00 0.781 2.11 0.00 1.45 233 19.8 2.45e+03 0.259 49.5 56.2 6.95 162 0.0359 12.7 233 27.3 2.51e+03 1.15 50.1 262 26.6 3.82e+03 0.146 61.8
12.015949146745488 35 11.415280301254752 18.212402994693257 18.0 0.035591196191826435 8.0 7.0 3.6 3.0 3.0 1.7 6.00 0.886 2.16 0.00 1.47 235 29.2 3.72e+03 0.388 61.0 56.2 6.76 178 0.102 13.3 297 55.9 6.45e+03 3.11 80.3 262 24.8 3.67e+03 0.117 60.6
13.015949146745488 41 11.530185788490295 19.935589739985932 21.0 0.039792277026307006 9.0 7.0 3.9 3.3 4.0 1.8 6.00 0.829 1.95 0.00 1.39 314 39.7 5.52e+03 1.80 74.3 56.2 5.59 108 0.133 10.4 380 88.7 1.40e+04 22.9 118 262 22.2 3.03e+03 0.186 55.0
14.015949146745488 42 11.639457829751217 20.204875176653065 21.0 0.040762820368412056 9.0 7.0 3.9 3.3 4.0 1.8 6.00 0.952 2.00 0.00 1.41 314 41.8 5.57e+03 2.10 74.7 56.2 5.47 113 0.266 10.6 633 134 3.41e+04 29.8 185 262 22.2 3.02e+03 0.998 54.9
15.015949146745488 44 11.755440734890628 20.86778801480057 24.0 0.042703907052622156 9.0 7.0 4.0 3.0 4.0 1.7 6.00 0.932 2.02 0.00 1.42 337 48.7 7.30e+03 2.42 85.4 56.2 5.10 105 0.578 10.3 918 174 6.29e+04 40.8 251 262 21.3 2.87e+03 1.10 53.5
