#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:52+0000 #
#####################################################################
#
# seed = 431.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.6414512554260978 2 12.167799481175283 8.754750864519002 1.0 0.18522288628635702 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.6414512554260978 3 10.153718382700436 10.223329948285274 2.0 0.06466236336270095 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.000913 5.36e-07 0.00134 0.000732 0.00 0.00 0.00 0.00 0.00 0.00140 0.000957 5.94e-07 0.00140 0.000771 262 175 2.29e+04 262 151
2.641451255426098 6 10.541794494378824 10.489245623020254 3.0 0.04149659320134757 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.0191 0.00383 5.63e-05 0.00125 0.00750 2.74e+03 717 1.82e+06 65.5 1.35e+03 0.0205 0.0102 0.000116 0.0101 0.0108 2.74e+03 566 1.15e+06 197 1.07e+03
3.641451255426098 9 8.971325970469954 12.688615511836606 4.0 0.03211238643606468 5.0 3.0 2.2 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 2.67 0.382 0.786 0.00407 0.886 187 45.2 4.82e+03 0.306 69.4 2.67 0.393 0.777 0.0203 0.882 262 79.0 1.07e+04 0.612 103
4.641451255426098 13 9.316056679048813 14.341486261706432 6.0 0.0368773301014609 5.0 5.0 2.8 1.7 3.0 1.3 3.00 0.615 0.923 0.00 0.961 11.5 1.73 12.3 0.0191 3.50 77.3 16.4 882 0.0495 29.7 11.5 2.25 11.7 0.683 3.41 262 43.4 6.38e+03 0.0744 79.9
5.641451255426098 17 9.213923038956695 15.383486568107552 9.0 0.03805246886435735 6.0 7.0 3.8 3.1 4.0 1.8 4.00 0.765 1.44 0.00 1.20 93.4 6.98 506 0.0749 22.5 78.7 12.3 488 0.0527 22.1 93.4 8.55 497 1.48 22.3 262 36.0 5.07e+03 0.105 71.2
6.641451255426098 22 10.56860569118787 16.999887515156754 11.0 0.04542052013367838 7.0 7.0 3.7 3.4 3.5 1.9 5.00 0.773 1.71 0.00 1.31 93.4 9.91 542 0.402 23.3 45.4 7.60 167 0.0117 12.9 105 17.3 909 4.73 30.1 262 29.3 3.95e+03 0.0297 62.9
7.641451255426098 25 10.710029700263409 17.22827264096102 12.0 0.05161422742463453 7.0 7.0 4.2 3.0 4.0 1.7 5.00 0.880 1.69 0.00 1.30 93.4 9.02 481 0.663 21.9 50.5 5.26 161 0.0104 12.7 157 33.7 3.06e+03 6.72 55.3 262 22.5 3.57e+03 0.0130 59.7
8.641451255426098 25 10.710029700263409 17.22827264096102 13.0 0.05161422742463453 7.0 7.0 4.2 3.0 4.0 1.7 5.00 1.00 1.58 1.00 1.26 93.4 9.02 481 0.663 21.9 64.4 3.88 171 0.0835 13.1 169 36.5 3.59e+03 6.72 59.9 262 20.8 4.01e+03 0.166 63.3
9.641451255426098 28 10.884078215988643 18.39876362123847 13.0 0.04741580114320259 8.0 7.0 4.4 2.8 4.5 1.7 5.00 0.893 1.51 0.00 1.23 142 15.3 1.08e+03 0.730 32.8 65.5 7.91 237 0.293 15.4 225 47.1 5.49e+03 7.09 74.1 262 28.1 4.03e+03 0.997 63.5
10.00564753818481 31 11.436714819620772 19.321833226162337 14.0 0.047250567415998916 9.0 7.0 4.5 3.4 5.0 1.8 5.00 0.871 1.38 0.00 1.18 291 23.9 3.43e+03 1.27 58.6 65.5 7.02 222 0.430 14.9 291 59.1 7.59e+03 7.39 87.1 262 25.5 3.71e+03 0.874 60.9
11.00564753818481 34 10.986056454225555 20.326212247708348 16.0 0.043744655985189014 9.0 7.0 4.4 3.9 5.0 2.0 5.00 0.882 1.38 0.500 1.17 313 35.7 6.00e+03 2.71 77.4 65.2 6.49 168 1.30 12.9 433 87.9 1.72e+04 10.5 131 262 23.6 3.32e+03 1.88 57.7
12.00564753818481 35 10.759920077273474 20.540640213866496 16.0 0.045031263514165164 9.0 7.0 4.4 3.6 5.0 1.9 5.00 0.971 1.38 1.00 1.18 313 36.0 5.82e+03 2.74 76.3 68.3 5.75 167 0.826 12.9 604 119 3.34e+04 11.7 183 262 23.0 3.37e+03 1.27 58.0
13.003241553834696 37 10.710527992397797 21.236277421493046 16.0 0.04367945052089942 9.0 8.0 4.6 4.6 5.0 2.1 5.00 0.919 1.41 1.00 1.19 313 42.1 6.32e+03 4.33 79.5 68.6 5.90 179 0.355 13.4 945 152 6.37e+04 21.3 252 262 22.1 3.28e+03 0.719 57.3
