#####################################################################
# Alchemist log file - simulation started at: 2025-03-07T10:43+0000 #
#####################################################################
#
# seed = 497.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.923639685119003 2 10.548136130021657 7.5608307186739 1.0 0.373972470342072 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.923639685119003 3 10.541295527985225 10.031248607236131 2.0 0.27781004936340614 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.000892 5.89e-07 0.00134 0.000767 0.00 0.00 0.00 0.00 0.00 0.00134 0.000896 5.94e-07 0.00134 0.000771 262 175 2.29e+04 262 151
2.0301648071433007 5 11.978852288699745 9.310839189640186 3.0 0.05925172827717898 4.0 2.0 1.6 0.30 2.0 0.55 1.00 0.200 0.200 0.00 0.447 0.117 0.0470 0.00407 0.00134 0.0638 2.85e+04 1.43e+04 2.70e+08 1.43e+04 1.64e+04 0.117 0.0470 0.00407 0.00134 0.0638 2.85e+04 1.15e+04 2.42e+08 262 1.55e+04
3.01807854213454 8 9.537454614829457 9.201531366584767 4.0 0.03800837182492711 4.0 3.0 2.0 1.1 2.0 1.1 2.00 0.625 0.554 0.500 0.744 0.148 0.0479 0.00441 0.000673 0.0664 177 50.2 4.81e+03 0.00461 69.3 0.265 0.0995 0.0139 0.0591 0.118 262 98.5 1.19e+04 87.4 109
4.01807854213454 10 10.776411517599739 11.256680537025114 5.0 0.03170318646094827 5.0 4.0 2.2 1.3 2.5 1.1 3.00 0.900 1.21 0.500 1.10 0.477 0.129 0.0326 0.0591 0.181 87.3 24.3 1.36e+03 0.00369 36.9 0.693 0.270 0.0813 0.207 0.285 262 74.2 1.09e+04 0.00599 105
5.01807854213454 13 11.05415483260575 12.607182128390244 6.0 0.030222434741795038 6.0 4.0 2.2 1.3 2.0 1.1 3.00 0.692 1.23 0.00 1.11 8.31 0.958 5.51 0.0535 2.35 97.4 15.0 887 0.00154 29.8 8.31 1.35 5.98 0.428 2.44 262 46.7 7.49e+03 0.00229 86.6
6.01807854213454 17 12.186523498723329 14.300614231505707 9.0 0.03575892155206735 6.0 5.0 2.6 1.6 3.0 1.3 3.00 0.706 1.10 0.00 1.05 26.9 2.70 44.5 0.117 6.67 108 12.3 803 0.0290 28.3 26.9 3.69 44.6 0.604 6.68 262 37.5 6.02e+03 0.0572 77.6
7.01807854213454 21 12.143381439555348 16.178661484397065 10.0 0.03730640722038528 7.0 6.0 3.0 2.4 3.0 1.6 3.00 0.762 1.29 0.00 1.14 35.6 5.26 91.4 0.428 9.56 53.4 9.83 344 0.0577 18.6 45.8 10.0 175 5.92 13.2 262 33.3 4.98e+03 0.105 70.6
8.018078542134539 24 12.553204106674345 17.35315015536131 14.0 0.041282605818335615 7.0 6.0 3.5 3.3 4.0 1.8 3.00 0.833 1.28 0.00 1.13 140 12.1 867 0.540 29.4 49.1 7.33 199 0.0707 14.1 140 20.9 941 10.2 30.7 262 29.8 4.34e+03 0.777 65.9
