#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:51+0000 #
#####################################################################
#
# seed = 359.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1052459249564448 2 8.562571846120317 7.954565986780788 1.0 0.1700585156469677 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.1052459249564448 3 10.57382102963431 9.292447104334459 2.0 0.06627134834343293 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.000895 5.82e-07 0.00134 0.000763 0.00 0.00 0.00 0.00 0.00 0.00135 0.000904 5.94e-07 0.00135 0.000771 262 175 2.29e+04 262 151
2.105245924956445 6 10.738666177735764 10.423992345614957 3.0 0.03521519205893357 4.0 3.0 2.3 0.67 2.5 0.82 2.00 0.667 1.07 0.00 1.03 0.140 0.0248 0.00321 0.00134 0.0567 1.30e+04 3.29e+03 4.23e+07 65.5 6.50e+03 0.140 0.0268 0.00311 0.00647 0.0558 1.30e+04 2.28e+03 2.78e+07 197 5.27e+03
3.105245924956445 9 13.10006028712989 11.74884648957613 4.0 0.03363624016598743 5.0 4.0 2.4 1.8 2.0 1.3 3.00 0.556 1.03 0.00 1.01 1.02 0.136 0.111 0.00580 0.333 215 48.7 6.05e+03 0.204 77.8 1.02 0.171 0.105 0.0334 0.324 262 82.1 1.15e+04 0.407 107
4.105245924956445 14 13.872496780605134 14.083256208177911 7.0 0.03400152589282334 6.0 6.0 3.1 2.6 3.0 1.6 3.00 0.571 0.879 0.00 0.938 14.8 1.26 15.4 0.0353 3.93 55.5 15.1 560 0.00841 23.7 14.8 1.43 15.1 0.125 3.89 262 45.7 6.43e+03 0.0260 80.2
5.105245924956445 16 13.426455214462061 15.371994535864037 7.0 0.03318580124415623 6.0 6.0 3.3 2.9 3.0 1.7 4.00 0.875 1.58 0.00 1.26 51.0 5.47 180 0.0385 13.4 57.4 11.7 481 0.119 21.9 51.0 6.66 182 0.681 13.5 262 39.6 5.85e+03 0.179 76.5
6.105245924956445 22 13.44801767535638 17.418945503493728 11.0 0.04212228217632124 6.0 7.0 3.7 3.3 4.0 1.8 4.00 0.682 1.18 0.00 1.09 94.0 14.7 833 0.122 28.9 81.9 9.98 347 5.67 18.6 94.0 20.3 911 1.52 30.2 262 30.4 4.07e+03 6.57 63.8
7.105245924956445 24 13.059646713956665 17.92059996794877 13.0 0.04242215662557248 7.0 8.0 4.0 4.2 4.0 2.0 4.00 0.875 1.42 0.00 1.19 94.3 17.5 1.04e+03 0.299 32.2 88.0 8.86 336 3.72 18.3 155 36.0 2.48e+03 1.64 49.8 262 29.1 3.95e+03 6.44 62.9
8.105245924956446 27 13.057736614023172 18.781512242254433 14.0 0.04244830726573798 7.0 8.0 3.9 4.2 4.0 2.1 4.00 0.852 1.67 0.00 1.29 280 26.2 3.51e+03 0.789 59.2 98.6 7.85 384 0.339 19.6 344 58.9 8.94e+03 4.17 94.6 262 26.1 3.95e+03 1.46 62.9
9.105245924956446 27 13.057736614023172 18.781512242254433 12.0 0.04244830726573798 7.0 8.0 3.9 4.2 4.0 2.1 4.00 1.00 1.46 1.00 1.21 280 26.2 3.51e+03 0.789 59.2 68.2 4.81 214 0.107 14.6 416 99.5 1.97e+04 4.36 140 262 23.6 4.40e+03 0.213 66.3
10.105245924956446 29 12.981331569669461 19.061221144667037 12.0 0.045592626322459306 7.0 8.0 4.2 4.5 4.0 2.1 4.00 0.931 1.21 1.00 1.10 280 31.5 4.41e+03 0.789 66.4 69.2 6.37 232 0.0540 15.2 763 149 5.85e+04 9.38 242 262 23.7 3.84e+03 0.147 62.0
11.105245924956446 30 12.835644535942286 19.035153553192455 14.0 0.04716478585081997 7.0 8.0 4.5 5.1 4.5 2.3 5.00 1.00 1.38 1.00 1.17 280 30.5 4.29e+03 0.902 65.5 69.7 5.21 215 0.0687 14.7 712 150 4.85e+04 37.8 220 262 22.9 3.92e+03 0.108 62.6
12.105245924956446 30 12.835644535942286 19.035153553192455 14.0 0.04716478585081997 7.0 8.0 4.5 5.1 4.5 2.3 5.00 1.00 1.66 0.500 1.29 280 30.5 4.29e+03 0.902 65.5 72.1 3.38 179 0.00728 13.4 711 136 4.68e+04 6.87 216 262 17.5 3.68e+03 0.0116 60.7
13.105245924956446 32 12.363894177679137 18.75758636181767 14.0 0.04542082345296484 7.0 8.0 4.6 5.7 4.5 2.4 5.00 1.00 1.55 1.00 1.24 280 28.6 4.07e+03 0.624 63.8 85.3 5.24 278 0.00159 16.7 1.82e+03 250 2.07e+05 56.8 455 262 18.5 3.12e+03 0.00385 55.9
14.105245924956446 33 12.30919265992149 18.497954620111035 14.0 0.046840224185869986 7.0 9.0 4.8 6.4 5.0 2.5 6.00 0.970 1.66 1.00 1.29 280 27.8 3.97e+03 0.459 63.0 47.8 2.36 72.3 0.00314 8.50 1.19e+03 171 9.50e+04 9.38 308 262 15.4 3.06e+03 0.00342 55.3
15.105245924956446 35 12.32482975708975 18.624115881764975 15.0 0.04967902565168029 7.0 10 5.4 8.1 6.0 2.8 7.00 0.943 1.88 1.00 1.37 280 26.7 3.76e+03 0.789 61.3 44.2 4.54 126 0.0236 11.2 916 146 7.66e+04 9.38 277 262 19.8 3.11e+03 0.0512 55.8
16.105245924956446 37 11.892896431653476 19.0333741746985 17.0 0.052093479142914303 8.0 10 5.4 7.5 5.0 2.7 7.00 0.919 1.80 1.00 1.34 280 32.2 5.02e+03 1.02 70.9 56.6 5.14 143 0.0532 12.0 917 146 7.33e+04 10.4 271 262 21.4 3.46e+03 0.112 58.9
17.105245924956446 39 12.110251648637313 19.743689827121095 17.0 0.04739815344932903 8.0 10 5.3 7.7 5.0 2.8 7.00 0.923 1.81 1.00 1.35 280 38.1 5.95e+03 1.05 77.2 56.6 5.13 159 0.196 12.6 951 155 7.62e+04 10.4 276 262 21.4 3.50e+03 0.326 59.2
18.105245924956446 40 12.258130241777977 20.239458499558765 17.0 0.044579580620659615 9.0 10 5.2 7.8 5.0 2.8 7.00 0.950 1.74 1.00 1.32 280 38.8 5.82e+03 1.17 76.3 56.6 5.88 159 0.628 12.6 935 166 8.30e+04 10.4 288 262 22.6 3.43e+03 1.49 58.6
19.105245924956446 41 12.332392156774143 20.634798299992905 17.0 0.04569407013617611 9.0 10 5.2 7.3 5.0 2.7 7.00 0.951 1.70 1.00 1.30 280 42.6 6.27e+03 1.29 79.2 56.6 5.50 157 0.320 12.5 1.24e+03 209 1.30e+05 10.4 361 262 21.8 3.38e+03 0.639 58.1
20.105245924956446 42 12.300777427902867 20.920662202106215 17.0 0.046808559651692595 9.0 10 5.3 6.9 5.0 2.6 7.00 0.952 1.66 1.00 1.29 314 49.1 7.88e+03 1.29 88.8 56.7 5.63 162 0.483 12.7 1.49e+03 240 1.70e+05 13.7 413 262 21.9 3.36e+03 0.999 58.0
21.105245924956446 43 12.140853391443637 20.919676414698486 19.0 0.04792304916720909 9.0 10 5.4 6.9 6.0 2.6 7.00 0.953 1.62 1.00 1.27 314 48.0 7.74e+03 1.30 88.0 56.8 5.35 147 0.302 12.1 1.68e+03 263 2.18e+05 10.4 467 262 21.1 3.21e+03 0.804 56.6
22.105245924956446 43 12.140853391443637 20.919676414698486 19.0 0.04792304916720909 9.0 10 5.4 6.9 6.0 2.6 7.00 0.977 1.69 1.00 1.30 314 48.0 7.74e+03 1.30 88.0 56.9 5.19 148 0.533 12.2 1.81e+03 289 2.71e+05 10.4 521 262 20.9 3.24e+03 1.16 56.9
23.105245924956446 44 12.185971111210428 21.391550643327303 19.0 0.04623833583636215 9.0 10 5.4 6.8 5.5 2.6 7.00 0.955 1.72 1.00 1.31 314 49.3 7.63e+03 1.33 87.3 56.9 5.18 124 0.330 11.1 2.07e+03 308 3.49e+05 13.7 590 262 21.0 3.18e+03 0.870 56.4
24.105245924956446 44 12.185971111210428 21.391550643327303 19.0 0.04623833583636215 9.0 10 5.4 6.8 5.5 2.6 7.00 0.977 1.70 1.00 1.30 314 49.3 7.63e+03 1.33 87.3 57.0 5.10 130 0.578 11.4 2.38e+03 331 4.30e+05 13.7 656 262 21.2 3.26e+03 1.05 57.1
25.105245924956446 45 12.119083686125869 21.538125799000756 19.0 0.04728920710537038 9.0 10 5.6 6.7 6.0 2.6 7.00 0.956 1.68 1.00 1.30 314 51.1 7.61e+03 1.36 87.2 57.0 5.22 132 0.389 11.5 2.07e+03 301 3.24e+05 16.9 569 262 21.2 3.22e+03 0.822 56.8
