#####################################################################
# Alchemist log file - simulation started at: 2025-03-07T10:42+0000 #
#####################################################################
#
# seed = 404.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.4050711048709901 2 8.084440557905248 8.393565431210583 1.0 0.16248427240563168 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.40507110487099 3 10.374180443241924 9.15542836829899 2.0 0.08774350303895576 2.0 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00134 0.000901 5.66e-07 0.00134 0.000752 0.00 0.00 0.00 0.00 0.00 0.00137 0.000923 5.94e-07 0.00137 0.000771 262 175 2.29e+04 262 151
2.40507110487099 6 11.350054130584283 9.91730886519258 3.0 0.04097958143117265 4.0 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.0311 0.00591 0.000153 0.00134 0.0124 5.50e+03 1.41e+03 7.45e+06 65.5 2.73e+03 0.0311 0.00645 0.000148 0.00228 0.0122 5.50e+03 1.03e+03 4.82e+06 197 2.19e+03
3.40507110487099 9 11.86837032161829 12.08188295431762 4.0 0.03689341960409077 5.0 4.0 2.2 1.2 2.0 1.1 3.00 0.556 1.03 0.00 1.01 0.266 0.0675 0.00807 0.0311 0.0898 318 61.6 1.22e+04 1.75 110 0.266 0.0870 0.00747 0.0647 0.0864 318 93.6 1.59e+04 3.49 126
4.40507110487099 12 12.097074378413359 12.98533370837304 6.0 0.04173758669911551 6.0 4.0 2.2 1.6 2.0 1.3 4.00 0.750 1.48 0.00 1.22 6.99 0.763 4.04 0.0479 2.01 76.0 16.0 898 0.0223 30.0 6.99 0.849 3.93 0.147 1.98 262 45.8 6.77e+03 2.44 82.3
5.40507110487099 17 13.090227766270095 14.347500512980815 8.0 0.03417314053083356 7.0 5.0 2.6 1.8 3.0 1.3 4.00 0.647 1.24 0.00 1.11 25.4 2.04 39.1 0.0637 6.25 83.5 13.1 522 3.58 22.8 25.4 2.70 39.6 0.131 6.29 262 36.1 4.88e+03 7.15 69.9
6.40507110487099 21 12.683435731593764 15.658344099003594 10.0 0.03756642578284696 7.0 5.0 3.0 1.9 3.0 1.4 4.00 0.762 1.19 0.00 1.09 63.1 5.13 210 0.0776 14.5 68.5 10.5 416 2.38 20.4 63.1 7.55 224 0.226 15.0 262 33.3 4.84e+03 3.14 69.6
7.40507110487099 26 11.508127474414865 16.75949169428049 14.0 0.041203130268117776 8.0 6.0 3.2 2.8 3.0 1.7 4.00 0.769 1.14 0.00 1.07 63.1 8.03 312 0.102 17.7 68.1 7.06 253 0.523 15.9 70.1 14.8 497 0.317 22.3 262 27.5 4.32e+03 0.835 65.7
8.40507110487099 29 11.554053851622438 17.772228250919714 16.0 0.04595733760674675 8.0 6.0 3.4 2.4 3.0 1.5 5.00 0.897 1.74 0.00 1.32 84.7 11.7 517 0.131 22.7 68.8 7.48 263 0.380 16.2 112 23.8 1.11e+03 2.06 33.2 262 26.8 3.98e+03 0.911 63.1
9.40507110487099 32 10.430921392118844 18.79341099047378 16.0 0.0365221274681604 9.0 6.0 3.5 2.3 4.0 1.5 5.00 0.906 1.57 0.00 1.25 84.7 12.7 509 0.264 22.6 71.4 5.35 195 0.0186 14.0 185 40.1 3.07e+03 3.77 55.4 262 22.8 3.69e+03 0.103 60.8
10.40507110487099 33 10.05713684871085 18.99093968421314 17.0 0.037663443951540414 9.0 6.0 3.6 2.2 4.0 1.5 5.00 0.939 1.56 0.00 1.25 84.7 12.4 496 0.266 22.3 63.3 5.41 189 0.0795 13.7 244 50.0 5.03e+03 3.91 70.9 262 19.8 2.73e+03 0.240 52.3
11.40507110487099 35 10.31139490632539 19.24326281512714 17.0 0.03994607691830044 9.0 7.0 3.9 3.4 4.0 1.8 5.00 0.914 1.55 0.00 1.25 84.7 13.9 596 0.266 24.4 72.3 5.62 189 0.450 13.8 309 56.4 6.74e+03 3.91 82.1 262 19.4 2.57e+03 0.516 50.7
12.40507110487099 39 10.741858755505652 20.150906131964035 19.0 0.04053600725469899 9.0 10 4.3 5.4 4.0 2.3 6.00 0.897 1.73 0.00 1.31 224 23.9 2.17e+03 1.55 46.6 62.6 6.00 167 0.188 12.9 340 67.3 8.31e+03 6.86 91.1 262 19.9 2.36e+03 0.377 48.6
13.40507110487099 41 10.897889347005265 20.4353743544102 20.0 0.04261477685750407 9.0 10 4.3 5.5 4.0 2.4 7.00 0.976 1.92 1.00 1.39 357 31.5 4.79e+03 1.55 69.2 57.3 4.38 161 0.0277 12.7 585 98.8 1.85e+04 7.59 136 262 15.7 2.25e+03 0.0343 47.4
14.40507110487099 41 10.897889347005265 20.4353743544102 21.0 0.04261477685750407 9.0 10 4.3 5.5 4.0 2.4 7.00 0.976 1.92 1.00 1.39 357 31.5 4.79e+03 1.55 69.2 70.6 5.17 194 0.0189 13.9 580 116 2.96e+04 6.86 172 262 15.9 2.05e+03 0.0369 45.3
15.40507110487099 42 11.008460066572562 20.288368993794432 22.0 0.04365416165890661 9.0 11 4.8 8.0 4.0 2.8 7.00 0.952 1.95 0.00 1.40 357 30.7 4.69e+03 0.910 68.5 58.9 4.73 155 0.342 12.5 893 146 5.80e+04 5.49 241 262 16.8 2.17e+03 0.513 46.5
16.40507110487099 43 11.106947139092373 20.36880721795858 22.0 0.044693546460309146 9.0 11 4.9 8.0 5.0 2.8 7.00 0.977 2.12 0.00 1.46 357 30.4 4.59e+03 1.55 67.7 80.3 5.46 184 0.319 13.6 1.05e+03 162 8.06e+04 6.86 284 262 18.6 2.28e+03 0.420 47.8
17.40507110487099 45 10.8481478091129 20.951344364599773 23.0 0.04551962052873906 9.0 11 4.9 7.7 5.0 2.8 7.00 0.933 1.93 0.00 1.39 357 36.2 5.18e+03 2.06 72.0 85.6 5.21 190 0.259 13.8 1.31e+03 187 1.17e+05 7.59 342 262 18.0 2.29e+03 0.330 47.9
18.40507110487099 46 10.748588313436766 21.089326581252557 24.0 0.04653116765159993 9.0 11 5.0 7.6 5.0 2.8 7.00 0.957 1.91 0.00 1.38 357 37.2 5.12e+03 2.64 71.5 93.7 5.03 210 0.256 14.5 1.31e+03 191 1.20e+05 12.0 346 262 17.8 2.36e+03 0.562 48.6
19.40507110487099 48 10.638344861647374 21.67698475652058 26.0 0.04855426189732167 9.0 11 5.1 6.8 5.0 2.6 7.00 0.938 1.97 0.00 1.41 357 46.8 7.27e+03 3.38 85.3 93.7 4.84 205 0.247 14.3 1.31e+03 203 1.23e+05 17.4 351 262 17.1 2.31e+03 0.439 48.1
20.40507110487099 49 10.549827087179455 21.790768085467715 26.0 0.04956580902018254 9.0 11 5.2 6.9 6.0 2.6 7.00 0.959 2.12 0.00 1.46 357 47.6 7.15e+03 3.54 84.5 93.7 4.78 201 0.294 14.2 1.31e+03 220 1.44e+05 18.3 380 262 16.8 2.27e+03 0.740 47.6
21.40507110487099 49 10.549827087179455 21.790768085467715 27.0 0.04956580902018254 9.0 11 5.2 6.9 6.0 2.6 7.00 0.980 2.10 0.00 1.45 357 47.6 7.15e+03 3.54 84.5 93.7 4.76 201 0.275 14.2 1.56e+03 251 1.93e+05 18.3 440 262 16.9 2.27e+03 0.740 47.7
22.40507110487099 49 10.549827087179455 21.790768085467715 27.0 0.04956580902018254 9.0 11 5.2 6.9 6.0 2.6 7.00 0.980 2.31 0.00 1.52 357 47.6 7.15e+03 3.54 84.5 87.8 4.78 184 0.470 13.6 1.80e+03 276 2.46e+05 18.3 496 262 16.9 2.21e+03 0.687 47.0
