#####################################################################
# Alchemist log file - simulation started at: 2025-03-06T15:51+0000 #
#####################################################################
#
# seed = 316.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.8517587561384732 2 7.89823486212863 8.646270593793375 1.0 0.17573325663880912 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.8517587561384732 3 7.021017557206118 9.634455998571932 2.0 0.14676926507638818 1.0 2.0 2.0 0.0 2.0 0.0 1.00 0.667 0.333 1.00 0.577 0.00134 0.000908 5.47e-07 0.00134 0.000740 0.00 0.00 0.00 0.00 0.00 0.00139 0.000944 5.94e-07 0.00139 0.000771 262 175 2.29e+04 262 151
2.014998548037491 5 5.590337773462723 9.768465811323527 2.0 0.05181190378530132 3.0 3.0 2.0 1.0 2.0 1.0 1.00 0.200 0.200 0.00 0.447 0.199 0.0409 0.00782 0.00134 0.0884 3.37e+03 875 2.77e+06 65.5 1.66e+03 0.199 0.0409 0.00782 0.00139 0.0884 3.37e+03 753 2.15e+06 131 1.47e+03
3.014998548037491 9 6.357912439038504 12.431986540164253 5.0 0.034829063114494865 5.0 4.0 2.0 1.3 2.0 1.1 2.00 0.444 0.528 0.00 0.726 0.276 0.0828 0.0122 0.00405 0.111 231 61.5 6.51e+03 43.7 80.7 0.276 0.105 0.0126 0.0626 0.112 262 93.5 1.10e+04 86.2 105
4.014998548037491 13 7.577106955922062 13.585952176828869 7.0 0.037952972854943756 5.0 6.0 2.8 2.2 3.0 1.5 3.00 0.692 0.897 0.00 0.947 1.12 0.199 0.0921 0.121 0.303 50.1 16.4 479 0.567 21.9 1.12 0.298 0.0877 0.271 0.296 262 52.4 6.49e+03 1.11 80.6
5.014998548037491 18 8.144223346156762 14.065437400139919 10.0 0.045702969420514716 6.0 7.0 3.6 3.6 3.5 1.9 3.00 0.778 1.24 0.00 1.11 10.7 0.740 6.27 0.0361 2.50 65.5 13.6 393 8.04 19.8 10.7 0.930 6.13 0.300 2.48 262 38.7 4.31e+03 9.69 65.6
6.014998548037491 24 8.784741607558216 15.79908188866397 13.0 0.04071455978692979 7.0 8.0 3.9 4.9 4.0 2.2 4.00 0.792 1.48 0.00 1.22 68.2 3.61 194 0.154 13.9 34.9 9.27 157 0.170 12.5 68.2 4.29 195 0.303 14.0 262 31.1 3.47e+03 0.233 58.9
7.014998548037491 29 8.738671455270936 16.700354970829196 14.0 0.03880431303049623 7.0 8.0 4.3 5.0 4.0 2.2 4.00 0.793 1.31 0.00 1.15 80.1 6.32 366 0.187 19.1 52.2 6.99 187 0.114 13.7 80.1 9.93 536 0.317 23.1 262 25.5 3.36e+03 0.194 58.0
8.014998548037491 34 8.871861224741279 17.859898299161642 17.0 0.040159498582031244 8.0 8.0 4.6 5.8 4.0 2.4 4.00 0.882 1.32 0.500 1.15 80.1 9.77 492 0.212 22.2 66.7 7.41 229 1.11 15.1 148 20.5 1.61e+03 0.794 40.1 262 24.4 3.40e+03 1.15 58.3
9.00118256746102 38 9.507329014377964 19.36679694210878 20.0 0.03937264787448337 9.0 8.0 4.5 5.4 4.0 2.3 4.00 0.895 1.34 0.00 1.16 159 16.8 1.27e+03 0.274 35.6 37.2 5.46 89.7 1.17 9.47 159 31.9 2.54e+03 3.84 50.4 262 21.1 2.61e+03 1.54 51.1
10.00118256746102 40 9.118847149587024 19.711793698639223 19.0 0.04144489249945618 9.0 8.0 4.5 5.3 4.0 2.3 4.00 0.950 1.54 0.500 1.24 159 17.3 1.42e+03 0.284 37.7 50.1 3.84 103 0.0476 10.1 337 51.2 6.24e+03 6.89 79.0 262 18.6 3.01e+03 0.130 54.9
11.00118256746102 42 8.859306480228764 19.890892923990396 20.0 0.04351713712442899 9.0 8.0 4.9 5.6 5.0 2.4 4.00 0.976 1.44 1.00 1.20 159 19.2 1.51e+03 0.311 38.9 34.0 5.00 92.6 0.114 9.62 465 74.0 1.33e+04 8.96 115 262 18.2 2.37e+03 0.281 48.7
12.00118256746102 42 8.859306480228764 19.890892923990396 19.0 0.04351713712442899 9.0 8.0 4.9 5.6 5.0 2.4 4.00 0.976 1.44 1.00 1.20 159 17.2 1.35e+03 0.311 36.8 52.9 4.18 104 0.469 10.2 476 87.0 2.23e+04 8.96 149 262 17.4 2.52e+03 0.946 50.2
13.00118256746102 43 9.075575573691353 19.993949898069992 21.0 0.04455325943691539 9.0 8.0 4.8 5.7 5.0 2.4 4.00 1.00 1.52 1.00 1.23 159 18.4 1.38e+03 0.330 37.2 59.1 5.01 127 0.253 11.3 600 104 3.01e+04 10.4 174 262 19.1 2.58e+03 0.477 50.8
14.00118256746102 44 9.13046935484262 20.292296353376656 21.0 0.045589381749401796 9.0 8.0 4.8 5.8 5.0 2.4 4.00 0.955 1.58 0.500 1.26 319 23.9 3.37e+03 0.399 58.1 58.9 4.86 127 0.103 11.3 674 104 3.11e+04 10.0 176 262 18.2 2.54e+03 0.491 50.4
15.00118256746102 44 9.13046935484262 20.292296353376656 20.0 0.045589381749401796 9.0 8.0 4.8 5.8 5.0 2.4 4.00 0.977 1.46 1.00 1.21 319 23.9 3.37e+03 0.399 58.1 56.1 4.90 120 0.392 11.0 696 113 3.54e+04 17.1 188 262 18.3 2.50e+03 1.06 50.0
16.001182567461022 44 9.13046935484262 20.292296353376656 20.0 0.045589381749401796 9.0 8.0 4.8 5.8 5.0 2.4 4.00 0.977 1.46 1.00 1.21 319 23.9 3.37e+03 0.399 58.1 55.7 4.89 113 0.709 10.6 791 120 4.44e+04 8.65 211 262 18.2 2.42e+03 0.893 49.2
17.001182567461022 44 9.13046935484262 20.292296353376656 20.0 0.045589381749401796 9.0 8.0 4.8 5.8 5.0 2.4 4.00 0.977 1.46 1.00 1.21 319 23.9 3.37e+03 0.399 58.1 55.4 5.07 112 0.720 10.6 802 134 5.93e+04 8.65 244 262 18.7 2.42e+03 1.49 49.2
18.001182567461022 44 9.13046935484262 20.292296353376656 20.0 0.045589381749401796 9.0 8.0 4.8 5.8 5.0 2.4 4.00 0.977 1.46 1.00 1.21 319 23.9 3.37e+03 0.399 58.1 60.5 4.78 124 0.457 11.1 936 141 6.85e+04 8.65 262 262 18.1 2.47e+03 1.34 49.7
19.001182567461022 45 9.071171439913947 20.572263929129235 21.0 0.0466255040618882 9.0 8.0 4.8 5.6 5.0 2.4 4.00 0.956 1.45 1.00 1.21 319 29.0 4.48e+03 0.468 67.0 63.9 4.76 136 0.475 11.7 1.05e+03 151 7.81e+04 9.68 279 262 17.8 2.54e+03 1.09 50.4
20.001182567461022 45 9.071171439913947 20.572263929129235 21.0 0.0466255040618882 9.0 8.0 4.8 5.6 5.0 2.4 4.00 0.978 1.48 1.00 1.22 319 29.0 4.48e+03 0.468 67.0 63.9 4.76 138 0.510 11.8 1.05e+03 156 8.33e+04 9.68 289 262 17.9 2.55e+03 1.05 50.5
