#####################################################################
# Alchemist log file - simulation started at: 2025-03-07T10:41+0000 #
#####################################################################
#
# seed = 21.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-density network-diameter nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 NaN 0.0 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.4673214237300942 2 11.696816733421338 11.835977389071374 1.0 0.16049730251172412 1.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00134 0.00134 0.00 0.00134 0.00 NaN NaN NaN NaN NaN 0.00134 0.00134 0.00 0.00134 0.00 262 262 0.00 262 0.00
1.4673214237300942 3 12.68280466940214 11.832536769154679 2.0 0.17551923628890914 1.0 2.0 2.0 0.0 2.0 0.0 1.00 0.667 0.333 1.00 0.577 0.0319 0.0115 0.000310 0.00134 0.0176 0.00 0.00 0.00 0.00 0.00 0.0332 0.0327 5.94e-07 0.0332 0.000771 262 175 2.29e+04 262 151
2.467321423730094 6 10.485624214678728 10.959839881633497 3.0 0.11134639904921005 2.0 5.0 3.0 1.2 3.0 1.1 2.00 0.667 1.07 0.00 1.03 0.0319 0.00985 0.000167 0.00318 0.0129 137 66.9 5.97e+03 65.5 77.3 0.0382 0.0221 0.000279 0.0256 0.0167 262 132 1.37e+04 134 117
3.467321423730094 9 10.669042114964238 11.295524068704871 5.0 0.06147586967109574 4.0 5.0 3.1 2.1 3.0 1.5 5.00 0.778 2.69 0.00 1.64 0.225 0.0375 0.00528 0.00503 0.0727 181 33.5 4.23e+03 0.00 65.0 0.225 0.0482 0.00521 0.0194 0.0722 262 68.6 1.03e+04 0.00 101
4.467321423730095 14 11.935249373985812 12.683023335413678 7.0 0.05219550063262173 5.0 6.0 3.1 2.9 3.0 1.7 5.00 0.571 1.80 0.00 1.34 3.61 0.352 0.930 0.0122 0.964 73.2 16.8 735 0.581 27.1 3.61 0.396 0.908 0.0708 0.953 262 41.6 5.80e+03 0.872 76.1
5.467321423730095 18 11.069237629811305 14.163901901052554 9.0 0.055690039017970226 5.0 7.0 3.6 3.1 3.5 1.8 5.00 0.722 1.62 0.00 1.27 17.1 1.94 22.4 0.0365 4.73 52.8 12.8 445 1.17 21.1 17.1 2.28 21.9 0.223 4.68 262 37.7 5.08e+03 1.40 71.3
6.467321423730095 23 11.941735692080128 15.309688001127048 11.0 0.05151202177759508 6.0 7.0 3.6 2.6 3.0 1.6 5.00 0.739 1.57 0.00 1.25 23.3 2.93 38.0 0.0411 6.17 57.1 9.92 286 0.477 16.9 23.3 4.86 51.9 0.985 7.20 262 31.0 4.11e+03 0.955 64.1
7.467321423730095 26 11.612193502802086 16.44922150004655 12.0 0.04962531984965166 6.0 7.0 3.8 2.8 4.0 1.7 5.00 0.846 1.66 0.00 1.29 97.8 10.2 665 0.100 25.8 56.6 8.17 208 0.135 14.4 97.8 14.7 665 4.48 25.8 262 29.2 3.95e+03 0.338 62.8
8.467321423730095 28 11.564843395619047 17.167410257746997 14.0 0.051527559636120136 6.0 7.0 4.0 2.7 4.0 1.7 5.00 0.929 1.62 0.500 1.27 97.8 13.9 886 0.185 29.8 52.7 7.56 188 0.360 13.7 133 28.5 1.56e+03 12.4 39.5 262 27.6 3.50e+03 0.623 59.2
9.467321423730095 31 11.544421916750432 17.747216808518928 14.0 0.05458747539703283 7.0 8.0 4.3 3.0 5.0 1.7 5.00 0.871 1.65 0.00 1.28 97.8 16.2 1.03e+03 0.225 32.1 35.9 6.84 108 0.366 10.4 230 41.7 3.58e+03 18.3 59.8 262 25.3 2.89e+03 0.592 53.8
