#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:12+0000 #
#####################################################################
#
# seed = 453.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1432565432315691 2 7.888450907596581 11.338417136161329 1.0 1.0 1.0 0.18 0.18 0.0 0.18 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.1432565432315691 3 9.789891367596764 9.733160261011044 2.0 2.0 2.0 0.27 0.16 0.021 0.16 0.14 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0236 0.00967 0.000146 0.00268 0.0121 0.00 0.00 0.00 0.00 0.00 0.0263 0.0254 2.40e-06 0.0263 0.00155 274 183 2.51e+04 274 158
2.143256543231569 6 9.703422231276228 9.794973916152701 4.0 4.0 4.0 0.53 0.16 0.045 0.070 0.21 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.150 0.0299 0.00355 0.00268 0.0596 153 72.4 7.04e+03 68.5 83.9 0.150 0.0378 0.00319 0.0250 0.0564 274 140 1.51e+04 145 123
3.143256543231569 9 9.0554879970798 11.034835454549514 5.0 5.0 5.0 0.80 0.16 0.068 0.052 0.26 3.0 2.0 0.75 2.0 0.87 3.00 0.556 1.03 0.00 1.01 1.05 0.139 0.119 0.0101 0.345 203 48.3 5.63e+03 0.194 75.0 1.05 0.176 0.114 0.0125 0.338 274 83.5 1.19e+04 0.388 109
4.143256543231569 14 7.474730539998629 12.572909083888353 6.0 6.0 6.0 1.2 0.17 0.11 0.058 0.33 5.0 2.7 1.3 3.0 1.1 3.00 0.571 1.03 0.00 1.02 15.0 1.20 15.8 0.0113 3.97 113 15.8 1.17e+03 0.0188 34.2 15.0 1.38 15.5 0.0413 3.94 274 44.1 7.62e+03 0.0469 87.3
5.143256543231569 17 6.8749914662817995 13.9066657512688 6.0 6.0 6.0 1.5 0.17 0.13 0.053 0.36 6.0 3.2 2.2 3.0 1.5 3.00 0.765 1.19 0.00 1.09 15.0 1.84 16.0 0.0236 4.00 66.1 12.1 602 0.553 24.5 16.0 2.93 26.8 0.565 5.18 274 41.3 6.87e+03 0.838 82.9
6.143256543231569 20 7.925395997229087 14.90585424744496 6.0 6.0 6.0 1.8 0.18 0.16 0.063 0.40 6.0 3.1 2.6 3.0 1.6 4.00 0.800 1.54 0.00 1.24 145 9.51 1.03e+03 0.0504 32.2 55.1 9.37 280 0.0146 16.7 145 12.7 1.02e+03 1.18 32.0 274 34.1 4.85e+03 0.176 69.7
7.143256543231569 24 7.77197815223083 16.645140701344232 7.0 7.0 7.0 2.1 0.18 0.19 0.059 0.44 6.0 3.3 2.8 3.0 1.7 4.00 0.792 1.48 0.00 1.22 155 20.5 1.97e+03 0.358 44.4 39.7 8.94 178 0.493 13.4 160 30.6 2.63e+03 7.16 51.3 274 32.6 4.74e+03 1.35 68.8
8.143256543231569 27 7.91748872808992 17.50140316647132 8.0 8.0 8.0 2.4 0.19 0.21 0.054 0.46 7.0 3.6 3.0 3.0 1.7 4.00 0.852 1.28 0.00 1.13 287 30.1 4.40e+03 0.565 66.3 44.3 7.91 192 1.79 13.9 299 57.6 7.25e+03 14.9 85.2 274 30.7 4.54e+03 2.83 67.3
9.143256543231569 30 8.42925476707912 17.637239954792797 8.0 8.0 8.0 2.7 0.19 0.24 0.060 0.49 7.0 3.9 3.5 4.0 1.9 4.00 0.900 1.27 0.500 1.12 287 27.6 4.01e+03 0.808 63.3 38.1 6.49 111 0.224 10.5 586 91.8 2.06e+04 14.6 143 274 26.1 3.41e+03 1.17 58.4
10.143256543231569 34 8.945562608206492 19.045733915747316 8.0 8.0 8.0 3.0 0.19 0.27 0.066 0.52 7.0 4.1 3.1 4.0 1.8 4.00 0.853 1.34 0.00 1.16 501 53.5 1.22e+04 2.04 110 39.4 6.15 110 1.81 10.5 601 133 3.13e+04 25.4 177 274 24.6 3.40e+03 2.71 58.3
11.143256543231569 34 8.945562608206492 19.045733915747316 8.0 8.0 8.0 3.0 0.19 0.27 0.066 0.52 7.0 4.1 3.1 4.0 1.8 4.00 0.971 1.36 1.00 1.17 501 53.5 1.22e+04 2.04 110 44.6 6.09 120 2.28 11.0 980 196 7.49e+04 41.6 274 274 24.8 3.55e+03 3.35 59.6
12.143256543231569 34 8.945562608206492 19.045733915747316 8.0 8.0 8.0 3.0 0.19 0.27 0.066 0.52 7.0 4.1 3.1 4.0 1.8 4.00 1.00 1.39 1.00 1.18 501 53.5 1.22e+04 2.04 110 49.6 5.86 140 1.55 11.8 1.07e+03 253 1.20e+05 28.8 346 274 24.7 3.72e+03 2.23 61.0
