#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:11+0000 #
#####################################################################
#
# seed = 215.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.9990204778469225 2 12.304033971999822 10.970271846376432 1.0 1.0 1.0 0.22 0.22 0.0 0.22 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.0417376403452696 2 12.304033971999822 10.970271846376432 1.0 1.0 1.0 0.22 0.22 0.0 0.22 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.0113 0.00700 3.73e-05 0.00700 0.00611 0.00 0.00 0.00 0.00 0.00 0.0113 0.00700 3.73e-05 0.00700 0.00611 274 137 3.76e+04 137 194
2.020905534920346 4 7.508785964605027 11.345986323092404 3.0 3.0 3.0 0.45 0.26 0.029 0.22 0.17 2.0 1.5 0.33 1.5 0.58 1.00 0.250 0.250 0.00 0.500 0.0113 0.00560 1.51e-05 0.00419 0.00388 170 113 9.58e+03 170 97.9 0.0140 0.00843 2.51e-05 0.00776 0.00501 274 153 1.29e+04 170 113
3.020905534920346 7 7.947250726137028 11.610906172462075 4.0 4.0 4.0 0.78 0.26 0.083 0.13 0.29 4.0 2.0 1.3 2.0 1.2 2.00 0.857 0.810 1.00 0.900 0.377 0.0581 0.0198 0.00419 0.141 137 37.3 3.26e+03 24.7 57.1 0.377 0.0638 0.0191 0.0113 0.138 274 112 1.44e+04 49.4 120
4.020905534920346 11 8.481399524116789 13.216809021306865 6.0 6.0 6.0 1.2 0.26 0.15 0.085 0.38 4.0 2.0 1.2 2.0 1.1 3.00 0.545 1.07 0.00 1.04 9.88 1.07 8.73 0.0113 2.95 214 37.4 4.61e+03 0.690 67.9 9.88 1.14 8.58 0.0318 2.93 274 65.2 9.72e+03 4.14 98.6
5.020905534920346 16 9.57349082214411 14.201934281604043 7.0 7.0 7.0 1.8 0.27 0.23 0.069 0.48 4.0 2.3 1.3 2.0 1.1 3.00 0.625 0.917 0.00 0.957 17.7 2.70 31.8 0.0134 5.64 62.1 13.6 634 0.317 25.2 17.7 3.55 33.6 0.294 5.80 274 42.2 6.73e+03 1.16 82.0
6.020905534920346 22 10.226094442023738 16.022225888107542 7.0 7.0 7.0 2.5 0.28 0.32 0.068 0.57 5.0 3.0 2.0 3.0 1.4 3.00 0.682 1.08 0.00 1.04 133 11.4 933 0.103 30.6 54.0 9.78 301 0.138 17.4 133 14.3 913 2.89 30.2 274 31.8 4.47e+03 0.366 66.9
7.020905534920346 26 10.796312675363383 17.6681687374464 8.0 8.0 8.0 2.9 0.28 0.39 0.077 0.62 5.0 3.1 2.1 3.5 1.4 4.00 0.885 1.55 0.00 1.24 347 25.0 5.10e+03 0.289 71.4 44.1 7.55 179 0.127 13.4 347 37.4 5.53e+03 9.66 74.3 274 31.8 4.49e+03 0.230 67.0
8.020905534920345 32 11.023967848038012 19.3118418635287 9.0 9.0 9.0 3.6 0.29 0.48 0.079 0.69 6.0 3.5 3.0 4.0 1.7 4.00 0.813 1.45 0.00 1.20 347 38.5 6.64e+03 2.78 81.5 43.4 5.03 92.6 0.0115 9.62 410 78.9 1.18e+04 25.6 108 274 21.6 3.01e+03 0.0469 54.9
9.020905534920345 35 10.719584256661177 18.895987183654913 9.0 9.0 9.0 3.9 0.29 0.53 0.082 0.73 7.0 4.1 3.8 4.0 2.0 4.00 0.886 1.52 0.00 1.23 347 35.2 6.17e+03 0.607 78.6 81.4 4.01 196 0.0583 14.0 592 102 2.40e+04 9.05 155 274 16.5 2.79e+03 0.119 52.8
10.020905534920345 37 10.259636577486626 19.175858245411632 9.0 9.0 9.0 4.1 0.29 0.56 0.087 0.75 7.0 4.1 4.1 4.0 2.0 5.00 1.00 1.78 0.00 1.33 347 37.2 6.19e+03 0.681 78.7 46.4 4.13 102 0.0258 10.1 860 136 4.46e+04 9.05 211 274 20.0 3.02e+03 0.0603 54.9
11.020905534920345 43 9.903749120823205 19.82304102748225 9.0 9.0 9.0 4.8 0.30 0.66 0.079 0.81 9.0 4.7 4.7 4.0 2.2 4.00 0.837 1.33 0.00 1.15 347 33.9 5.38e+03 4.12 73.3 69.3 6.02 169 0.0885 13.0 996 158 7.90e+04 14.3 281 274 21.6 2.70e+03 0.130 51.9
12.020905534920345 46 9.658159827968095 20.510934370924932 8.0 8.0 8.0 5.1 0.30 0.71 0.084 0.84 9.0 4.8 4.8 4.5 2.2 4.00 0.957 1.46 0.00 1.21 420 50.9 1.07e+04 6.50 104 32.0 4.63 72.3 0.574 8.50 1.64e+03 208 1.34e+05 17.0 366 274 19.7 2.31e+03 0.704 48.1
13.020905534920345 49 9.523005286774348 21.00907519923556 8.0 8.0 8.0 5.5 0.31 0.75 0.082 0.87 11 5.2 6.7 5.0 2.6 4.00 0.939 1.35 0.00 1.16 420 60.4 1.27e+04 9.05 113 44.9 5.03 104 1.16 10.2 1.64e+03 262 1.62e+05 31.5 402 274 20.4 2.67e+03 1.55 51.7
14.020905534920345 50 9.74791444063104 21.33664897921122 9.0 9.0 9.0 5.6 0.31 0.77 0.078 0.88 11 5.2 6.5 4.5 2.5 4.00 0.980 1.33 1.00 1.15 420 60.5 1.24e+04 9.46 111 40.6 4.08 85.9 0.274 9.27 3.02e+03 353 3.54e+05 32.3 595 274 17.3 2.36e+03 0.375 48.6
15.020905534920345 51 9.972185865882489 21.65305640175535 9.0 9.0 9.0 5.7 0.31 0.78 0.080 0.89 11 5.2 6.1 4.0 2.5 4.00 1.00 1.28 1.00 1.13 420 60.3 1.22e+04 9.88 110 29.7 3.36 53.5 0.136 7.32 3.12e+03 387 4.31e+05 36.2 657 274 15.9 2.04e+03 0.267 45.2
16.020905534920345 52 10.298654279101363 21.8513205379141 9.0 9.0 9.0 5.8 0.31 0.80 0.081 0.90 11 5.2 6.3 4.0 2.5 4.00 0.962 1.29 1.00 1.14 420 59.2 1.20e+04 9.46 110 35.4 3.47 43.7 0.361 6.61 4.07e+03 432 8.94e+05 34.3 945 274 15.6 1.97e+03 0.709 44.4
17.020905534920345 52 10.298654279101363 21.8513205379141 9.0 9.0 9.0 5.8 0.31 0.80 0.081 0.90 11 5.2 6.3 4.0 2.5 4.00 0.981 1.27 1.00 1.13 420 59.2 1.20e+04 9.46 110 52.0 2.89 69.8 0.419 8.35 2.96e+03 373 5.13e+05 34.3 716 274 14.5 2.41e+03 0.675 49.0
18.020905534920345 52 10.298654279101363 21.8513205379141 9.0 9.0 9.0 5.8 0.31 0.80 0.081 0.90 11 5.2 6.3 4.0 2.5 4.00 0.981 1.27 1.00 1.13 420 59.2 1.20e+04 9.46 110 51.0 3.85 90.0 0.464 9.49 3.02e+03 380 5.36e+05 34.3 732 274 17.1 2.64e+03 1.05 51.4
19.020905534920345 54 9.998403043155276 22.44317634036281 9.0 9.0 9.0 6.0 0.31 0.83 0.084 0.91 11 5.1 6.0 4.0 2.5 4.00 0.944 1.26 1.00 1.12 420 64.2 1.27e+04 11.5 113 51.1 4.05 87.5 0.530 9.35 3.08e+03 376 5.32e+05 37.1 730 274 17.1 2.53e+03 0.873 50.3
20.020905534920345 55 9.939951044233217 22.699034644862124 9.0 9.0 9.0 6.2 0.31 0.85 0.086 0.92 11 5.2 5.9 5.0 2.4 4.00 0.964 1.26 1.00 1.12 559 73.2 1.69e+04 13.1 130 51.1 4.05 85.6 0.576 9.25 3.14e+03 388 5.36e+05 38.0 732 274 17.0 2.49e+03 1.08 49.9
21.020905534920345 55 9.939951044233217 22.699034644862124 9.0 9.0 9.0 6.2 0.31 0.85 0.086 0.92 11 5.2 5.9 5.0 2.4 4.00 0.982 1.31 1.00 1.15 559 73.2 1.69e+04 13.1 130 50.1 4.12 83.4 0.939 9.13 3.08e+03 408 5.82e+05 38.0 763 274 17.2 2.46e+03 1.31 49.6
22.020905534920345 55 9.939951044233217 22.699034644862124 9.0 9.0 9.0 6.2 0.31 0.85 0.086 0.92 11 5.2 5.9 5.0 2.4 4.00 0.982 1.31 1.00 1.15 559 73.2 1.69e+04 13.1 130 51.1 4.04 86.1 0.749 9.28 3.38e+03 448 7.51e+05 38.0 867 274 16.9 2.47e+03 1.16 49.7
23.020905534920345 55 9.939951044233217 22.699034644862124 9.0 9.0 9.0 6.2 0.31 0.85 0.086 0.92 11 5.2 5.9 5.0 2.4 4.00 0.982 1.31 1.00 1.15 559 73.2 1.69e+04 13.1 130 51.4 4.06 92.3 0.680 9.61 4.03e+03 484 9.72e+05 38.0 986 274 17.0 2.51e+03 1.09 50.1
24.020905534920345 56 9.966782402928544 22.91334527882102 9.0 9.0 9.0 6.3 0.32 0.87 0.087 0.93 11 5.2 5.9 5.0 2.4 4.00 0.964 1.31 1.00 1.14 689 84.2 2.33e+04 13.3 153 52.0 3.99 92.5 0.471 9.62 4.03e+03 487 9.55e+05 43.8 977 274 16.7 2.50e+03 0.923 50.0
25.020905534920345 56 9.966782402928544 22.91334527882102 9.0 9.0 9.0 6.3 0.32 0.87 0.087 0.93 11 5.2 5.9 5.0 2.4 4.00 0.982 1.29 1.00 1.14 689 84.2 2.33e+04 13.3 153 52.0 3.92 93.4 0.471 9.66 4.03e+03 499 9.66e+05 43.8 983 274 16.7 2.51e+03 0.860 50.1
26.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.965 1.32 1.00 1.15 689 89.1 2.43e+04 13.5 156 52.0 3.92 92.7 0.418 9.63 4.03e+03 509 9.91e+05 49.7 996 274 16.4 2.47e+03 0.883 49.7
27.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.0 3.90 91.9 0.438 9.59 4.03e+03 564 1.13e+06 49.7 1.06e+03 274 16.5 2.47e+03 0.883 49.7
28.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.0 3.88 90.2 0.441 9.50 5.41e+03 619 1.63e+06 49.7 1.28e+03 274 16.5 2.47e+03 0.883 49.7
29.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.7 3.84 88.9 0.441 9.43 4.72e+03 595 1.36e+06 49.7 1.17e+03 274 16.4 2.48e+03 0.688 49.8
30.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.4 3.89 91.5 0.490 9.57 5.08e+03 614 1.52e+06 49.7 1.23e+03 274 16.5 2.49e+03 0.754 49.9
31.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.6 3.93 91.3 0.543 9.56 5.08e+03 614 1.52e+06 49.7 1.23e+03 274 16.6 2.49e+03 0.701 49.9
32.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.6 3.92 91.5 0.526 9.57 5.08e+03 614 1.52e+06 49.7 1.23e+03 274 16.5 2.49e+03 0.701 49.9
33.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.6 3.92 91.5 0.525 9.57 5.08e+03 614 1.52e+06 49.7 1.23e+03 274 16.5 2.49e+03 0.701 49.9
34.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.6 3.92 91.5 0.526 9.57 5.08e+03 614 1.52e+06 49.7 1.23e+03 274 16.5 2.49e+03 0.701 49.9
35.020905534920345 57 9.955644930738018 23.22744801655166 9.0 9.0 9.0 6.4 0.32 0.88 0.089 0.94 11 5.1 6.1 5.0 2.5 4.00 0.982 1.30 1.00 1.14 689 89.1 2.43e+04 13.5 156 52.6 3.92 91.5 0.526 9.57 5.08e+03 614 1.52e+06 49.7 1.23e+03 274 16.5 2.49e+03 0.701 49.9
