#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:11+0000 #
#####################################################################
#
# seed = 332.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.9358615707544735 2 11.6591002980178 8.129870004219693 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.0289661313177345 2 11.6591002980178 8.129870004219693 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00136 3.49e-06 0.00136 0.00187 0.00 0.00 0.00 0.00 0.00 0.00268 0.00136 3.49e-06 0.00136 0.00187 274 137 3.76e+04 137 194
2.01534671668903 4 7.360546554845498 8.833815242817483 3.0 3.0 3.0 0.32 0.18 0.017 0.13 0.13 2.0 1.5 0.33 1.5 0.58 1.00 0.250 0.250 0.00 0.500 0.00268 0.00101 1.40e-06 0.000663 0.00119 9.66e+03 3.22e+03 3.11e+07 0.00 5.57e+03 0.00272 0.00102 1.45e-06 0.000663 0.00120 9.66e+03 2.48e+03 2.29e+07 137 4.78e+03
3.01534671668903 8 7.5920029237355635 9.802507480546094 5.0 5.0 5.0 0.64 0.18 0.050 0.061 0.22 4.0 2.3 1.1 2.0 1.0 2.00 0.750 0.786 0.500 0.886 0.00268 0.00101 1.22e-06 0.000663 0.00110 137 77.2 1.92e+03 81.5 43.9 0.00304 0.00135 1.35e-06 0.00117 0.00116 274 147 9.02e+03 150 95.0
4.01534671668903 11 9.124462913707292 9.482940629243137 6.0 6.0 6.0 0.89 0.18 0.073 0.058 0.27 5.0 2.7 2.0 3.0 1.4 3.00 0.636 1.05 0.00 1.03 2.36 0.232 0.500 0.00268 0.707 1.55e+03 157 2.41e+05 0.0225 491 2.36 0.249 0.493 0.0131 0.702 1.55e+03 169 2.18e+05 0.0900 466
5.01534671668903 13 9.848330613714248 10.127960629152362 6.0 6.0 6.0 1.0 0.18 0.088 0.063 0.30 6.0 3.1 3.1 3.0 1.8 5.00 0.846 1.97 0.00 1.41 2.36 0.220 0.421 0.00409 0.649 102 17.1 1.57e+03 0.00835 39.6 2.55 0.600 1.15 0.0136 1.07 274 44.8 8.42e+03 0.0450 91.8
6.01534671668903 16 9.787022617085555 11.234236196699356 7.0 7.0 7.0 1.3 0.19 0.11 0.056 0.33 6.0 3.1 2.8 3.0 1.7 6.00 0.813 2.16 0.500 1.47 21.3 1.51 28.1 0.00569 5.30 113 15.2 1.11e+03 0.185 33.4 21.3 1.84 27.9 0.0141 5.28 274 42.1 7.57e+03 0.369 87.0
7.01534671668903 19 10.075154902539179 12.393894258966716 7.0 7.0 7.0 1.5 0.19 0.13 0.056 0.37 7.0 3.5 2.6 3.0 1.6 6.00 0.789 2.06 0.00 1.44 21.3 1.70 23.9 0.0118 4.89 98.4 13.0 885 0.633 29.8 23.9 3.14 49.0 0.0149 7.00 274 40.2 7.21e+03 0.713 84.9
8.01534671668903 21 9.788827993144087 13.546682836099475 7.0 7.0 7.0 1.7 0.19 0.15 0.052 0.39 7.0 3.3 2.8 3.0 1.7 6.00 0.857 2.23 0.00 1.49 135 8.75 872 0.0136 29.5 58.0 9.06 344 0.394 18.6 135 12.7 902 0.0741 30.0 274 37.8 6.64e+03 0.460 81.5
