#####################################################################
# Alchemist log file - simulation started at: 2025-02-17T17:17+0000 #
#####################################################################
#
# maxResource = 455.7360435978168, maxSuccess = 651.0853258918203, resourceLowerBound = 5.66035428204626, seed = 5
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.6003942962212285 2 12.413157430179773 9.346799252015003 1.0 1.0 1.0 0.32 0.32 0.0 0.32 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00243 0.00243 0.00 0.00243 0.00 NaN NaN NaN NaN NaN 0.00243 0.00243 0.00 0.00243 0.00 456 456 0.00 456 0.00
1.6003942962212285 3 9.942710275157115 9.519617663534328 2.0 2.0 2.0 0.48 0.35 0.029 0.35 0.17 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00243 0.00175 1.37e-06 0.00243 0.00117 0.00 0.00 0.00 0.00 0.00 0.00282 0.00202 1.96e-06 0.00282 0.00140 456 304 6.92e+04 456 263
2.6003942962212285 6 9.2439341212769 8.802631811462872 4.0 4.0 4.0 0.95 0.32 0.15 0.089 0.39 3.0 2.0 0.40 2.0 0.63 2.00 0.667 1.07 0.00 1.03 0.0643 0.0118 0.000662 0.00186 0.0257 1.62e+03 461 6.04e+05 114 777 0.0643 0.0124 0.000650 0.00270 0.0255 1.62e+03 459 3.62e+05 342 602
3.6003942962212285 10 8.61499819947542 8.377945223599074 5.0 5.0 5.0 1.6 0.33 0.28 0.088 0.53 4.0 2.4 0.93 2.5 0.97 3.00 0.500 0.944 0.00 0.972 0.0643 0.00736 0.000403 0.000236 0.0201 741 112 5.81e+04 0.00 241 0.0684 0.0204 0.000999 0.000239 0.0316 741 162 6.32e+04 35.9 251
4.6003942962212285 13 7.734545537412909 8.838835943407346 6.0 6.0 6.0 2.1 0.33 0.37 0.097 0.61 6.0 3.1 2.4 3.0 1.6 3.00 0.692 1.23 0.00 1.11 0.375 0.0345 0.0108 7.38e-05 0.104 170 28.5 3.05e+03 0.0183 55.2 0.375 0.0450 0.0107 7.38e-05 0.103 456 81.0 2.28e+04 0.0522 151
5.6003942962212285 16 7.309155247776372 9.465683313948157 5.0 5.0 5.0 2.5 0.34 0.46 0.088 0.68 7.0 3.6 2.4 3.0 1.5 4.00 0.813 1.63 0.00 1.28 0.668 0.0701 0.0342 0.000274 0.185 149 22.7 2.34e+03 0.00 48.4 0.668 0.103 0.0418 0.000311 0.204 456 73.5 2.06e+04 0.0718 144
6.6003942962212285 18 7.823699463694279 10.238255901094446 5.0 5.0 5.0 2.9 0.34 0.52 0.077 0.72 7.0 3.9 2.5 4.0 1.6 5.00 0.889 2.10 0.00 1.45 4.04 0.291 0.908 0.000842 0.953 121 19.5 1.62e+03 0.136 40.3 4.04 0.399 0.925 0.00272 0.962 456 69.1 1.93e+04 0.226 139
7.6003942962212285 18 7.823699463694279 10.238255901094446 5.0 5.0 5.0 2.9 0.34 0.52 0.077 0.72 7.0 3.9 2.5 4.0 1.6 6.00 1.11 2.58 0.500 1.60 4.04 0.291 0.908 0.000842 0.953 125 11.2 1.09e+03 0.0201 33.0 6.34 1.27 4.15 0.00276 2.04 456 60.4 2.03e+04 0.0345 143
8.600394296221229 21 7.555261286589164 10.79679531636404 6.0 6.0 6.0 3.3 0.35 0.61 0.085 0.78 7.0 4.2 4.5 4.0 2.1 6.00 0.810 2.06 0.00 1.44 4.04 0.264 0.778 0.00129 0.882 138 11.6 975 0.00365 31.2 6.28 1.05 3.70 0.00504 1.92 456 43.8 1.27e+04 0.00731 113
9.600394296221229 26 6.982725086518915 12.35039342825081 7.0 7.0 7.0 4.1 0.35 0.77 0.095 0.88 7.0 4.2 5.2 4.0 2.3 7.00 0.808 2.32 0.00 1.52 12.4 1.22 10.3 0.00369 3.22 138 15.7 1.06e+03 0.0147 32.6 12.4 1.80 11.4 0.0303 3.38 456 45.7 1.07e+04 0.0445 103
10.600394296221229 30 7.857063053865016 12.715661817964603 7.0 7.0 7.0 4.8 0.36 0.89 0.10 0.94 11 5.3 7.9 5.0 2.8 7.00 0.867 2.05 0.00 1.43 12.4 1.16 9.11 0.00500 3.02 159 12.8 1.08e+03 0.00144 32.9 19.4 3.36 31.6 0.0800 5.62 456 38.1 1.03e+04 0.00339 101
11.600394296221229 31 8.12149592564533 13.008226943868967 7.0 7.0 7.0 4.9 0.36 0.92 0.11 0.96 11 5.4 8.1 5.0 2.8 8.00 1.03 2.43 1.00 1.56 12.4 1.43 11.1 0.00504 3.33 80.2 7.82 436 0.00485 20.9 48.5 6.32 104 0.0891 10.2 456 34.4 8.96e+03 0.00784 94.7
12.600394296221229 32 8.151561358523503 13.391616124873423 7.0 7.0 7.0 5.1 0.36 0.95 0.11 0.98 11 5.3 8.2 5.0 2.9 8.00 0.969 2.87 0.00 1.69 96.6 4.40 294 0.0123 17.1 79.6 13.2 728 0.0456 27.0 96.6 8.06 340 0.114 18.4 456 37.0 8.03e+03 0.0684 89.6
13.600394296221229 35 8.260723834955614 14.257218493012378 7.0 7.0 7.0 5.6 0.37 1.0 0.10 1.0 11 5.3 7.5 5.0 2.7 8.00 0.886 2.69 0.00 1.64 123 8.98 719 0.0410 26.8 70.9 12.6 471 0.102 21.7 123 15.7 1.04e+03 0.279 32.2 456 37.6 7.75e+03 0.259 88.1
