#####################################################################
# Alchemist log file - simulation started at: 2024-12-05T09:41+0000 #
#####################################################################
#
# seed = 0.0
#
# The columns have the following meaning: 
# time children-count[min] children-count[max] children-count[mean] local-success[min] local-success[max] local-success[mean] resource[min] resource[max] resource[mean] success[min] success[max] success[mean] local-resource[min] local-resource[max] local-resource[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.15071724896777527 0.00 0.00 0.00 0.00373 0.00373 0.00373 NaN NaN NaN 0.00373 0.00373 0.00373 1.00e+03 1.00e+03 1.00e+03
1.1507172489677753 0.00 1.00 0.500 0.00373 0.251 0.127 0.00 0.00 0.00 0.251 0.255 0.253 0.00 1.00e+03 500
2.1507172489677755 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
3.1507172489677755 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
4.1507172489677755 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
5.1507172489677755 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
6.1507172489677755 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
7.1507172489677755 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
8.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
9.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
10.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
11.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
12.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
13.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
14.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
15.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
16.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
17.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
18.150717248967776 0.00 1.00 0.500 0.00373 0.251 0.127 500 500 500 0.251 0.255 0.253 500 1.00e+03 750
