#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 4.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.8335762378570932 2 1.9010914602927163 1.623530492353657 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00186 0.00186 0.00 0.00186 0.00 NaN NaN NaN NaN NaN 0.00186 0.00186 0.00 0.00186 0.00 350 350 0.00 350 0.00
1.8335762378570932 3 -0.0037472957755131375 0.004403382649713479 2.0 2.0 2.0 0.24 0.15 0.017 0.15 0.13 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0291 0.0109 0.000247 0.00186 0.0157 0.00 0.00 0.00 0.00 0.00 0.0309 0.0303 1.16e-06 0.0309 0.00108 350 233 4.08e+04 350 202
2.009693127016113 5 -0.10918148608061529 -0.21312101404804668 4.0 4.0 4.0 0.40 0.15 0.028 0.083 0.17 2.0 1.6 0.30 2.0 0.55 1.00 0.200 0.200 0.00 0.447 0.0291 0.00639 0.000161 0.000893 0.0127 186 90.3 1.09e+04 87.5 104 0.0309 0.0122 0.000264 0.000893 0.0163 350 142 2.17e+04 175 147
3.009693127016113 9 -0.004161198808018401 -1.4463840710454814 5.0 5.0 5.0 0.73 0.16 0.054 0.076 0.23 4.0 2.2 1.2 2.0 1.1 2.00 0.444 0.528 0.00 0.726 0.186 0.0242 0.00377 7.98e-05 0.0614 248 60.2 8.54e+03 0.179 92.4 0.186 0.0276 0.00370 0.000124 0.0609 350 105 1.90e+04 0.357 138
4.009693127016114 11 -0.14333936253256319 0.044174685229182824 5.0 5.0 5.0 0.89 0.17 0.068 0.071 0.26 4.0 2.2 1.4 2.0 1.2 3.00 0.818 1.16 0.00 1.08 1.25 0.150 0.137 0.000893 0.371 173 43.6 5.41e+03 0.416 73.6 1.25 0.170 0.135 0.000897 0.368 350 87.4 1.67e+04 0.832 129
5.009693127016114 13 -0.06912303448994497 1.6978412566433752 5.0 5.0 5.0 1.1 0.17 0.081 0.065 0.29 4.0 2.3 1.1 2.0 1.0 3.00 0.846 1.31 0.00 1.14 17.2 1.46 22.5 0.00186 4.74 171 21.9 2.56e+03 0.0616 50.6 17.2 1.60 22.2 0.106 4.71 350 64.2 1.40e+04 0.123 118
6.009693127016114 17 -0.09264827813036272 3.580818108694165 6.0 6.0 6.0 1.4 0.18 0.11 0.070 0.33 5.0 2.9 1.2 3.0 1.1 3.00 0.706 1.22 0.00 1.10 19.4 3.36 48.7 0.0291 6.98 79.7 20.6 1.12e+03 0.0361 33.5 19.4 4.64 59.5 0.418 7.71 350 57.7 1.09e+04 0.0574 104
7.009693127016114 20 0.5017354984291631 4.5876569879891935 6.0 6.0 6.0 1.6 0.19 0.13 0.074 0.36 5.0 3.3 1.7 4.0 1.3 3.00 0.850 1.29 0.00 1.14 44.8 5.12 129 0.117 11.4 65.6 14.5 564 0.0139 23.8 62.0 12.6 460 0.472 21.4 350 50.6 9.69e+03 0.456 98.4
8.009693127016114 22 1.068686260959558 5.412517220295235 6.0 6.0 6.0 1.8 0.19 0.14 0.062 0.38 6.0 3.5 1.9 4.0 1.4 5.00 1.05 1.85 0.00 1.36 139 15.6 1.31e+03 0.157 36.2 96.5 13.6 594 0.102 24.4 201 39.0 4.21e+03 1.80 64.9 350 50.3 9.89e+03 0.442 99.5
9.009693127016114 24 1.2428853919664833 6.158832694011582 7.0 7.0 7.0 1.9 0.19 0.16 0.068 0.40 6.0 3.8 2.4 4.0 1.5 5.00 0.917 1.99 0.00 1.41 139 16.3 1.29e+03 0.265 35.9 132 11.2 854 0.0236 29.2 408 51.5 9.41e+03 1.24 97.0 350 38.8 8.03e+03 0.0355 89.6
10.009693127016114 26 0.9703638601884178 6.722137103960003 7.0 7.0 7.0 2.1 0.20 0.17 0.070 0.41 7.0 3.8 3.0 4.0 1.7 5.00 0.923 1.99 0.00 1.41 139 19.3 1.48e+03 0.381 38.4 135 10.7 757 0.201 27.5 429 63.9 1.33e+04 2.77 115 350 37.1 7.60e+03 0.507 87.2
11.009693127016114 27 1.3115955213118657 6.929636149461486 7.0 7.0 7.0 2.2 0.20 0.18 0.072 0.42 7.0 3.9 2.9 4.0 1.7 5.00 0.852 1.59 0.00 1.26 139 18.6 1.43e+03 0.418 37.8 116 7.74 575 0.0363 24.0 429 69.4 1.51e+04 2.53 123 350 30.2 6.61e+03 0.0769 81.3
12.009693127016114 29 2.065795869555249 7.252331914181688 7.0 7.0 7.0 2.3 0.20 0.19 0.076 0.44 7.0 4.0 2.9 4.0 1.7 5.00 0.897 1.67 0.00 1.29 139 17.6 1.34e+03 1.09 36.7 63.0 7.15 208 0.454 14.4 992 125 5.98e+04 5.12 245 350 25.2 4.67e+03 0.479 68.3
13.009693127016114 30 1.9658062190403274 7.1712104345895265 7.0 7.0 7.0 2.4 0.20 0.20 0.077 0.45 7.0 4.3 3.6 5.0 1.9 5.00 0.933 1.58 0.500 1.26 139 17.0 1.31e+03 0.381 36.2 66.7 6.73 225 0.425 15.0 851 94.4 3.92e+04 5.66 198 350 27.9 5.25e+03 0.888 72.4
14.009693127016114 31 1.97284831478019 7.333223942825992 7.0 7.0 7.0 2.5 0.20 0.21 0.080 0.45 8.0 4.5 4.1 5.0 2.0 6.00 0.968 1.90 0.00 1.38 139 17.0 1.27e+03 0.418 35.6 40.6 4.61 101 1.05 10.0 501 80.9 2.44e+04 6.21 156 350 23.9 4.87e+03 1.12 69.8
15.009693127016114 34 2.2517460370076425 8.479702531057328 8.0 8.0 8.0 2.8 0.21 0.23 0.088 0.48 8.0 4.4 4.2 5.0 2.0 6.00 0.882 1.80 0.00 1.34 218 27.9 3.27e+03 1.17 57.2 69.1 6.62 200 0.990 14.1 520 87.9 2.46e+04 6.58 157 350 28.0 5.89e+03 1.03 76.8
