#####################################################################
# Alchemist log file - simulation started at: 2024-12-05T09:41+0000 #
#####################################################################
#
# seed = 1.0
#
# The columns have the following meaning: 
# time children-count[min] children-count[max] children-count[mean] local-success[min] local-success[max] local-success[mean] resource[min] resource[max] resource[mean] success[min] success[max] success[mean] local-resource[min] local-resource[max] local-resource[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1129943035738381 0.00 0.00 0.00 0.00373 0.00373 0.00373 NaN NaN NaN 0.00373 0.00373 0.00373 1.00e+03 1.00e+03 1.00e+03
1.112994303573838 0.00 1.00 0.500 0.00373 0.0267 0.0152 0.00 0.00 0.00 0.0267 0.0304 0.0285 0.00 1.00e+03 500
2.112994303573838 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
3.112994303573838 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
4.1129943035738386 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
5.1129943035738386 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
6.1129943035738386 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
7.1129943035738386 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
8.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
9.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
10.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
11.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
12.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
13.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
14.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
15.112994303573839 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
16.11299430357384 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
17.11299430357384 0.00 1.00 0.500 0.00373 0.0267 0.0152 500 500 500 0.0267 0.0304 0.0285 500 1.00e+03 750
