#####################################################################
# Alchemist log file - simulation started at: 2024-12-05T09:41+0000 #
#####################################################################
#
# seed = 2.0
#
# The columns have the following meaning: 
# time children-count[min] children-count[max] children-count[mean] local-success[min] local-success[max] local-success[mean] resource[min] resource[max] resource[mean] success[min] success[max] success[mean] local-resource[min] local-resource[max] local-resource[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.011451117496857233 0.00 0.00 0.00 0.00373 0.00373 0.00373 NaN NaN NaN 0.00373 0.00373 0.00373 1.00e+03 1.00e+03 1.00e+03
1.0114511174968572 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 0.00 0.00 0.00 2.28e-05 0.00375 0.00189 0.00 1.00e+03 500
2.0114511174968572 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
3.0114511174968572 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
4.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
5.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
6.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
7.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
8.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
9.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
10.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
11.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
12.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
13.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
14.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
15.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
16.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
17.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
18.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
19.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
20.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
21.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
22.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
23.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
24.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
25.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
26.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
27.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
28.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
29.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
30.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
31.011451117496858 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
32.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
33.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
34.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
35.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
36.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
37.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
38.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
39.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
40.01145111749686 0.00 1.00 0.500 2.28e-05 0.00373 0.00187 500 500 500 2.28e-05 0.00375 0.00189 500 1.00e+03 750
