#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 9.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.3762243340573932 2 2.272071030834277 1.0429253237138627 1.0 1.0 1.0 0.21 0.21 0.0 0.21 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00186 0.00186 0.00 0.00186 0.00 NaN NaN NaN NaN NaN 0.00186 0.00186 0.00 0.00186 0.00 350 350 0.00 350 0.00
1.3762243340573932 3 0.03874829539457725 -0.07886304932954147 2.0 2.0 2.0 0.32 0.20 0.029 0.20 0.17 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00910 0.00428 1.75e-05 0.00186 0.00418 0.00 0.00 0.00 0.00 0.00 0.0110 0.0103 1.16e-06 0.0110 0.00108 350 233 4.08e+04 350 202
2.376224334057393 6 -1.4488921791247085 -1.4257320955194082 3.0 3.0 3.0 0.63 0.21 0.057 0.15 0.24 4.0 2.0 1.2 2.0 1.1 2.00 0.667 1.07 0.00 1.03 0.0131 0.00434 2.98e-05 0.00186 0.00545 211 96.5 1.26e+04 87.5 112 0.0131 0.00741 3.41e-05 0.0101 0.00584 350 181 2.47e+04 193 157
3.376224334057393 8 -0.10604753621980023 -2.1703864238222446 4.0 4.0 4.0 0.84 0.22 0.081 0.083 0.28 4.0 2.0 1.1 2.0 1.1 4.00 0.750 1.93 0.00 1.39 0.0131 0.00312 2.59e-05 0.000449 0.00509 281 56.9 1.15e+04 1.40 107 0.0373 0.00920 0.000198 0.000449 0.0141 350 108 2.30e+04 2.11 152
4.376224334057393 11 1.8060210727887864 -1.3347569714295444 5.0 5.0 5.0 1.2 0.22 0.12 0.099 0.34 5.0 2.7 1.8 3.0 1.3 4.00 0.636 1.45 0.00 1.21 0.0131 0.00352 2.96e-05 0.000472 0.00544 104 28.0 2.03e+03 0.236 45.1 0.0250 0.00569 7.12e-05 0.000472 0.00844 350 65.3 1.25e+04 0.442 112
5.376224334057393 16 2.6805173956954587 -0.15525819505535599 6.0 6.0 6.0 1.7 0.23 0.18 0.076 0.42 7.0 3.3 4.1 3.0 2.0 5.00 0.688 1.70 0.00 1.30 0.0676 0.00963 0.000302 0.00132 0.0174 79.4 13.4 526 0.0462 22.9 0.0676 0.0120 0.000305 0.00684 0.0175 350 46.0 8.82e+03 0.385 93.9
6.376224334057393 21 3.0755645278238277 0.9974717530219598 7.0 7.0 7.0 2.2 0.24 0.24 0.069 0.49 8.0 3.7 4.9 3.0 2.2 7.00 0.810 2.56 0.00 1.60 0.995 0.0897 0.0556 0.00332 0.236 54.0 9.82 266 0.687 16.3 0.995 0.106 0.0548 0.0172 0.234 350 38.9 7.14e+03 0.994 84.5
7.376224334057393 23 2.772669312230431 1.350098290491085 7.0 7.0 7.0 2.4 0.24 0.26 0.076 0.51 8.0 4.0 5.6 4.0 2.4 7.00 0.957 2.41 0.00 1.55 6.61 0.370 1.90 0.00332 1.38 106 12.6 964 0.00601 31.0 6.61 0.469 1.89 0.0393 1.37 350 33.3 6.55e+03 0.0120 80.9
8.376224334057394 28 1.4772186269125298 2.5296393828582735 8.0 8.0 8.0 3.0 0.25 0.32 0.092 0.57 9.0 4.1 5.4 4.0 2.3 8.00 0.857 2.57 0.00 1.60 66.8 2.93 159 0.0105 12.6 68.8 10.6 375 0.0160 19.4 66.8 3.35 158 0.0672 12.6 350 31.1 5.74e+03 0.0411 75.7
9.376224334057394 34 1.8802898059648365 3.573239663869318 8.0 8.0 8.0 3.6 0.26 0.40 0.077 0.63 10 4.8 6.9 4.5 2.6 8.00 0.794 2.29 0.00 1.51 279 12.0 2.41e+03 0.0131 49.1 86.9 9.22 381 0.0679 19.5 279 15.0 2.50e+03 0.359 50.0 350 30.0 5.94e+03 0.286 77.0
10.376224334057394 37 2.104866135605787 4.6822704802803825 8.0 8.0 8.0 3.9 0.26 0.43 0.084 0.66 10 4.7 6.7 4.0 2.6 8.00 0.892 2.54 0.00 1.59 488 25.2 8.33e+03 0.0191 91.3 67.2 8.31 344 0.163 18.5 488 38.8 1.10e+04 1.03 105 350 30.4 6.09e+03 0.326 78.0
11.376224334057394 41 1.68169749573223 6.116269505377411 8.0 8.0 8.0 4.3 0.27 0.48 0.083 0.69 10 4.6 6.0 4.0 2.4 8.00 0.878 2.36 0.00 1.54 488 43.2 1.25e+04 0.0273 112 61.4 7.81 203 0.509 14.2 767 79.6 2.81e+04 1.08 167 350 28.1 4.89e+03 0.831 69.9
