#####################################################################
# Alchemist log file - simulation started at: 2024-12-05T09:41+0000 #
#####################################################################
#
# seed = 7.0
#
# The columns have the following meaning: 
# time children-count[min] children-count[max] children-count[mean] local-success[min] local-success[max] local-success[mean] resource[min] resource[max] resource[mean] success[min] success[max] success[mean] local-resource[min] local-resource[max] local-resource[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.8081671403801955 0.00 0.00 0.00 0.00373 0.00373 0.00373 NaN NaN NaN 0.00373 0.00373 0.00373 1.00e+03 1.00e+03 1.00e+03
1.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 0.00 0.00 0.00 0.300 0.304 0.302 0.00 1.00e+03 500
2.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
3.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
4.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
5.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
6.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
7.8081671403801955 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
8.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
9.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
10.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
11.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
12.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
13.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
14.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
15.808167140380196 0.00 1.00 0.500 0.00373 0.300 0.152 500 500 500 0.300 0.304 0.302 500 1.00e+03 750
