#####################################################################
# Alchemist log file - simulation started at: 2024-12-05T09:41+0000 #
#####################################################################
#
# seed = 11.0
#
# The columns have the following meaning: 
# time children-count[min] children-count[max] children-count[mean] local-success[min] local-success[max] local-success[mean] resource[min] resource[max] resource[mean] success[min] success[max] success[mean] local-resource[min] local-resource[max] local-resource[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.5748783522118297 0.00 0.00 0.00 0.00373 0.00373 0.00373 NaN NaN NaN 0.00373 0.00373 0.00373 1.00e+03 1.00e+03 1.00e+03
1.5748783522118297 0.00 1.00 0.500 0.00373 0.0372 0.0205 0.00 0.00 0.00 0.0372 0.0410 0.0391 0.00 1.00e+03 500
2.5748783522118295 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
3.5748783522118295 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
4.5748783522118295 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
5.5748783522118295 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
6.5748783522118295 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
7.5748783522118295 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
8.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
9.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
10.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
11.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
12.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
13.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
14.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
15.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
16.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
17.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
18.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
19.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
20.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
21.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
22.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
23.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
24.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
25.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
26.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
27.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
28.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
29.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
30.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
31.57487835221183 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
32.574878352211826 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
33.574878352211826 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
34.574878352211826 0.00 1.00 0.500 0.00373 0.0372 0.0205 500 500 500 0.0372 0.0410 0.0391 500 1.00e+03 750
