#####################################################################
# Alchemist log file - simulation started at: 2025-02-18T17:56+0000 #
#####################################################################
#
# seed = 0.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
11.0 8 9.290222574279055 17.493916263819923 3.0 3.0 3.0 0.67 0.23 0.046 0.14 0.22 6.0 3.0 2.3 3.0 1.5 3.00 0.875 1.84 0.00 1.36 9.54 3.80 16.8 1.97 4.10 1.53e+05 5.12e+04 5.04e+09 228 7.10e+04 25.9 9.57 64.2 8.19 8.01
12.0 8 9.290222574279055 17.493916263819923 3.0 3.0 3.0 0.67 0.23 0.046 0.14 0.22 6.0 3.0 2.3 3.0 1.5 3.00 0.875 1.84 0.00 1.36 9.54 3.80 16.8 1.97 4.10 1.53e+05 5.12e+04 5.04e+09 228 7.10e+04 25.9 9.57 64.2 8.19 8.01
13.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 1.53e+05 3.72e+04 4.10e+09 31.2 6.40e+04 75.5 23.2 628 9.54 25.1
14.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 1.53e+05 3.72e+04 4.10e+09 31.2 6.40e+04 178 38.5 2.76e+03 15.0 52.5
15.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 1.53e+05 3.72e+04 4.10e+09 31.2 6.40e+04 195 53.9 4.92e+03 15.0 70.2
16.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 1.53e+05 3.72e+04 4.10e+09 31.2 6.40e+04 195 66.1 4.65e+03 52.5 68.2
17.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 6.80e+08 1.21e+08 5.15e+16 160 2.27e+08 195 66.1 4.65e+03 52.5 68.2
18.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 6.80e+08 1.21e+08 5.15e+16 160 2.27e+08 195 66.1 4.65e+03 52.5 68.2
19.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 6.80e+08 1.21e+08 5.15e+16 160 2.27e+08 195 66.1 4.65e+03 52.5 68.2
20.0 11 8.624798217807928 19.683166182093185 4.0 4.0 4.0 0.93 0.24 0.073 0.12 0.27 6.0 2.9 3.1 2.0 1.8 3.00 0.909 1.89 0.00 1.38 75.5 19.0 728 8.12 27.0 6.80e+08 1.21e+08 5.15e+16 160 2.27e+08 195 66.1 4.65e+03 52.5 68.2
21.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 6.80e+08 9.49e+07 4.22e+16 119 2.06e+08 233 99.6 8.04e+03 64.9 89.6
22.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 6.80e+08 9.49e+07 4.22e+16 119 2.06e+08 667 142 3.09e+04 79.6 176
23.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 6.80e+08 9.49e+07 4.22e+16 119 2.06e+08 770 184 5.92e+04 79.6 243
24.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 6.80e+08 9.49e+07 4.22e+16 119 2.06e+08 786 226 8.52e+04 79.6 292
25.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 6.80e+08 9.49e+07 4.22e+16 107 2.06e+08 786 260 8.34e+04 209 289
26.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 1.33e+26 2.05e+25 1.94e+51 196 4.41e+25 786 260 8.34e+04 209 289
27.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 1.33e+26 2.05e+25 1.94e+51 196 4.41e+25 786 260 8.34e+04 209 289
28.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 1.33e+26 2.05e+25 1.94e+51 196 4.41e+25 786 260 8.34e+04 209 289
29.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 1.33e+26 2.05e+25 1.94e+51 196 4.41e+25 786 260 8.34e+04 209 289
30.0 14 8.924086932573406 21.600961729663023 5.0 5.0 5.0 1.2 0.25 0.098 0.15 0.31 6.0 3.6 2.3 4.0 1.5 3.00 0.929 1.92 0.00 1.38 233 62.6 8.09e+03 8.90 90.0 1.33e+26 2.05e+25 1.94e+51 196 4.41e+25 786 260 8.34e+04 209 289
31.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 1.33e+26 1.69e+25 1.64e+51 51.9 4.05e+25 786 287 7.14e+04 227 267
32.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 1.33e+26 1.69e+25 1.64e+51 51.9 4.05e+25 1.23e+03 346 1.23e+05 227 351
33.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 1.33e+26 1.69e+25 1.64e+51 51.9 4.05e+25 1.67e+03 404 2.22e+05 227 471
34.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 1.33e+26 1.69e+25 1.64e+51 51.9 4.05e+25 1.77e+03 463 3.27e+05 227 572
35.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 1.33e+26 1.69e+25 1.64e+51 51.9 4.05e+25 1.79e+03 522 4.26e+05 227 653
36.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 1.33e+26 1.69e+25 1.64e+51 35.9 4.05e+25 1.79e+03 569 4.28e+05 380 655
37.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 4.23e+74 2.72e+73 1.05e+148 67.4 1.02e+74 1.79e+03 569 4.28e+05 380 655
38.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 4.23e+74 2.72e+73 1.05e+148 67.4 1.02e+74 1.79e+03 569 4.28e+05 380 655
39.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 4.23e+74 2.72e+73 1.05e+148 67.4 1.02e+74 1.79e+03 569 4.28e+05 380 655
40.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 4.23e+74 2.72e+73 1.05e+148 67.4 1.02e+74 1.79e+03 569 4.28e+05 380 655
41.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 4.23e+74 2.72e+73 1.05e+148 67.4 1.02e+74 1.79e+03 569 4.28e+05 380 655
42.0 17 9.193002515304014 23.634068139032927 6.0 6.0 6.0 1.4 0.26 0.12 0.11 0.35 7.0 3.5 2.9 3.0 1.7 3.00 0.941 1.93 0.00 1.39 449 124 2.54e+04 48.5 160 4.23e+74 2.72e+73 1.05e+148 67.4 1.02e+74 1.79e+03 569 4.28e+05 380 655
43.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 23.9 9.44e+73 1.79e+03 545 3.64e+05 397 603
44.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 23.9 9.44e+73 1.79e+03 585 3.87e+05 397 622
45.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 23.9 9.44e+73 2.02e+03 625 4.72e+05 397 687
46.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 23.9 9.44e+73 2.46e+03 664 5.90e+05 397 768
47.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 23.9 9.44e+73 2.56e+03 704 7.14e+05 397 845
48.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 23.9 9.44e+73 2.58e+03 743 8.35e+05 397 914
49.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 4.23e+74 2.31e+73 8.92e+147 20.7 9.44e+73 2.58e+03 775 8.49e+05 397 921
50.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
51.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
52.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
53.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
54.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
55.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
56.0 20 9.060493712695699 25.539322936182227 7.0 7.0 7.0 1.7 0.27 0.15 0.12 0.39 7.0 3.7 2.7 4.0 1.7 3.00 0.950 1.94 0.00 1.39 449 167 3.27e+04 64.9 181 3.81e+136 2.51e+135 7.70e+271 25.9 8.78e+135 2.58e+03 775 8.49e+05 397 921
57.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.58e+03 700 7.72e+05 380 879
58.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.58e+03 708 7.69e+05 380 877
59.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.58e+03 716 7.79e+05 380 883
60.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.58e+03 724 8.02e+05 380 896
61.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.64e+03 732 8.33e+05 380 913
62.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.74e+03 740 8.64e+05 380 930
63.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 16.7 8.20e+135 2.76e+03 748 8.96e+05 380 947
64.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 3.81e+136 2.19e+135 6.73e+271 17.7 8.20e+135 2.76e+03 754 9.02e+05 380 950
65.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
66.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
67.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
68.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
69.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
70.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
71.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
72.0 23 8.909207315399689 27.386781385419386 8.0 8.0 8.0 1.9 0.28 0.18 0.13 0.42 7.0 3.9 2.8 4.0 1.7 3.00 0.957 1.95 0.00 1.40 449 172 2.86e+04 154 169 5.22e+115 2.38e+114 1.18e+230 17.3 1.09e+115 2.76e+03 754 9.02e+05 380 950
73.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 676 8.43e+05 232 918
74.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 675 8.44e+05 224 919
75.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 674 8.44e+05 224 919
76.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 673 8.43e+05 224 918
77.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 673 8.41e+05 224 917
78.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 672 8.38e+05 224 915
79.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.76e+03 671 8.34e+05 224 913
80.0 26 7.950014282192173 28.33949246861957 8.0 8.0 8.0 2.2 0.29 0.21 0.14 0.46 7.0 3.9 3.1 4.0 1.8 3.00 0.962 1.96 0.00 1.40 449 161 2.64e+04 100 162 5.22e+115 2.11e+114 1.05e+230 4.64 1.02e+115 2.74e+03 670 8.31e+05 224 912
