#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 2.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.011451117496857233 2 -0.9834962594020091 -2.298420132991846 1.0 1.0 1.0 0.22 0.22 0.0 0.22 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00186 0.00186 0.00 0.00186 0.00 NaN NaN NaN NaN NaN 0.00186 0.00186 0.00 0.00186 0.00 350 350 0.00 350 0.00
1.0114511174968572 3 -0.688812945273798 0.1340568930655106 2.0 2.0 2.0 0.33 0.25 0.015 0.25 0.12 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.00186 0.00125 1.14e-06 0.00186 0.00107 0.00 0.00 0.00 0.00 0.00 0.00187 0.00125 1.16e-06 0.00187 0.00108 350 233 4.08e+04 350 202
2.0114511174968572 6 0.4730339785306912 -0.19002053239514413 4.0 4.0 4.0 0.66 0.23 0.071 0.094 0.27 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.439 0.102 0.0318 0.00186 0.178 2.88e+04 7.24e+03 2.06e+08 87.5 1.44e+04 0.439 0.158 0.0259 0.169 0.161 2.88e+04 4.94e+03 1.36e+08 263 1.17e+04
3.0114511174968572 9 1.795871086226572 2.0745943156105695 5.0 5.0 5.0 1.0 0.23 0.12 0.061 0.34 3.0 2.2 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 0.738 0.185 0.0684 0.0204 0.261 236 58.7 7.91e+03 0.00793 88.9 0.738 0.302 0.0936 0.300 0.306 350 104 1.86e+04 0.0159 136
4.011451117496858 13 1.2323512802056487 4.212641556522282 6.0 6.0 6.0 1.4 0.24 0.18 0.072 0.42 4.0 2.5 1.1 3.0 1.1 3.00 0.615 0.923 0.00 0.961 8.53 0.863 5.37 0.186 2.32 109 21.9 1.45e+03 0.198 38.1 8.53 1.08 5.24 0.300 2.29 350 63.1 1.30e+04 0.393 114
5.011451117496858 18 -0.049645097980221355 5.277090571019104 6.0 6.0 6.0 2.0 0.24 0.25 0.074 0.50 5.0 3.2 1.6 4.0 1.3 3.00 0.667 1.06 0.00 1.03 10.5 1.59 10.1 0.194 3.18 85.2 15.4 717 0.964 26.8 10.5 2.32 12.6 0.683 3.55 350 48.8 9.68e+03 2.03 98.4
6.011451117496858 19 -0.07889131613450333 5.805458464256276 6.0 6.0 6.0 2.1 0.25 0.27 0.069 0.52 5.0 3.3 1.5 4.0 1.2 4.00 0.947 1.50 1.00 1.22 76.1 5.51 302 0.201 17.4 64.8 10.6 448 1.56 21.2 76.1 8.07 301 1.25 17.4 350 49.5 1.04e+04 2.37 102
7.011451117496858 22 0.2511784326037683 6.161416431526425 6.0 6.0 6.0 2.4 0.25 0.31 0.060 0.56 7.0 3.7 2.3 4.0 1.5 4.00 0.909 1.13 1.00 1.06 76.1 6.76 329 0.250 18.1 69.8 10.8 432 0.0402 20.8 86.6 17.1 820 1.54 28.6 350 43.2 8.90e+03 0.0963 94.3
8.011451117496858 27 0.24003637941058084 6.83143697394343 7.0 7.0 7.0 3.0 0.25 0.39 0.059 0.62 8.0 4.2 3.2 5.0 1.8 4.00 0.815 1.08 0.00 1.04 310 17.4 3.68e+03 0.300 60.7 84.9 8.99 340 0.0720 18.4 310 31.5 4.34e+03 1.64 65.9 350 34.9 6.77e+03 0.116 82.3
