#####################################################################
# Alchemist log file - simulation started at: 2024-12-05T09:41+0000 #
#####################################################################
#
# seed = 8.0
#
# The columns have the following meaning: 
# time children-count[min] children-count[max] children-count[mean] local-success[min] local-success[max] local-success[mean] resource[min] resource[max] resource[mean] success[min] success[max] success[mean] local-resource[min] local-resource[max] local-resource[mean] 
0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.42224729628171587 0.00 0.00 0.00 0.00373 0.00373 0.00373 NaN NaN NaN 0.00373 0.00373 0.00373 1.00e+03 1.00e+03 1.00e+03
1.4222472962817159 0.00 1.00 0.500 0.00373 0.319 0.161 0.00 0.00 0.00 0.319 0.323 0.321 0.00 1.00e+03 500
2.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
3.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
4.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
5.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
6.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
7.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
8.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
9.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
10.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
11.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
12.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
13.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
14.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
15.422247296281716 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
16.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
17.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
18.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
19.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
20.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
21.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
22.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
23.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
24.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
25.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
26.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
27.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
28.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
29.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
30.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
31.422247296281718 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
32.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
33.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
34.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
35.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
36.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
37.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
38.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
39.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
40.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
41.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
42.42224729628172 0.00 1.00 0.500 0.00373 0.319 0.161 500 500 500 0.319 0.323 0.321 500 1.00e+03 750
43.42224729628172 0.00 1.00 0.667 0.00373 0.319 0.109 500 500 500 0.319 0.323 0.322 500 1.00e+03 833
44.42224729628172 0.00 2.00 0.500 2.36e-05 9.30 2.41 0.00 506 335 2.36e-05 9.30 2.48 0.00 1.00e+03 501
45.42224729628172 0.00 2.00 0.750 2.36e-05 9.30 2.41 0.0492 333 222 2.36e-05 9.62 7.13 0.0492 1.00e+03 500
46.42224729628172 0.00 2.00 0.750 2.36e-05 9.30 2.41 0.00163 333 222 2.36e-05 9.62 7.13 0.00163 1.00e+03 500
47.42224729628172 0.00 2.00 1.00 0.00373 9.30 3.21 333 333 333 9.30 9.62 9.51 333 1.00e+03 667
48.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 333 333 333 9.30 9.62 9.51 333 1.00e+03 667
49.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
50.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
51.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
52.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
53.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
54.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
55.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
56.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
57.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
58.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
59.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
60.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
61.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
62.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
63.42224729628172 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
64.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
65.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
66.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
67.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
68.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
69.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
70.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
71.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
72.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
73.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
74.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
75.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
76.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
77.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
78.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
79.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
80.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
81.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
82.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
83.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
84.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
85.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
86.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
87.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
88.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
89.42224729628171 0.00 1.00 0.667 0.00373 9.30 3.21 250 250 250 9.30 9.62 9.51 250 1.00e+03 583
90.42224729628171 0.00 1.00 0.750 0.00373 9.30 2.41 250 250 250 9.30 9.62 9.54 250 1.00e+03 688
91.42224729628171 0.00 2.00 0.500 1.83e-05 9.30 2.35 0.00 500 200 1.83e-05 9.62 5.51 0.00 1.00e+03 375
92.42224729628171 0.00 3.00 1.00 1.83e-05 9.30 2.35 0.00 222 133 1.83e-05 13.8 6.26 0.00 1.00e+03 389
93.42224729628171 0.00 3.00 0.833 1.83e-05 9.30 2.35 0.00143 375 150 1.83e-05 14.1 7.75 0.00143 1.00e+03 385
94.42224729628171 0.00 3.00 0.833 1.83e-05 9.30 2.35 0.000973 375 150 1.83e-05 14.1 7.75 0.000973 1.00e+03 385
95.42224729628171 0.00 3.00 1.25 0.00373 9.30 3.53 187 375 250 4.49 14.1 11.6 187 1.00e+03 578
96.42224729628171 0.00 1.00 0.750 0.00373 9.30 3.53 187 375 250 4.49 14.1 11.6 187 1.00e+03 578
97.42224729628171 0.00 1.00 0.750 0.00373 9.30 3.53 125 250 167 4.49 14.1 11.6 125 1.00e+03 469
