#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T09:23+0000 #
#####################################################################
#
# maxChildren = 3.0, maxResource = 3.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 0.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[variance] network-diameter[median] network-diameter[StandardDeviation] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
278.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
279.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
280.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
281.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
282.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
283.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
284.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
285.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.4 4.80 53.0 0.00372 7.28 2.91e+03 494 6.73e+05 141 820
286.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.87 55.6 0.00372 7.46 2.91e+03 494 6.73e+05 141 820
287.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
288.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
289.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
290.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
291.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
292.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
293.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
294.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
295.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
296.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
297.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
298.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
299.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
300.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
301.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
302.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
303.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
304.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
305.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
306.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
307.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
308.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
309.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
310.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
311.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
312.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 23.8 4.40 49.4 0.00279 7.03 2.91e+03 494 6.73e+05 141 820
313.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.47 52.1 0.00279 7.22 2.91e+03 494 6.73e+05 141 820
314.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
315.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
316.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
317.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
318.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
319.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
320.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
321.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
322.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
323.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
324.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
325.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
326.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
327.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
328.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
329.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
330.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
331.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
332.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
333.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
334.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
335.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
336.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
337.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
338.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
339.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.1 4.42 50.4 0.00275 7.10 2.91e+03 494 6.73e+05 141 820
340.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.49 53.1 0.00275 7.29 2.91e+03 494 6.73e+05 141 820
341.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
342.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
343.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
344.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
345.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
346.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
347.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
348.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
349.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
350.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
351.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
352.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
353.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
354.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
355.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
356.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
357.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
358.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
359.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
360.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
361.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
362.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
363.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
364.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
365.0 42 -2.7765311010751565 23.759800861463127 11 11 0.0 11 0.0 3.5 0.30 0.37 0.13 0.61 11 5.0 5.3 5.0 2.3 3.00 0.976 1.93 0.00 1.39 449 123 2.07e+04 52.0 144 24.4 4.47 51.6 0.00277 7.18 2.91e+03 494 6.73e+05 141 820
