#####################################################################
# Alchemist log file - simulation started at: 2025-02-10T16:29+0000 #
#####################################################################
#
# maxResource = 350.0, maxSuccess = 500.0, resourceLowerBound = 5.0, seed = 1.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] network-degree[max] network-degree[mean] network-degree[variance] network-degree[median] network-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1129943035738381 2 -2.174133641308623 1.2341567605981454 1.0 1.0 1.0 0.19 0.19 0.0 0.19 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00186 0.00186 0.00 0.00186 0.00 NaN NaN NaN NaN NaN 0.00186 0.00186 0.00 0.00186 0.00 350 350 0.00 350 0.00
1.112994303573838 3 -0.6085820926213629 -0.6162442219302413 2.0 2.0 2.0 0.28 0.17 0.023 0.17 0.15 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0133 0.00569 4.39e-05 0.00186 0.00663 0.00 0.00 0.00 0.00 0.00 0.0152 0.0146 1.16e-06 0.0152 0.00108 350 233 4.08e+04 350 202
2.112994303573838 6 -2.045178642082675 -0.848079690859663 4.0 4.0 4.0 0.56 0.17 0.048 0.057 0.22 3.0 2.3 0.67 2.5 0.82 2.00 0.667 1.07 0.00 1.03 0.198 0.0358 0.00631 0.00186 0.0794 199 93.6 1.18e+04 87.5 109 0.198 0.0402 0.00600 0.0143 0.0774 350 179 2.46e+04 187 157
3.112994303573838 9 -2.59883131111245 -0.1872794582093551 5.0 5.0 5.0 0.84 0.18 0.073 0.081 0.27 4.0 2.4 1.3 2.0 1.1 3.00 0.556 1.03 0.00 1.01 0.198 0.0523 0.00639 0.00186 0.0799 266 62.4 9.53e+03 0.132 97.6 0.213 0.0977 0.00993 0.0888 0.0996 350 107 1.97e+04 0.263 140
4.1129943035738386 12 -4.544803563303476 1.7921988295048132 6.0 6.0 6.0 1.1 0.19 0.099 0.11 0.32 4.0 2.3 1.5 2.0 1.2 4.00 0.750 1.48 0.00 1.22 6.20 0.560 3.16 0.00760 1.78 87.5 16.5 909 0.00504 30.2 6.20 0.643 3.09 0.0664 1.76 350 62.8 1.41e+04 0.0122 119
5.1129943035738386 16 -4.526543860850193 2.433531681180149 6.0 6.0 6.0 1.5 0.19 0.14 0.062 0.37 6.0 2.9 2.1 3.0 1.5 4.00 0.688 1.30 0.00 1.14 14.5 1.33 14.7 0.00812 3.84 86.2 18.7 1.10e+03 0.00586 33.1 14.5 1.77 16.1 0.0316 4.01 350 52.8 9.77e+03 0.240 98.8
6.1129943035738386 20 -3.89563498134689 4.1652839424519055 7.0 7.0 7.0 1.9 0.20 0.17 0.066 0.42 6.0 2.8 2.0 3.0 1.4 4.00 0.750 1.46 0.00 1.21 123 7.63 755 0.0162 27.5 50.4 14.7 498 0.00685 22.3 123 9.34 752 0.0884 27.4 350 48.3 7.94e+03 0.0176 89.1
7.1129943035738386 24 -4.385847078133563 5.375728059750618 7.0 7.0 7.0 2.2 0.20 0.21 0.061 0.46 6.0 3.7 2.2 4.0 1.5 4.00 0.792 1.48 0.00 1.22 123 9.35 786 0.0664 28.0 72.5 10.5 449 0.0111 21.2 138 17.0 1.44e+03 0.957 38.0 350 45.6 9.62e+03 0.0284 98.1
8.112994303573839 25 -4.281013236243231 5.698810944832665 7.0 7.0 7.0 2.3 0.20 0.22 0.061 0.47 7.0 3.8 2.3 4.0 1.5 4.00 0.920 1.66 0.00 1.29 123 10.3 775 0.0888 27.8 77.6 7.61 360 0.000286 19.0 216 26.8 3.49e+03 1.29 59.1 350 33.6 6.57e+03 0.000540 81.0
9.112994303573839 29 -4.213142241475676 6.94485145539329 7.0 7.0 7.0 2.7 0.21 0.26 0.062 0.51 8.0 4.0 3.1 4.0 1.8 4.00 0.862 1.55 0.00 1.25 172 16.5 1.59e+03 0.198 39.9 91.5 10.0 462 0.0686 21.5 219 39.0 4.95e+03 3.47 70.4 350 35.6 6.68e+03 0.137 81.8
10.112994303573839 31 -4.401858491224823 6.990570678842621 7.0 7.0 7.0 2.9 0.21 0.27 0.060 0.52 9.0 4.2 3.6 4.0 1.9 4.00 0.903 1.49 0.00 1.22 172 16.0 1.49e+03 0.198 38.7 89.3 8.39 347 0.884 18.6 256 58.7 8.40e+03 3.47 91.7 350 34.0 6.19e+03 1.18 78.7
11.112994303573839 35 -4.524384935190851 8.086232731184706 8.0 8.0 8.0 3.3 0.21 0.31 0.055 0.56 9.0 4.5 4.3 4.0 2.1 4.00 0.857 1.48 0.00 1.22 450 28.7 6.71e+03 0.628 81.9 69.9 8.05 277 0.0297 16.7 450 74.8 1.41e+04 7.81 119 350 31.4 6.18e+03 0.0597 78.6
12.112994303573839 38 -3.8859792207147668 8.88215279354069 8.0 8.0 8.0 3.5 0.22 0.34 0.051 0.58 9.0 4.4 4.1 4.0 2.0 4.00 0.921 1.43 0.500 1.19 450 38.6 9.97e+03 1.41 99.9 69.8 6.38 200 0.0907 14.2 621 109 2.91e+04 12.0 170 350 27.8 5.51e+03 0.167 74.2
13.112994303573839 42 -3.6136865780769263 9.59857969386988 8.0 8.0 8.0 3.9 0.22 0.38 0.057 0.61 10 4.6 5.2 4.0 2.3 5.00 0.881 1.42 0.500 1.19 450 52.2 1.39e+04 1.67 118 69.6 6.41 182 0.397 13.5 857 142 5.20e+04 14.4 228 350 25.7 4.93e+03 0.657 70.2
