#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:32+0000 #
#####################################################################
#
# seed = 245.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.12958108795200118 2 10.058282084338664 7.50067945260214 1.0 1.0 1.0 1.0 3.4 3.4 0.0 3.4 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.1295810879520012 3 9.741957138311816 9.97379532672455 2.0 2.0 2.0 2.0 5.1 2.7 12 2.7 3.4 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.000518 0.000346 8.88e-08 0.000518 0.000298 0.00 0.00 0.00 0.00 0.00 0.000520 0.000348 8.95e-08 0.000520 0.000299 298 199 2.96e+04 298 172
2.129581087952001 6 9.891261110521418 9.351550469131775 3.0 4.0 4.0 4.0 10 2.2 20 0.099 4.5 3.0 2.0 0.80 2.0 0.89 2.00 0.667 1.07 0.00 1.03 0.411 0.0758 0.0272 0.000518 0.165 3.66e+04 9.18e+03 3.34e+08 74.5 1.83e+04 0.411 0.0902 0.0251 0.0433 0.159 3.66e+04 6.22e+03 2.21e+08 224 1.49e+04
3.129581087952001 9 8.04330504620386 10.49331820947423 4.0 5.0 5.0 5.0 15 2.1 29 0.064 5.4 3.0 2.2 0.94 3.0 0.97 3.00 0.556 1.03 0.00 1.01 0.716 0.134 0.0654 0.000518 0.256 201 50.0 5.75e+03 0.00489 75.8 0.716 0.230 0.0775 0.0316 0.278 298 88.6 1.35e+04 0.00979 116
4.129581087952001 13 7.916854753034007 12.510034606984116 6.0 6.0 6.0 6.0 22 2.0 41 0.073 6.4 5.0 2.8 2.0 3.0 1.4 3.00 0.615 0.923 0.00 0.961 3.49 0.368 0.927 0.0139 0.963 94.7 18.6 1.08e+03 0.000531 32.8 3.49 0.547 0.980 0.0316 0.990 298 53.7 9.51e+03 0.00104 97.5
5.129581087952001 17 6.344345500143899 14.357076300390206 7.0 7.0 7.0 7.0 29 2.0 53 0.076 7.3 7.0 3.5 3.5 3.0 1.9 4.00 0.765 1.44 0.00 1.20 3.52 0.685 1.46 0.0316 1.21 67.4 13.8 487 0.000210 22.1 4.28 1.04 2.12 0.0739 1.46 298 47.3 7.59e+03 0.000418 87.1
6.129581087952001 20 6.712604433077999 15.725393534621611 9.0 7.0 7.0 7.0 34 2.0 61 0.089 7.8 8.0 3.9 5.7 3.5 2.4 4.00 0.800 1.12 0.500 1.06 21.9 1.91 23.8 0.0585 4.88 79.2 11.0 508 0.0300 22.5 21.9 2.91 25.4 1.09 5.04 298 39.9 7.31e+03 0.0450 85.5
7.129581087952001 26 6.962842533027875 17.27825208386565 10.0 7.0 7.0 7.0 45 2.0 79 0.070 8.9 8.0 4.3 5.5 4.0 2.3 4.00 0.731 1.40 0.00 1.19 87.5 5.20 301 0.266 17.3 58.7 9.54 208 1.95 14.4 87.5 7.43 313 1.09 17.7 298 34.0 5.67e+03 3.03 75.3
8.129581087952001 29 6.792265442466513 18.47934081821081 13.0 7.0 7.0 7.0 50 2.0 88 0.078 9.4 9.0 4.7 5.2 4.0 2.3 4.00 0.897 1.24 1.00 1.11 89.0 9.45 530 0.411 23.0 59.1 7.53 198 0.974 14.1 109 16.3 855 3.82 29.2 298 31.4 5.34e+03 1.86 73.1
9.129581087952001 34 6.786120215312981 20.118185205065835 15.0 8.0 8.0 8.0 58 2.0 1.0e+02 0.073 10 9.0 4.8 5.8 5.0 2.4 4.00 0.853 1.22 0.500 1.10 107 15.5 882 1.09 29.7 59.3 6.96 183 0.267 13.5 198 29.9 2.28e+03 5.79 47.8 298 28.1 4.84e+03 0.648 69.6
10.129581087952001 36 7.089280100042522 20.492173028380655 16.0 8.0 8.0 8.0 62 2.0 1.1e+02 0.073 10 9.0 4.8 5.6 5.0 2.4 4.00 0.972 1.40 1.00 1.18 127 18.2 1.19e+03 1.09 34.5 49.8 5.55 108 0.497 10.4 252 49.9 5.07e+03 5.79 71.2 298 25.9 3.88e+03 1.08 62.3
11.129581087952001 37 6.911914266239956 20.808224538437827 17.0 8.0 8.0 8.0 64 2.0 1.1e+02 0.068 11 9.0 4.8 5.7 5.0 2.4 4.00 0.946 1.39 1.00 1.18 127 18.3 1.16e+03 1.13 34.0 51.0 6.40 119 2.31 10.9 441 68.4 1.12e+04 7.20 106 298 26.3 3.92e+03 3.07 62.6
12.129581087952001 38 6.763220832453141 21.097281125887772 18.0 8.0 8.0 8.0 65 2.0 1.1e+02 0.062 11 9.0 4.9 5.6 5.0 2.4 4.00 0.947 1.40 1.00 1.18 127 18.4 1.13e+03 1.67 33.6 56.9 6.51 136 1.86 11.7 592 84.2 1.95e+04 7.55 140 298 26.7 4.20e+03 3.22 64.8
13.129581087952001 40 7.006428673532166 21.58837195359761 18.0 9.0 9.0 9.0 69 2.0 1.2e+02 0.066 11 9.0 5.0 5.8 5.5 2.4 4.00 0.925 1.46 0.500 1.21 127 21.1 1.28e+03 2.84 35.8 58.1 6.16 141 1.05 11.9 607 101 3.09e+04 7.99 176 298 25.6 4.13e+03 1.92 64.2
14.129581087952001 41 6.8856821093855345 21.973899536306885 18.0 9.0 9.0 9.0 70 2.0 1.2e+02 0.067 11 9.0 4.9 6.0 5.0 2.4 4.00 0.951 1.40 1.00 1.18 127 21.4 1.25e+03 3.47 35.4 58.9 6.01 139 0.802 11.8 661 104 3.09e+04 19.7 176 298 25.4 4.13e+03 2.14 64.3
15.129581087952001 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.952 1.36 1.00 1.17 127 22.7 1.29e+03 3.48 36.0 58.8 5.83 136 0.833 11.6 676 115 3.92e+04 27.1 198 298 25.0 4.04e+03 2.04 63.6
16.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.0 5.84 129 2.24 11.3 711 122 4.48e+04 27.1 212 298 24.9 3.97e+03 2.59 63.0
17.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.0 5.85 130 2.20 11.4 758 129 5.15e+04 27.1 227 298 25.0 3.98e+03 2.44 63.1
18.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.0 5.84 131 2.01 11.4 795 133 5.59e+04 27.1 236 298 25.1 4.01e+03 2.40 63.3
19.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.0 5.84 133 2.08 11.5 843 141 6.61e+04 27.1 257 298 25.2 4.03e+03 2.30 63.5
20.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.1 5.83 134 2.00 11.6 907 145 7.13e+04 27.1 267 298 25.3 4.05e+03 2.16 63.7
21.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.1 5.82 135 1.83 11.6 955 148 7.70e+04 27.1 278 298 25.3 4.06e+03 2.12 63.8
22.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.2 5.82 135 1.84 11.6 955 148 7.70e+04 27.1 278 298 25.3 4.07e+03 2.04 63.8
23.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.2 5.82 135 1.84 11.6 955 148 7.70e+04 27.1 278 298 25.3 4.07e+03 2.04 63.8
24.129581087952 42 7.013960529876109 22.40160835766511 19.0 9.0 9.0 9.0 72 2.0 1.3e+02 0.069 11 9.0 4.9 5.8 4.5 2.4 4.00 0.976 1.39 1.00 1.18 127 22.7 1.29e+03 3.48 36.0 59.2 5.82 135 1.84 11.6 955 148 7.70e+04 27.1 278 298 25.3 4.07e+03 2.04 63.8
