#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:32+0000 #
#####################################################################
#
# seed = 370.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.6556294843786226 2 10.848760681900695 12.351511281040231 1.0 1.0 1.0 1.0 0.25 0.25 0.0 0.25 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.6556294843786226 3 11.69939337806543 10.34585769234881 2.0 2.0 2.0 2.0 0.38 0.24 0.037 0.24 0.19 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0347 0.0119 0.000388 0.000518 0.0197 0.00 0.00 0.00 0.00 0.00 0.0352 0.0350 8.95e-08 0.0352 0.000299 298 199 2.96e+04 298 172
2.655629484378623 6 10.97406098672104 10.379476589782739 3.0 4.0 4.0 4.0 0.75 0.23 0.090 0.084 0.30 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 1.12 0.192 0.205 0.000518 0.453 151 75.1 7.52e+03 74.5 86.7 1.12 0.204 0.200 0.0349 0.448 298 149 1.78e+04 150 133
3.655629484378623 9 10.345682288809282 11.962282840330293 4.0 5.0 5.0 5.0 1.1 0.23 0.14 0.070 0.38 4.0 2.2 1.2 2.0 1.1 3.00 0.556 1.03 0.00 1.01 10.9 1.34 13.0 0.000518 3.61 202 50.1 5.77e+03 0.0231 76.0 10.9 1.59 12.5 0.000732 3.54 298 88.7 1.35e+04 0.0461 116
4.655629484378623 12 9.547217192635054 13.522594339680344 6.0 6.0 6.0 6.0 1.5 0.23 0.19 0.064 0.44 5.0 2.8 2.0 3.0 1.4 4.00 0.750 1.48 0.00 1.22 21.5 2.81 44.5 0.00493 6.67 74.5 20.3 1.21e+03 0.000783 34.8 21.5 3.91 49.8 0.0380 7.05 298 62.1 1.09e+04 0.0152 105
5.655629484378623 16 10.259929059426495 14.960941744020834 9.0 7.0 7.0 7.0 2.0 0.24 0.26 0.047 0.51 6.0 3.1 2.1 3.0 1.5 5.00 0.750 1.80 0.00 1.34 21.5 2.47 33.9 0.0235 5.82 79.4 15.9 777 0.000834 27.9 32.4 6.01 93.3 0.273 9.66 298 53.3 9.28e+03 0.0228 96.3
6.035814374633556 20 9.977626470549884 16.74523339295026 9.0 8.0 8.0 8.0 2.5 0.24 0.32 0.058 0.57 6.0 3.5 2.3 3.5 1.5 5.00 0.850 1.71 0.00 1.31 21.5 3.04 30.4 0.273 5.51 62.1 12.8 514 8.29e-05 22.7 34.0 7.25 125 1.38 11.2 298 48.5 8.43e+03 0.00226 91.8
7.035814374633556 24 9.39049425875423 18.155828820378854 11.0 8.0 8.0 8.0 3.0 0.25 0.39 0.061 0.62 7.0 3.8 2.6 4.0 1.6 5.00 0.792 1.48 0.00 1.22 47.4 6.06 123 0.625 11.1 123 10.6 683 0.0937 26.1 47.4 11.6 245 2.06 15.7 298 35.2 6.22e+03 0.179 78.9
8.021225387211814 25 9.126220802008072 18.749338309873284 11.0 8.0 8.0 8.0 3.1 0.25 0.41 0.063 0.64 7.0 3.8 2.8 4.0 1.7 5.00 0.920 1.58 1.00 1.26 47.4 7.63 179 0.770 13.4 122 10.1 641 1.04 25.3 57.0 18.3 504 2.62 22.4 298 33.7 5.93e+03 1.31 77.0
