#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:33+0000 #
#####################################################################
#
# seed = 496.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.5102627987817072 2 12.405479280829088 9.319067235696522 1.0 1.0 1.0 1.0 0.31 0.31 0.0 0.31 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.5102627987817072 3 13.22827461893261 9.17404764865411 2.0 1.0 1.0 1.0 0.46 0.45 1.7e-05 0.45 0.0042 2.0 2.0 0.0 2.0 0.0 1.00 0.667 0.333 1.00 0.577 0.000518 0.000372 6.38e-08 0.000518 0.000253 0.00 0.00 0.00 0.00 0.00 0.000599 0.000426 8.95e-08 0.000599 0.000299 298 199 2.96e+04 298 172
2.5102627987817074 6 13.386693381232694 9.367089505085051 3.0 3.0 3.0 3.0 0.92 0.48 0.16 0.32 0.40 4.0 2.7 1.5 2.5 1.2 2.00 0.667 1.07 0.00 1.03 0.00512 0.00111 3.89e-06 0.000424 0.00197 1.11e+03 314 2.85e+05 74.5 534 0.00512 0.00117 3.81e-06 0.000516 0.00195 1.11e+03 309 1.71e+05 224 414
3.5102627987817074 10 14.65905445761985 7.759765368446496 6.0 4.0 4.0 4.0 1.5 0.48 0.37 0.15 0.61 5.0 3.2 1.7 3.0 1.3 4.00 0.600 1.60 0.00 1.26 0.00512 0.000617 2.53e-06 5.06e-05 0.00159 760 100 6.18e+04 0.00 249 0.0113 0.00224 1.45e-05 0.000175 0.00381 760 130 5.77e+04 21.8 240
4.510262798781707 11 14.601624305245593 8.570692541109203 6.0 4.0 4.0 4.0 1.7 0.48 0.42 0.13 0.65 5.0 3.1 1.9 3.0 1.4 4.00 0.818 1.96 0.00 1.40 0.122 0.0117 0.00135 8.05e-05 0.0367 116 23.9 2.29e+03 1.16 47.9 0.122 0.0122 0.00134 0.000103 0.0365 298 49.7 8.82e+03 3.38 93.9
5.510262798781707 13 14.436425837772386 10.125622349695817 7.0 5.0 5.0 5.0 2.0 0.48 0.52 0.11 0.72 5.0 3.1 1.7 3.0 1.3 4.00 0.769 1.69 0.00 1.30 0.580 0.0720 0.0280 0.000103 0.167 108 19.9 1.71e+03 2.23 41.4 0.580 0.0913 0.0273 0.000350 0.165 298 51.1 9.51e+03 4.36 97.5
6.510262798781707 17 14.650724194411545 11.147858399855005 9.0 6.0 6.0 6.0 2.6 0.48 0.72 0.12 0.85 6.0 3.6 2.6 3.0 1.6 4.00 0.706 1.47 0.00 1.21 0.580 0.0648 0.0218 0.000330 0.148 103 14.9 991 0.0982 31.5 0.702 0.141 0.0510 0.000434 0.226 298 42.6 8.06e+03 0.192 89.8
7.510262798781707 21 14.759495905792145 12.878464562929171 12.0 7.0 7.0 7.0 3.2 0.49 0.92 0.087 0.96 6.0 3.5 3.0 3.0 1.7 5.00 0.810 1.86 0.00 1.36 3.92 0.336 0.777 0.000602 0.882 59.5 10.8 406 0.00114 20.1 3.92 0.460 0.791 0.00243 0.889 298 40.5 7.07e+03 0.00157 84.1
8.510262798781707 26 13.83536872533329 14.145313879152326 14.0 7.0 7.0 7.0 4.0 0.49 1.2 0.077 1.1 8.0 4.1 4.2 4.5 2.0 5.00 0.769 1.86 0.00 1.37 24.7 1.41 24.0 0.00551 4.90 82.8 9.94 385 0.0273 19.6 24.7 1.75 24.0 0.0374 4.90 298 32.5 5.71e+03 0.0707 75.5
