#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:32+0000 #
#####################################################################
#
# seed = 94.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.46103672723966604 2 10.728756708496697 12.391425027012358 1.0 1.0 1.0 1.0 0.29 0.29 0.0 0.29 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.461036727239666 3 10.333678412552546 9.934576962589155 2.0 2.0 2.0 2.0 0.43 0.30 0.036 0.30 0.19 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.0375 0.0129 0.000457 0.000518 0.0214 0.00 0.00 0.00 0.00 0.00 0.0381 0.0379 8.95e-08 0.0381 0.000299 298 199 2.96e+04 298 172
2.461036727239666 6 8.99613372601378 10.055754283769476 3.0 4.0 4.0 4.0 0.86 0.30 0.11 0.21 0.33 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 1.31 0.225 0.283 0.000518 0.532 151 75.1 7.51e+03 74.5 86.7 1.31 0.238 0.277 0.0378 0.526 298 149 1.78e+04 150 133
3.461036727239666 9 7.737136864539774 11.893354268721078 4.0 5.0 5.0 5.0 1.3 0.30 0.18 0.088 0.43 3.0 1.8 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 10.6 1.33 12.2 0.000518 3.49 202 50.0 5.76e+03 0.00572 75.9 10.6 1.63 11.6 0.0714 3.41 298 88.6 1.35e+04 0.0114 116
4.461036727239666 12 8.856387507638651 13.200660949768908 6.0 6.0 6.0 6.0 1.7 0.31 0.26 0.098 0.51 5.0 2.3 1.5 2.0 1.2 3.00 0.667 0.970 0.00 0.985 19.3 2.62 36.9 0.0191 6.07 74.5 20.3 1.11e+03 0.0241 33.3 19.3 3.73 42.2 0.0611 6.49 298 61.8 1.07e+04 0.0361 104
5.461036727239666 15 8.761191134200223 14.308324027606627 7.0 6.0 6.0 6.0 2.2 0.31 0.33 0.082 0.57 6.0 3.6 3.3 4.0 1.8 4.00 0.800 1.60 0.00 1.26 19.3 2.33 29.6 0.0509 5.44 55.9 15.9 675 0.0117 26.0 29.9 5.92 84.3 0.108 9.18 298 57.0 9.51e+03 0.0232 97.5
6.461036727239666 18 9.566836170643146 16.125115594330378 10.0 6.0 6.0 6.0 2.6 0.31 0.40 0.058 0.64 7.0 3.4 3.7 3.5 1.9 4.00 0.778 1.36 0.00 1.17 51.3 5.28 158 0.0896 12.6 88.5 12.2 659 0.00294 25.7 51.3 9.55 220 1.09 14.8 298 47.8 8.65e+03 0.00440 93.0
7.461036727239666 20 9.274392968830306 17.50963347911637 10.0 7.0 7.0 7.0 2.9 0.32 0.45 0.064 0.67 7.0 3.4 3.6 3.0 1.9 4.00 0.900 1.78 0.00 1.33 128 12.1 891 0.391 29.8 58.0 11.0 410 0.432 20.2 128 22.4 1.12e+03 4.45 33.4 298 46.4 8.28e+03 0.456 91.0
8.461036727239666 24 8.846998130598976 18.888429899465937 12.0 8.0 8.0 8.0 3.4 0.32 0.55 0.072 0.74 8.0 3.7 4.7 3.5 2.2 4.00 0.792 1.56 0.00 1.25 128 15.3 1.21e+03 0.993 34.7 47.7 9.83 241 0.917 15.5 179 32.5 2.63e+03 7.49 51.3 298 40.4 6.81e+03 1.37 82.5
