#####################################################################
# Alchemist log file - simulation started at: 2025-02-24T10:10+0000 #
#####################################################################
#
# seed = 3.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.2747056966576764 2 12.199072975496552 8.810849862952226 1.0 1.0 1.0 0.19 0.19 0.0 0.19 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.00268 0.00268 0.00 0.00268 0.00 NaN NaN NaN NaN NaN 0.00268 0.00268 0.00 0.00268 0.00 274 274 0.00 274 0.00
1.2747056966576764 3 13.015220849533348 8.592543665843381 1.0 1.0 1.0 0.29 0.28 0.00012 0.28 0.011 2.0 2.0 0.0 2.0 0.0 1.00 0.667 0.333 1.00 0.577 0.00268 0.00184 2.13e-06 0.00268 0.00146 0.00 0.00 0.00 0.00 0.00 0.00283 0.00194 2.40e-06 0.00283 0.00155 274 183 2.51e+04 274 158
2.2747056966576764 6 11.883953941850342 8.372093417745194 3.0 3.0 3.0 0.57 0.34 0.046 0.32 0.21 4.0 3.0 1.2 3.0 1.1 2.00 0.667 1.07 0.00 1.03 0.00268 0.000970 1.77e-06 0.000204 0.00133 2.58e+03 678 1.60e+06 68.5 1.27e+03 0.00309 0.00111 2.37e-06 0.000204 0.00154 2.58e+03 543 1.01e+06 206 1.00e+03
3.2747056966576764 9 13.391444354446103 9.584413668230727 4.0 4.0 4.0 0.86 0.35 0.11 0.20 0.33 6.0 3.1 2.6 3.0 1.6 4.00 0.667 1.75 0.00 1.32 2.78 0.335 0.847 0.000257 0.920 1.38e+03 184 2.35e+05 0.00 485 2.78 0.359 0.834 0.000258 0.913 1.38e+03 205 2.04e+05 0.00 452
4.274705696657676 11 12.660010659677448 11.423589621291113 5.0 5.0 5.0 1.1 0.35 0.15 0.15 0.39 6.0 2.9 2.5 3.0 1.6 4.00 0.727 1.42 0.00 1.19 29.5 2.98 77.9 0.00268 8.83 109 21.9 2.13e+03 0.0604 46.1 29.5 3.51 76.0 0.00401 8.72 274 54.8 1.02e+04 0.0974 101
5.274705696657676 15 12.10428237326711 13.510814943879375 6.0 6.0 6.0 1.4 0.35 0.24 0.11 0.49 6.0 2.8 2.3 2.0 1.5 4.00 0.667 1.38 0.00 1.18 115 10.9 901 0.00430 30.0 73.0 15.7 821 0.0105 28.6 115 13.3 915 0.327 30.2 274 47.0 7.97e+03 0.0192 89.3
6.274705696657676 19 12.421585239148405 15.624936698754496 7.0 7.0 7.0 1.8 0.36 0.32 0.074 0.57 6.0 2.9 2.3 3.0 1.5 4.00 0.737 1.43 0.00 1.19 332 28.2 6.14e+03 0.327 78.4 54.8 12.2 406 0.132 20.2 332 40.1 6.65e+03 0.713 81.5 274 42.1 6.80e+03 0.264 82.4
7.274705696657676 22 12.768810776959524 17.50609762232639 8.0 8.0 8.0 2.1 0.36 0.38 0.074 0.62 6.0 3.3 2.2 3.0 1.5 4.00 0.818 1.49 0.00 1.22 420 48.9 1.23e+04 0.704 111 54.8 10.2 276 0.566 16.6 447 82.7 1.96e+04 9.29 140 274 39.4 6.08e+03 0.849 78.0
8.274705696657676 26 13.026243438071008 19.69206510501955 9.0 9.0 9.0 2.5 0.37 0.47 0.071 0.68 6.0 3.5 2.3 3.0 1.5 4.00 0.846 1.74 0.00 1.32 420 67.2 1.38e+04 2.94 117 43.9 7.97 188 0.145 13.7 751 142 4.21e+04 34.0 205 274 35.2 5.49e+03 0.217 74.1
