#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:32+0000 #
#####################################################################
#
# seed = 431.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.6414512554260978 2 12.167799481175283 8.754750864519002 1.0 1.0 1.0 1.0 0.19 0.19 0.0 0.19 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.6414512554260978 3 10.153718382700436 10.223329948285274 2.0 2.0 2.0 2.0 0.28 0.17 0.023 0.17 0.15 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.000518 0.000354 8.07e-08 0.000518 0.000284 0.00 0.00 0.00 0.00 0.00 0.000544 0.000371 8.95e-08 0.000544 0.000299 298 199 2.96e+04 298 172
2.641451255426098 6 10.541794494378824 10.489245623020254 3.0 4.0 4.0 4.0 0.56 0.17 0.047 0.082 0.22 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 0.00741 0.00149 8.48e-06 0.000485 0.00291 3.12e+03 816 2.35e+06 74.5 1.53e+03 0.00795 0.00397 1.75e-05 0.00393 0.00418 3.12e+03 643 1.48e+06 224 1.22e+03
3.641451255426098 9 8.971325970469954 12.688615511836606 4.0 5.0 5.0 5.0 0.83 0.17 0.074 0.069 0.27 3.0 2.2 0.69 2.0 0.83 3.00 0.556 1.03 0.00 1.01 1.04 0.148 0.118 0.00158 0.344 213 51.4 6.24e+03 0.348 79.0 1.04 0.152 0.117 0.00786 0.342 298 89.9 1.38e+04 0.696 117
4.641451255426098 13 9.316056679048813 14.341486261706432 6.0 5.0 5.0 5.0 1.2 0.18 0.11 0.056 0.33 5.0 2.8 1.7 3.0 1.3 3.00 0.615 0.923 0.00 0.961 4.47 0.670 1.84 0.00741 1.36 87.9 18.6 1.14e+03 0.0563 33.8 4.47 0.873 1.76 0.265 1.32 298 49.4 8.26e+03 0.0847 90.9
5.641451255426098 17 9.213923038956695 15.383486568107552 9.0 6.0 6.0 6.0 1.6 0.19 0.14 0.061 0.38 7.0 3.8 3.1 4.0 1.8 4.00 0.765 1.44 0.00 1.20 36.2 2.71 76.1 0.0291 8.73 89.5 14.0 631 0.0599 25.1 36.2 3.32 74.8 0.574 8.65 298 41.0 6.56e+03 0.120 81.0
6.641451255426098 22 10.56860569118787 16.999887515156754 11.0 7.0 7.0 7.0 2.0 0.20 0.19 0.062 0.43 7.0 3.7 3.4 3.5 1.9 5.00 0.773 1.71 0.00 1.31 36.2 3.84 81.5 0.156 9.03 51.7 8.65 216 0.0133 14.7 40.7 6.70 137 1.84 11.7 298 33.3 5.12e+03 0.0338 71.5
7.641451255426098 24 10.3870384245673 17.1367284759286 12.0 7.0 7.0 7.0 2.2 0.20 0.21 0.068 0.45 7.0 4.1 3.3 4.0 1.8 5.00 0.917 1.73 0.00 1.32 36.2 3.63 75.1 0.156 8.67 57.5 6.25 217 0.0148 14.7 60.8 13.6 473 2.62 21.7 298 26.6 4.79e+03 0.0221 69.2
8.641451255426098 24 10.3870384245673 17.1367284759286 13.0 7.0 7.0 7.0 2.2 0.20 0.21 0.068 0.45 7.0 4.1 3.3 4.0 1.8 5.00 1.00 1.65 0.500 1.29 36.2 3.63 75.1 0.156 8.67 73.3 4.77 231 0.0953 15.2 65.5 14.7 556 2.62 23.6 298 24.6 5.39e+03 0.238 73.4
