#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:33+0000 #
#####################################################################
#
# seed = 476.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.11494587914441667 2 12.49929457405154 9.94061454625467 1.0 1.0 1.0 1.0 3.4 3.4 0.0 3.4 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.1149458791444167 3 12.606528911764395 8.584345559258436 2.0 1.0 1.0 1.0 5.1 2.6 12 2.6 3.5 2.0 2.0 0.0 2.0 0.0 1.00 0.667 0.333 1.00 0.577 0.000518 0.000438 1.90e-08 0.000518 0.000138 0.00 0.00 0.00 0.00 0.00 0.000797 0.000624 8.95e-08 0.000797 0.000299 298 199 2.96e+04 298 172
2.1149458791444165 6 13.285156232171438 8.585991599608008 3.0 3.0 3.0 3.0 10 2.1 20 0.13 4.5 3.0 2.0 1.2 2.0 1.1 2.00 0.667 1.07 0.00 1.03 0.000518 0.000240 5.66e-08 0.000201 0.000238 426 144 4.03e+04 74.5 201 0.000802 0.000335 1.41e-07 0.000201 0.000376 426 195 3.05e+04 224 175
3.1149458791444165 9 14.18532099799891 10.701114084037957 4.0 5.0 5.0 5.0 15 2.0 28 0.078 5.3 4.0 2.0 1.3 2.0 1.1 3.00 0.556 1.03 0.00 1.01 0.564 0.0665 0.0349 0.000279 0.187 561 95.0 3.74e+04 1.77 193 0.564 0.0679 0.0347 0.000401 0.186 561 129 3.78e+04 3.54 195
4.1149458791444165 11 13.403508992257679 11.80984775848995 5.0 6.0 6.0 6.0 19 2.0 34 0.058 5.8 5.0 2.4 1.9 2.0 1.4 3.00 0.727 1.02 0.00 1.01 8.42 0.820 6.38 0.000518 2.53 108 22.4 2.05e+03 0.0443 45.3 8.42 0.927 6.25 0.0207 2.50 298 57.7 1.11e+04 0.0887 105
5.1149458791444165 14 12.59626671225375 13.22934241125248 7.0 7.0 7.0 7.0 24 1.9 42 0.061 6.5 5.0 2.6 2.3 2.5 1.5 4.00 0.786 1.57 0.00 1.25 53.5 4.51 204 0.000651 14.3 108 17.2 1.14e+03 0.0198 33.7 53.5 5.19 203 0.0213 14.2 298 49.2 8.93e+03 0.0297 94.5
6.1149458791444165 18 11.750894802037203 15.297380126202683 10.0 8.0 8.0 8.0 30 1.9 54 0.058 7.3 6.0 2.9 2.1 3.0 1.5 5.00 0.778 1.71 0.00 1.31 110 11.5 812 0.0165 28.5 76.5 14.0 611 0.0202 24.7 110 16.0 918 0.0447 30.3 298 47.0 8.05e+03 0.176 89.7
7.1149458791444165 22 11.669911252521091 17.62604694933521 12.0 9.0 9.0 9.0 37 1.9 65 0.055 8.1 6.0 3.0 2.1 3.0 1.4 5.00 0.773 1.71 0.00 1.31 110 15.7 1.06e+03 0.0447 32.5 82.6 11.8 473 0.0216 21.8 163 28.4 2.24e+03 3.86 47.4 298 42.8 7.43e+03 0.203 86.2
8.114945879144416 26 11.42990950023049 19.549547842996038 15.0 10 10 10 44 1.9 76 0.053 8.7 6.0 3.2 2.3 3.0 1.5 5.00 0.808 1.68 0.00 1.30 110 21.3 1.29e+03 0.328 35.9 62.0 9.71 330 0.181 18.2 215 47.0 4.53e+03 8.75 67.3 298 39.3 6.72e+03 0.275 81.9
