#####################################################################
# Alchemist log file - simulation started at: 2025-03-03T13:32+0000 #
#####################################################################
#
# seed = 287.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord number-of-leaves network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] local-resource[max] local-resource[mean] local-resource[variance] local-resource[median] local-resource[StandardDeviation] 
0.0 1 10.0 10.0 1.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN 0.0 0.0 0.0 0.0 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.397154906469815 2 11.866397325953649 8.336701764062418 1.0 1.0 1.0 1.0 0.16 0.16 0.0 0.16 0.0 1.0 1.0 0.0 1.0 0.0 0.00 0.00 0.00 0.00 0.00 0.000518 0.000518 0.00 0.000518 0.00 NaN NaN NaN NaN NaN 0.000518 0.000518 0.00 0.000518 0.00 298 298 0.00 298 0.00
1.397154906469815 3 10.56070021293439 10.411173034640337 2.0 2.0 2.0 2.0 0.24 0.15 0.015 0.15 0.12 2.0 1.3 0.33 1.0 0.58 1.00 0.667 0.333 1.00 0.577 0.000518 0.000349 8.56e-08 0.000518 0.000293 0.00 0.00 0.00 0.00 0.00 0.000529 0.000357 8.95e-08 0.000529 0.000299 298 199 2.96e+04 298 172
2.397154906469815 6 10.732776107405536 9.72636054005289 3.0 4.0 4.0 4.0 0.48 0.15 0.036 0.059 0.19 3.0 1.7 0.67 1.5 0.82 2.00 0.667 1.07 0.00 1.03 1.08 0.186 0.193 0.000518 0.440 6.99e+03 1.79e+03 1.21e+07 74.5 3.47e+03 1.08 0.196 0.189 0.0303 0.435 6.99e+03 1.29e+03 7.82e+06 224 2.80e+03
3.397154906469815 9 8.899501391701959 10.101015116701232 4.0 5.0 5.0 5.0 0.72 0.16 0.055 0.063 0.23 4.0 2.2 1.2 2.0 1.1 3.00 0.556 1.03 0.00 1.01 1.08 0.214 0.178 0.000317 0.421 202 50.1 5.79e+03 0.0373 76.1 1.11 0.458 0.303 0.000317 0.550 298 88.7 1.35e+04 0.0747 116
4.397154906469815 12 8.033820663560398 11.891168941632847 5.0 6.0 6.0 6.0 0.97 0.17 0.075 0.059 0.27 5.0 2.5 1.9 2.5 1.4 4.00 0.750 1.48 0.00 1.22 1.08 0.263 0.180 0.000499 0.424 74.5 20.3 1.21e+03 0.000263 34.8 1.89 0.513 0.413 0.141 0.642 298 62.1 1.09e+04 0.000832 105
5.397154906469815 17 7.847306105305677 13.721598645542459 8.0 7.0 7.0 7.0 1.4 0.17 0.11 0.071 0.33 6.0 3.1 2.8 3.0 1.7 5.00 0.706 1.60 0.00 1.26 11.3 0.861 7.37 0.0300 2.72 119 14.9 983 0.000749 31.4 11.3 1.21 7.54 0.0681 2.75 298 44.3 8.13e+03 0.00121 90.2
6.397154906469815 19 8.387052797084523 14.535964924437517 10.0 7.0 7.0 7.0 1.5 0.18 0.12 0.079 0.35 7.0 3.2 2.9 3.0 1.7 6.00 0.895 2.21 0.00 1.49 45.6 3.17 112 0.0320 10.6 124 13.6 1.14e+03 0.0261 33.7 45.6 4.20 117 0.0681 10.8 298 40.5 7.84e+03 0.0620 88.5
7.397154906469815 22 8.739077460907804 16.11207136036878 10.0 7.0 7.0 7.0 1.8 0.18 0.14 0.062 0.38 7.0 3.4 3.0 3.0 1.7 6.00 0.864 2.12 0.00 1.46 82.4 7.20 383 0.0541 19.6 63.8 11.6 540 0.0428 23.2 82.4 11.3 483 0.633 22.0 298 42.5 8.02e+03 0.0520 89.6
8.397154906469815 25 9.153798852934454 17.53968323715298 11.0 8.0 8.0 8.0 2.0 0.18 0.16 0.068 0.40 7.0 3.6 3.4 3.0 1.8 6.00 0.840 1.81 0.00 1.34 82.4 8.52 377 0.0722 19.4 63.9 10.2 402 0.112 20.0 128 17.9 1.03e+03 1.20 32.1 298 39.0 6.97e+03 0.224 83.5
9.397154906469815 28 10.223943398938498 18.84260024982726 13.0 9.0 9.0 9.0 2.3 0.19 0.18 0.072 0.43 7.0 3.6 3.3 3.0 1.8 6.00 0.893 1.73 1.00 1.31 82.4 8.86 339 0.546 18.4 63.9 9.17 283 0.166 16.8 148 26.2 1.85e+03 7.29 43.0 298 36.9 6.32e+03 1.07 79.5
10.397154906469815 31 10.36918701533595 20.30522945151676 14.0 9.0 9.0 9.0 2.5 0.19 0.21 0.062 0.45 7.0 3.5 3.5 3.0 1.9 6.00 0.903 1.69 1.00 1.30 93.0 14.6 690 0.944 26.3 63.9 8.06 303 0.477 17.4 176 37.1 2.99e+03 8.41 54.7 298 33.0 5.88e+03 0.955 76.6
11.397154906469815 33 10.310125601154828 21.21954524180265 15.0 9.0 9.0 9.0 2.7 0.19 0.22 0.065 0.47 7.0 3.6 3.4 3.0 1.8 6.00 0.909 1.65 1.00 1.28 93.0 18.0 837 1.08 28.9 63.9 7.63 271 0.576 16.5 280 54.0 5.93e+03 13.5 77.0 298 30.7 5.51e+03 0.990 74.2
12.397154906469815 34 10.300874267763536 21.61586794965962 15.0 9.0 9.0 9.0 2.7 0.19 0.23 0.067 0.48 7.0 3.6 3.4 3.0 1.8 6.00 0.941 1.69 1.00 1.30 139 21.6 1.24e+03 1.63 35.2 63.9 7.76 264 1.98 16.2 427 69.0 1.07e+04 16.4 103 298 30.6 5.37e+03 3.72 73.3
13.397154906469815 34 10.300874267763536 21.61586794965962 15.0 9.0 9.0 9.0 2.7 0.19 0.23 0.067 0.48 7.0 3.6 3.4 3.0 1.8 6.00 0.971 1.67 1.00 1.29 139 21.6 1.24e+03 1.63 35.2 63.9 7.77 265 2.21 16.3 521 86.7 1.84e+04 16.4 136 298 30.8 5.38e+03 3.73 73.3
14.397154906469815 35 10.17386104476214 21.82025944194939 16.0 9.0 9.0 9.0 2.8 0.19 0.23 0.063 0.48 7.0 3.8 3.2 4.0 1.8 6.00 0.943 1.64 1.00 1.28 139 22.2 1.22e+03 2.17 34.9 63.9 7.58 273 2.11 16.5 660 103 2.99e+04 19.3 173 298 30.0 5.30e+03 2.64 72.8
15.397154906469815 35 10.17386104476214 21.82025944194939 15.0 9.0 9.0 9.0 2.8 0.19 0.23 0.063 0.48 7.0 3.8 3.2 4.0 1.8 6.00 0.971 1.68 1.00 1.29 139 22.2 1.22e+03 2.17 34.9 64.5 7.28 281 1.40 16.8 672 120 4.21e+04 19.3 205 298 29.8 5.34e+03 1.68 73.1
16.397154906469815 35 10.17386104476214 21.82025944194939 15.0 9.0 9.0 9.0 2.8 0.19 0.23 0.063 0.48 7.0 3.8 3.2 4.0 1.8 6.00 1.03 1.73 1.00 1.32 139 22.2 1.22e+03 2.17 34.9 65.9 6.60 291 0.177 17.1 732 141 5.40e+04 31.8 232 298 28.6 5.42e+03 0.640 73.6
17.397154906469815 35 10.17386104476214 21.82025944194939 15.0 9.0 9.0 9.0 2.8 0.19 0.23 0.063 0.48 7.0 3.8 3.2 4.0 1.8 6.00 0.971 1.62 1.00 1.27 139 22.2 1.22e+03 2.17 34.9 63.9 7.40 292 0.148 17.1 777 161 6.10e+04 31.8 247 298 29.2 5.34e+03 0.519 73.1
18.397154906469815 36 9.985398468551233 21.687371868439293 16.0 9.0 9.0 9.0 2.9 0.19 0.24 0.059 0.49 7.0 3.8 3.3 4.0 1.8 6.00 0.944 1.60 1.00 1.26 139 21.6 1.20e+03 1.63 34.6 63.9 6.70 233 0.335 15.3 1.20e+03 159 7.47e+04 29.6 273 298 27.5 5.04e+03 0.640 71.0
